All calculations,VPHa,VPHb,VPHc
"Time in s","Voltage in p.u.","Voltage in p.u.","Voltage in p.u."
12.3075176096,-0.9008461032,0.1830886310,0.7177582314
12.3076176096,-0.8884381831,0.1469383967,0.7415005437
12.3077176096,-0.8746588329,0.1106066519,0.7640529362
12.3078176096,-0.8595169683,0.0740823363,0.7854353854
12.3079176096,-0.8430777650,0.0373811518,0.8056973646
12.3080000000,-0.8285738562,0.0071111665,0.8214634395
12.3080505000,-0.8191050395,-0.0113791726,0.8304849609
12.3081176096,-0.8061135713,-0.0359971568,0.8421114756
12.3082176096,-0.7859801768,-0.0726867702,0.8586676926
12.3083176096,-0.7647278199,-0.1092408650,0.8739694286
12.3084176096,-0.7423711465,-0.1455936007,0.8879654890
12.3085176096,-0.7189216211,-0.1818009587,0.9007233196
12.3086176096,-0.6944110943,-0.2177727560,0.9121845882
12.3087176096,-0.6688483110,-0.2533565536,0.9222056006
12.3088176096,-0.6422348096,-0.2885688182,0.9308043619
12.3089176096,-0.6146236671,-0.3234198312,0.9380442305
12.3090000000,-0.5911798581,-0.3517531969,0.9429337856
12.3090505000,-0.5764268984,-0.3687959999,0.9452236280
12.3091176096,-0.5565118251,-0.3913195475,0.9478321011
12.3092176096,-0.5262837082,-0.4245524976,0.9508369323
12.3093176096,-0.4953202616,-0.4571442911,0.9524652773
12.3094176096,-0.4636605062,-0.4890259675,0.9526871964
12.3095176096,-0.4312883114,-0.5202664618,0.9515554941
12.3096176096,-0.3982654077,-0.5507764870,0.9490426138
12.3097176096,-0.3646641597,-0.5803855507,0.9450504276
12.3098176096,-0.3304785447,-0.6091130999,0.9395923599
12.3099176096,-0.2957417950,-0.6369938753,0.9327363838
12.3100000000,-0.2667941354,-0.6592277265,0.9260225738
12.3100505000,-0.2489195431,-0.6723187420,0.9212389961
12.3101176096,-0.2250002555,-0.6894381246,0.9144390899
12.3102176096,-0.1891090021,-0.7143306852,0.9034403953
12.3103176096,-0.1529743758,-0.7381701982,0.8911452801
12.3104176096,-0.1166540405,-0.7608947358,0.8775494807
12.3105176096,-0.0801066725,-0.7825760863,0.8626834613
12.3106176096,-0.0434148151,-0.8031389452,0.8465544609
12.3107176096,-0.0067038003,-0.8224197835,0.8291242826
12.3108176096,0.0300390492,-0.8404381945,0.8103998423
12.3109176096,0.0668051880,-0.8572482890,0.7904437962
12.3110000000,0.0970094493,-0.8701122326,0.7731034770
12.3110505000,0.1153828847,-0.8773255898,0.7619433980
12.3111176096,0.1397964791,-0.8865221373,0.7467263498
12.3112176096,0.1760838869,-0.8994116471,0.7233284500
12.3113176096,0.2120865535,-0.9109905488,0.6989046833
12.3114176096,0.2477366498,-0.9212130664,0.6734771028
12.3115176096,0.2830946186,-0.9301433359,0.6470494018
12.3116176096,0.3180692145,-0.9377310725,0.6196625408
12.3117176096,0.3525005463,-0.9438436915,0.5913438262
12.3118176096,0.3864060815,-0.9484980803,0.5620926779
12.3119176096,0.4198032014,-0.9517598059,0.5319572820
12.3120000000,0.4468288106,-0.9533570662,0.5065289316
12.3120505000,0.4630028994,-0.9536286493,0.4906264251
12.3121176096,0.4843254466,-0.9535453682,0.4692205956
12.3122176096,0.5156795860,-0.9525292352,0.4368503214
12.3123176096,0.5462622623,-0.9501372337,0.4038756419
12.3124176096,0.5760054575,-0.9463464845,0.3703416958
12.3125176096,0.6049798580,-0.9412040839,0.3362248929
12.3126176096,0.6330989095,-0.9346921401,0.3015938959
12.3127176096,0.6601916362,-0.9267284550,0.2665374824
12.3128176096,0.6862777264,-0.9173247471,0.2310476826
12.3129176096,0.7113979340,-0.9065484462,0.1951511724
12.3130000000,0.7312729639,-0.8966356087,0.1653633036
12.3130505000,0.7428703869,-0.8899200689,0.1470503399
12.3131176096,0.7579676738,-0.8805619275,0.1225949105
12.3132176096,0.7797794662,-0.8657785520,0.0859997409
12.3133176096,0.8004460003,-0.8497560936,0.0493107466
12.3134176096,0.8199090812,-0.8324979535,0.0125895240
12.3135176096,0.8382392624,-0.8140273051,-0.0242113072
12.3136176096,0.8553673827,-0.7943612610,-0.0610054733
12.3137176096,0.8711364843,-0.7734800543,-0.0976557833
12.3138176096,0.8855655835,-0.7513885395,-0.1341763990
12.3139176096,0.8987128301,-0.7281461449,-0.1705660419
12.3140000000,0.9085125016,-0.7081702671,-0.2003415926
12.3140505000,0.9138262745,-0.6954485186,-0.2183771148
12.3141176096,0.9204759898,-0.6781828335,-0.2422925163
12.3142176096,0.9295343370,-0.6517929507,-0.2777407480
12.3143176096,0.9372415546,-0.6244828846,-0.3127580332
12.3144176096,0.9435578469,-0.5962818361,-0.3472753758
12.3145176096,0.9485432971,-0.5671856960,-0.3813569677
12.3146176096,0.9521562745,-0.5372440495,-0.4149115933
12.3147176096,0.9542768695,-0.5065024301,-0.4477738092
12.3148176096,0.9549206535,-0.4749581530,-0.4799618720
12.3149176096,0.9541546546,-0.4426539593,-0.5115000684
12.3150000000,0.9524318216,-0.4155413827,-0.5368898133
12.3150505000,0.9506765852,-0.3986773560,-0.5519986044
12.3151176096,0.9478955029,-0.3760340476,-0.5718608317
12.3152176096,0.9428601110,-0.3419049598,-0.6009545291
12.3153176096,0.9364660186,-0.3073100082,-0.6291553900
12.3154176096,0.9286977022,-0.2722999101,-0.6563971732
12.3155176096,0.9195959923,-0.2368439159,-0.6827514591
12.3156176096,0.9091528781,-0.2010167915,-0.7081354710
12.3157176096,0.8973030742,-0.1649226543,-0.7323798058
12.3158176096,0.8840564544,-0.1285517041,-0.7555041379
12.3159176096,0.8694791200,-0.0919237580,-0.7775547511
12.3160000000,0.8564780421,-0.0616514315,-0.7948260010
12.3160505000,0.8479061823,-0.0431189877,-0.8047865858
12.3161176096,0.8360955948,-0.0184198831,-0.8176751040
12.3162176096,0.8176953610,0.0184412647,-0.8361360196
12.3163176096,0.7981284333,0.0552451638,-0.8533729925
12.3164176096,0.7774058596,0.0919270346,-0.8693322911
12.3165176096,0.7555432637,0.1285397289,-0.8840823912
12.3166176096,0.7325674147,0.1649942794,-0.8975610942
12.3167176096,0.7084772041,0.2011432919,-0.9096198977
12.3168176096,0.6832753894,0.2370022260,-0.9202770186
12.3169176096,0.6570174807,0.2725770722,-0.9295939576
12.3170000000,0.6346392950,0.3015649606,-0.9362036616
12.3170505000,0.6205047011,0.3190449492,-0.9395490571
12.3171176096,0.6013925780,0.3421734544,-0.9435654401
12.3172176096,0.5723201659,0.3763543081,-0.9486738834
12.3173176096,0.5424445995,0.4099628004,-0.9524068107
12.3174176096,0.5118018878,0.4429296177,-0.9547309178
12.3175176096,0.4803801915,0.4753219392,-0.9557015446
12.3176176096,0.4482371162,0.5070496586,-0.9552861902
12.3177176096,0.4154358629,0.5379437593,-0.9533790391
12.3178176096,0.3819716967,0.5680230771,-0.9499941922
12.3179176096,0.3478814253,0.5973185165,-0.9451993618
12.3180000000,0.3194061808,0.6207630243,-0.9401686262
12.3180505000,0.3017808434,0.6346221746,-0.9364024398
12.3181176096,0.2781690433,0.6527815970,-0.9309500632
12.3182176096,0.2426868824,0.6792593591,-0.9219456659
12.3183176096,0.2068833679,0.7047333270,-0.9116161208
12.3184176096,0.1708141843,0.7291398563,-0.8999534680
12.3185176096,0.1344418068,0.7525505841,-0.8869918197
12.3186176096,0.0978462063,0.7748874897,-0.8727331263
12.3187176096,0.0611455822,0.7959847574,-0.8571297714
12.3188176096,0.0243284352,0.8158618281,-0.8401896965
12.3189176096,-0.0125924979,0.8345699801,-0.8219769170
12.3190000000,-0.0429866043,0.8490232075,-0.8060360391
12.3190505000,-0.0615163247,0.8572230420,-0.7957061539
12.3191176096,-0.0861628108,0.8677422376,-0.7815788645
12.3192176096,-0.1228474639,0.8826218454,-0.7597738206
12.3193176096,-0.1593240938,0.8962133486,-0.7368886953
12.3194176096,-0.1955255285,0.9084681486,-0.7129420621
12.3195176096,-0.2315094386,0.9194518380,-0.6879418427
12.3196176096,-0.2671852351,0.9291099208,-0.6619241305
12.3197176096,-0.3023971017,0.9373041187,-0.6349064633
12.3198176096,-0.3371615902,0.9440516393,-0.6068894968
12.3199176096,-0.3714918760,0.9494166190,-0.5779241921
12.3200000000,-0.3993415992,0.9527488567,-0.5534067078
12.3200505000,-0.4160545130,0.9540806794,-0.5380256174
12.3201176096,-0.4381160715,0.9554088137,-0.5172921942
12.3202176096,-0.4706153831,0.9564960226,-0.4858800929
12.3203176096,-0.5024074472,0.9561998192,-0.4537918267
12.3204176096,-0.5334234899,0.9544938160,-0.4210697823
12.3205176096,-0.5637328515,0.9514279680,-0.3876945742
12.3206176096,-0.5932476180,0.9469792819,-0.3537311229
12.3207176096,-0.6217972450,0.9410572920,-0.3192595073
12.3208176096,-0.6494009031,0.9336744779,-0.2842730365
12.3209176096,-0.6760957348,0.9248984498,-0.2488021782
12.3210000000,-0.6973082462,0.9166120678,-0.2193032858
12.3210505000,-0.7097479915,0.9108751788,-0.2011266523
12.3211176096,-0.7259820123,0.9028104215,-0.1768278751
12.3212176096,-0.7495189451,0.8899354621,-0.1404159843
12.3213176096,-0.7719529209,0.8757849349,-0.1038314827
12.3214176096,-0.7932236898,0.8603585608,-0.0671343410
12.3215176096,-0.8134020934,0.8436833666,-0.0302807445
12.3216176096,-0.8324157869,0.8257712183,0.0066450957
12.3217176096,-0.8501045305,0.8065927098,0.0435123465
12.3218176096,-0.8664873107,0.7861537948,0.0803340405
12.3219176096,-0.8816197918,0.7645156715,0.1171046435
12.3220000000,-0.8930742345,0.7458194710,0.1472552855
12.3220505000,-0.8994103436,0.7338514274,0.1655594376
12.3221176096,-0.9074278762,0.7175716344,0.1898567623
12.3222176096,-0.9185384425,0.6926156930,0.2259232686
12.3223176096,-0.9283120737,0.6666794965,0.2616330950
12.3224176096,-0.9367059183,0.6397889272,0.2969175075
12.3225176096,-0.9437819419,0.6119441583,0.3318382987
12.3226176096,-0.9494939755,0.5831901579,0.3663043314
12.3227176096,-0.9537155936,0.5535628625,0.4001532436
12.3228176096,-0.9564628295,0.5230608575,0.4334024832
12.3229176096,-0.9578017193,0.4917299858,0.4660722433
12.3230000000,-0.9578084315,0.4653629074,0.4924460329
12.3230505000,-0.9571057224,0.4489172680,0.5081889625
12.3231176096,-0.9557230864,0.4268079891,0.5289156045
12.3232176096,-0.9527662409,0.3934283916,0.5593383552
12.3233176096,-0.9484347115,0.3595080772,0.5889271389
12.3234176096,-0.9427093626,0.3250952936,0.6176145723
12.3235176096,-0.9356342208,0.2901633728,0.6454713500
12.3236176096,-0.9271960538,0.2547837704,0.6724127840
12.3237176096,-0.9173207866,0.2190524563,0.6982688297
12.3238176096,-0.9060191725,0.1829608845,0.7230587861
12.3239176096,-0.8933579563,0.1465328496,0.7468256036
12.3240000000,-0.8819077785,0.1163627373,0.7655455370
12.3240505000,-0.8742644192,0.0978521379,0.7764127764
12.3241176096,-0.8636780075,0.0731570589,0.7905214429
12.3242176096,-0.8470781037,0.0362512932,0.8108273035
12.3243176096,-0.8292676898,-0.0006758900,0.8299440716
12.3244176096,-0.8102541765,-0.0375609697,0.8478156367
12.3245176096,-0.7900572295,-0.0744535116,0.8645112303
12.3246176096,-0.7686984773,-0.1112660687,0.8799650340
12.3247176096,-0.7461670381,-0.1478567535,0.8940242782
12.3248176096,-0.7224668398,-0.1842399680,0.9067072932
12.3249176096,-0.6976555763,-0.2204174326,0.9180734931
12.3250000000,-0.6764224494,-0.2499612268,0.9263841593
12.3250505000,-0.6629563131,-0.2678190250,0.9307758206
12.3251176096,-0.6447147677,-0.2914739853,0.9361892347
12.3252176096,-0.6169007459,-0.3264868626,0.9433880889
12.3253176096,-0.5882183449,-0.3609983280,0.9492171522
12.3254176096,-0.5587004439,-0.3949389308,0.9536398527
12.3255176096,-0.5283395004,-0.4283738480,0.9567138252
12.3256176096,-0.4971888141,-0.4612124774,0.9584017670
12.3257176096,-0.4653022603,-0.4932878572,0.9585905918
12.3258176096,-0.4326763954,-0.5246181261,0.9572949945
12.3259176096,-0.3993514313,-0.5552302533,0.9545821565
12.3260000000,-0.3714477142,-0.5798071977,0.9512553827
12.3260505000,-0.3541329088,-0.5943883630,0.9485217420
12.3261176096,-0.3309106039,-0.6135274716,0.9444385450
12.3262176096,-0.2959606190,-0.6415025937,0.9374636809
12.3263176096,-0.2606122124,-0.6685267549,0.9291394343
12.3264176096,-0.2249189042,-0.6945347957,0.9194541657
12.3265176096,-0.1888470805,-0.7195979423,0.9084454874
12.3266176096,-0.1524738794,-0.7436357301,0.8961100729
12.3267176096,-0.1159099979,-0.7664806345,0.8823910946
12.3268176096,-0.0791451468,-0.7881518741,0.8672974820
12.3269176096,-0.0421961823,-0.8086977126,0.8508943548
12.3270000000,-0.0117164468,-0.8246938594,0.8364107652
12.3270505000,0.0069060860,-0.8338540487,0.8269484210
12.3271176096,0.0317011291,-0.8456625169,0.8139618454
12.3272176096,0.0686576530,-0.8624852807,0.7938280840
12.3273176096,0.1054837656,-0.8780469197,0.7725636092
12.3274176096,0.1421131732,-0.8922961582,0.7501834390
12.3275176096,0.1786006091,-0.9052998310,0.7266996747
12.3276176096,0.2148564243,-0.9169994151,0.7021434424
12.3277176096,0.2507293700,-0.9272514096,0.6765224900
12.3278176096,0.2862350572,-0.9360733029,0.6498386951
12.3279176096,0.3213824407,-0.9435275828,0.6221455903
12.3280000000,0.3499622638,-0.9485870562,0.5986252396
12.3280505000,0.3671576466,-0.9509768103,0.5838196103
12.3281176096,0.3898839289,-0.9537148225,0.5638313395
12.3282176096,0.4234191476,-0.9569061543,0.5334874514
12.3283176096,0.4563139029,-0.9587112567,0.5023977974
12.3284176096,0.4884988783,-0.9591002934,0.4706018575
12.3285176096,0.5200418823,-0.9581259178,0.4380844768
12.3286176096,0.5508539172,-0.9557601291,0.4049066520
12.3287176096,0.5807653997,-0.9519045038,0.3711395431
12.3288176096,0.6097949626,-0.9465722497,0.3367777249
12.3289176096,0.6379760494,-0.9398309282,0.3018553155
12.3290000000,0.6604560054,-0.9332029641,0.2727473945
12.3290505000,0.6736970948,-0.9284665499,0.2547698904
12.3291176096,0.6910144857,-0.9217256605,0.2307116093
12.3292176096,0.7161993909,-0.9108074306,0.1946084731
12.3293176096,0.7403275143,-0.8985814419,0.1582543598
12.3294176096,0.7633367195,-0.8850437016,0.1217074133
12.3295176096,0.7852979371,-0.8702249816,0.0849274746
12.3296176096,0.8061358823,-0.8541318996,0.0479964462
12.3297176096,0.8256875376,-0.8367255380,0.0110384282
12.3298176096,0.8439718251,-0.8180129094,-0.0259584889
12.3299176096,0.8610417700,-0.7980567597,-0.0629845846
12.3300000000,0.8741151507,-0.7807071643,-0.0934075617
12.3300505000,0.8814539835,-0.7695355584,-0.1119180010
12.3301176096,0.8908146831,-0.7542996585,-0.1365146011
12.3302176096,0.9039436537,-0.7308663643,-0.1730768670
12.3303176096,0.9157544944,-0.7063959744,-0.2093580987
12.3304176096,0.9262014000,-0.6809109426,-0.2452900372
12.3305176096,0.9353480254,-0.6544156743,-0.2809319320
12.3306176096,0.9431438408,-0.6269504199,-0.3161930029
12.3307176096,0.9494563216,-0.5985414560,-0.3509144486
12.3308176096,0.9543019137,-0.5691885975,-0.3851129003
12.3309176096,0.9577454545,-0.5389405944,-0.4188044452
12.3310000000,0.9594852781,-0.5134110682,-0.4460737959
12.3310505000,0.9598396931,-0.4974411855,-0.4623980942
12.3311176096,0.9598631357,-0.4759429382,-0.4839197849
12.3312176096,0.9589992615,-0.4434289024,-0.5155699475
12.3313176096,0.9567493915,-0.4103009978,-0.5464479831
12.3314176096,0.9530908039,-0.3766048334,-0.5764855610
12.3315176096,0.9480705560,-0.3423178322,-0.6057523153
12.3316176096,0.9416702788,-0.3075079554,-0.6341619159
12.3317176096,0.9338073826,-0.2722627899,-0.6615441863
12.3318176096,0.9244934427,-0.2365750043,-0.6879180330
12.3319176096,0.9137956131,-0.2004722261,-0.7133229826
12.3320000000,0.9039387282,-0.1705080290,-0.7334302958
12.3320505000,0.8972519823,-0.1520828859,-0.7451686935
12.3321176096,0.8879285076,-0.1274765667,-0.7604515386
12.3322176096,0.8731894256,-0.0906526340,-0.7825363904
12.3323176096,0.8572000737,-0.0537285446,-0.8034711290
12.3324176096,0.8399641721,-0.0167663617,-0.8231974113
12.3325176096,0.8215053008,0.0202801327,-0.8417850354
12.3326176096,0.8018399344,0.0573252536,-0.8591647909
12.3327176096,0.7809475226,0.0942329887,-0.8751801153
12.3328176096,0.7588330939,0.1310167179,-0.8898494167
12.3329176096,0.7355562886,0.1676739682,-0.9032298628
12.3330000000,0.7155432059,0.1976734658,-0.9132162786
12.3330505000,0.7027930314,0.2158485149,-0.9186411536
12.3331176096,0.6854862646,0.2399498312,-0.9254357038
12.3332176096,0.6590283119,0.2756763475,-0.9347042684
12.3333176096,0.6316396070,0.3109742416,-0.9426134586
12.3334176096,0.6033497791,0.3457741247,-0.9491235149
12.3335176096,0.5741555030,0.3801390504,-0.9542941655
12.3336176096,0.5441056629,0.4139781953,-0.9580834712
12.3337176096,0.5132447380,0.4471271123,-0.9603714643
12.3338176096,0.4815705003,0.4796032492,-0.9611733645
12.3339176096,0.4491263520,0.5114296334,-0.9605556014
12.3340000000,0.4218907709,0.5370569077,-0.9589472954
12.3340505000,0.4049464383,0.5523114194,-0.9572574751
12.3341176096,0.3821938839,0.5723664207,-0.9545599226
12.3342176096,0.3478966707,0.6017458166,-0.9496421063
12.3343176096,0.3131251936,0.6302304307,-0.9433552442
12.3344176096,0.2779306428,0.6577537613,-0.9356840251
12.3345176096,0.2422833108,0.6843864319,-0.9266693646
12.3346176096,0.2062573000,0.7100458136,-0.9163027364
12.3347176096,0.1699555581,0.7345631823,-0.9045183643
12.3348176096,0.1333689559,0.7579574879,-0.8913260685
12.3349176096,0.0965183160,0.7802738712,-0.8767918129
12.3350000000,0.0660570866,0.7977608625,-0.8638175757
12.3350505000,0.0474053614,0.8078517088,-0.8552566973
12.3351176096,0.0225463601,0.8209112392,-0.8434572270
12.3352176096,-0.0145561052,0.8396228997,-0.8250664232
12.3353176096,-0.0516063553,0.8571047761,-0.8054980504
12.3354176096,-0.0885391658,0.8733030478,-0.7847635125
12.3355176096,-0.1254062373,0.8882855474,-0.7628789416
12.3356176096,-0.1621191369,0.9019899632,-0.7398704587
12.3357176096,-0.1985315909,0.9142680666,-0.7157361090
12.3358176096,-0.2346582685,0.9251375362,-0.6904789020
12.3359176096,-0.2705039587,0.9346590062,-0.6641546828
12.3360000000,-0.2997173961,0.9414312214,-0.6417134613
12.3360505000,-0.3173372262,0.9448724798,-0.6275348901
12.3361176096,-0.3406516234,0.9490132825,-0.6083612962
12.3362176096,-0.3751098387,0.9543011734,-0.5791909728
12.3363176096,-0.4089966810,0.9582047499,-0.5492077079
12.3364176096,-0.4422424886,0.9606908032,-0.5184479546
12.3365176096,-0.4749133494,0.9618144388,-0.4869007302
12.3366176096,-0.5069194853,0.9615427964,-0.4546229528
12.3367176096,-0.5380927913,0.9597698933,-0.4216767447
12.3368176096,-0.5684513134,0.9565095617,-0.3880578919
12.3369176096,-0.5980247355,0.9518290472,-0.3538039562
12.3370000000,-0.6216973534,0.9468846587,-0.3251869506
12.3370505000,-0.6356958141,0.9431664657,-0.3074702973
12.3371176096,-0.6540391174,0.9377744763,-0.2837350052
12.3372176096,-0.6807885545,0.9288531644,-0.2480642571
12.3373176096,-0.7065310729,0.9185963096,-0.2120648848
12.3374176096,-0.7312028279,0.9069962139,-0.1757930350
12.3375176096,-0.7548745917,0.8940871970,-0.1392122553
12.3376176096,-0.7774684169,0.8798706591,-0.1024018931
12.3377176096,-0.7988190563,0.8642984011,-0.0654789966
12.3378176096,-0.8189452853,0.8473784043,-0.0284327716
12.3379176096,-0.8378973242,0.8291746815,0.0087229891
12.3380000000,-0.8525474505,0.8132327865,0.0393150097
12.3380505000,-0.8608654803,0.8028969128,0.0579689128
12.3381176096,-0.8715394035,0.7887583652,0.0827813830
12.3382176096,-0.8866449551,0.7669297413,0.1197155576
12.3383176096,-0.9004557101,0.7440106177,0.1564454353
12.3384176096,-0.9129230435,0.7200199520,0.1929034335
12.3385176096,-0.9241120355,0.6949662764,0.2291461003
12.3386176096,-0.9339680031,0.6688850297,0.2650833137
12.3387176096,-0.9423528139,0.6417928443,0.3005603090
12.3388176096,-0.9492832299,0.6136907079,0.3355928605
12.3389176096,-0.9548226472,0.5846300362,0.3701929487
12.3390000000,-0.9582921064,0.5600261270,0.3982663164
12.3390505000,-0.9597039716,0.5445870685,0.4151172396
12.3391176096,-0.9611354056,0.5237738890,0.4373618526
12.3392176096,-0.9623703644,0.4922372375,0.4701334620
12.3393176096,-0.9622127167,0.4600155250,0.5021975259
12.3394176096,-0.9606362224,0.4271515851,0.5334849707
12.3395176096,-0.9576907421,0.3936269439,0.5640641307
12.3396176096,-0.9533528717,0.3595058632,0.5938473401
12.3397176096,-0.9475318575,0.3248673341,0.6226648542
12.3398176096,-0.9402400098,0.2897052326,0.6505351072
12.3399176096,-0.9315446170,0.2540508603,0.6774940857
12.3400000000,-0.9233167268,0.2243946950,0.6989223602
12.3400505000,-0.9176106847,0.2061177690,0.7114932437
12.3401176096,-0.9095835928,0.1816839603,0.7278999599
12.3402176096,-0.8967579668,0.1450670767,0.7516912167
12.3403176096,-0.8826464917,0.1082714950,0.7743753225
12.3404176096,-0.8672491849,0.0713576293,0.7958918805
12.3405176096,-0.8505934000,0.0342827388,0.8163109853
12.3406176096,-0.8326904332,-0.0028695349,0.8355602913
12.3407176096,-0.8135102095,-0.0399694657,0.8534799976
12.3408176096,-0.7930588070,-0.0770293721,0.8700885007
12.3409176096,-0.7713975575,-0.1140426378,0.8854405160
12.3410000000,-0.7526741187,-0.1443966479,0.8970710868
12.3410505000,-0.7406841960,-0.1628276911,0.9035122068
12.3411176096,-0.7243722411,-0.1872941843,0.9116667445
12.3412176096,-0.6993619873,-0.2236141064,0.9229764121
12.3413176096,-0.6733616565,-0.2595797814,0.9329417554
12.3414176096,-0.6463975319,-0.2951221005,0.9415199491
12.3415176096,-0.6184704772,-0.3303017838,0.9487725768
12.3416176096,-0.5896248173,-0.3650280920,0.9546532244
12.3417176096,-0.5598955446,-0.3991396282,0.9590354871
12.3418176096,-0.5292816374,-0.4326530883,0.9619350391
12.3419176096,-0.4978294975,-0.4655874988,0.9634173090
12.3420000000,-0.4713552968,-0.4921796800,0.9635352888
12.3420505000,-0.4548394093,-0.5080567562,0.9628964771
12.3421176096,-0.4326343821,-0.5289609435,0.9615956366
12.3422176096,-0.3991070645,-0.5596469996,0.9587543743
12.3423176096,-0.3650311162,-0.5894975804,0.9545290060
12.3424176096,-0.3304552285,-0.6184450519,0.9489005890
12.3425176096,-0.2953536751,-0.6465591971,0.9419131800
12.3426176096,-0.2597972929,-0.6737554997,0.9335530996
12.3427176096,-0.2238809789,-0.6998645972,0.9237458824
12.3428176096,-0.1875967816,-0.7249051117,0.9125021987
12.3429176096,-0.1509693863,-0.7489189176,0.8998886087
12.3430000000,-0.1206298346,-0.7678396115,0.8884697501
12.3430505000,-0.1020120540,-0.7788282384,0.8808405960
12.3431176096,-0.0771731776,-0.7930963599,0.8702698406
12.3432176096,-0.0400501562,-0.8136362153,0.8536866739
12.3433176096,-0.0029008477,-0.8329818369,0.8358829862
12.3434176096,0.0342108061,-0.8510770210,0.8168665157
12.3435176096,0.0713333250,-0.8679903767,0.7966573517
12.3436176096,0.1083797676,-0.8836560145,0.7752765462
12.3437176096,0.1452092858,-0.8979214731,0.7527124859
12.3438176096,0.1818355791,-0.9108045740,0.7289692926
12.3439176096,0.2182592846,-0.9223639002,0.7041049126
12.3440000000,0.2480083938,-0.9308283411,0.6828202436
12.3440505000,0.2659936350,-0.9353109311,0.6693175922
12.3441176096,0.2898181019,-0.9408424822,0.6510246757
12.3442176096,0.3250840798,-0.9482119891,0.6231282040
12.3443176096,0.3598498142,-0.9542037732,0.5943542529
12.3444176096,0.3940455173,-0.9587813391,0.5647361149
12.3445176096,0.4277353686,-0.9620020655,0.5342669894
12.3446176096,0.4608290899,-0.9638283558,0.5029995577
12.3447176096,0.4931605777,-0.9641470276,0.4709867408
12.3448176096,0.5247472609,-0.9629724990,0.4382255284
12.3449176096,0.5556149961,-0.9603714775,0.4047567709
12.3450000000,0.5804019230,-0.9571297280,0.3767280939
12.3450505000,0.5951114693,-0.9544437501,0.3593325693
12.3451176096,0.6144201127,-0.9504207677,0.3360009430
12.3452176096,0.6426458825,-0.9435293055,0.3008837103
12.3453176096,0.6699180660,-0.9352789776,0.2653611981
12.3454176096,0.6961712996,-0.9256583781,0.2294873643
12.3455176096,0.7214759983,-0.9147052533,0.1932295401
12.3456176096,0.7457518018,-0.9024158091,0.1566642917
12.3457176096,0.7688317482,-0.8887327471,0.1199012824
12.3458176096,0.7907344360,-0.8736649833,0.0829308301
12.3459176096,0.8115071454,-0.8572775770,0.0457707138
12.3460000000,0.8276867057,-0.8427991696,0.0151127454
12.3460505000,0.8369571620,-0.8333351100,-0.0036217709
12.3461176096,0.8489100558,-0.8203431773,-0.0285665978
12.3462176096,0.8659438998,-0.8001951273,-0.0657484925
12.3463176096,0.8817106727,-0.7789067712,-0.1028036223
12.3464176096,0.8961590583,-0.7564934830,-0.1396652967
12.3465176096,0.9093553757,-0.7329678594,-0.1763872384
12.3466176096,0.9212409770,-0.7083604548,-0.2128802451
12.3467176096,0.9316725585,-0.6826782493,-0.2489940328
12.3468176096,0.9406671645,-0.6559233684,-0.2847435204
12.3469176096,0.9482865650,-0.6281496950,-0.3201365951
12.3470000000,0.9534762664,-0.6045556912,-0.3489203008
12.3470505000,0.9559422222,-0.5897003205,-0.3662416277
12.3471176096,0.9587786868,-0.5696433768,-0.3891350364
12.3472176096,0.9621110993,-0.5391918099,-0.4229190164
12.3473176096,0.9640489708,-0.5079862032,-0.4560624954
12.3474176096,0.9645625934,-0.4760664604,-0.4884958615
12.3475176096,0.9637044679,-0.4434182046,-0.5202859925
12.3476176096,0.9614462626,-0.4101018406,-0.5513441520
12.3477176096,0.9576893678,-0.3761875800,-0.5815015184
12.3478176096,0.9524467835,-0.3416704668,-0.6107760480
12.3479176096,0.9457857156,-0.3065853200,-0.6392001276
12.3480000000,0.9392166613,-0.2773376119,-0.6618787819
12.3480505000,0.9345118408,-0.2592707989,-0.6752407747
12.3481176096,0.9278098531,-0.2350921444,-0.6927174421
12.3482176096,0.9169433407,-0.1988060249,-0.7181370497
12.3483176096,0.9047596810,-0.1622631735,-0.7424962422
12.3484176096,0.8912551580,-0.1255221610,-0.7657327323
12.3485176096,0.8764607667,-0.0885437725,-0.7879167303
12.3486176096,0.8603826403,-0.0514093833,-0.8089729937
12.3487176096,0.8429813291,-0.0142421038,-0.8287389627
12.3488176096,0.8242638989,0.0229693561,-0.8472329931
12.3489176096,0.8042931443,0.0602143328,-0.8645072159
12.3490000000,0.7869240096,0.0908209769,-0.8777447259
12.3490505000,0.7757357085,0.1094461398,-0.8851815879
12.3491176096,0.7604747347,0.1341957689,-0.8946702437
12.3492176096,0.7369981457,0.1709874388,-0.9079853252
12.3493176096,0.7124754160,0.2075005109,-0.9199756684
12.3494176096,0.6869293810,0.2436663613,-0.9305954843
12.3495176096,0.6603650061,0.2795432651,-0.9399080140
12.3496176096,0.6328219755,0.3150408331,-0.9478625520
12.3497176096,0.6043257718,0.3500011558,-0.9543266717
12.3498176096,0.5748765122,0.3844401842,-0.9593164411
12.3499176096,0.5445233838,0.4183729598,-0.9628960890
12.3500000000,0.5189005638,0.4458415742,-0.9647418839
12.3500505000,0.5028692771,0.4622883938,-0.9651574171
12.3501176096,0.4812871673,0.4839722925,-0.9652592065
12.3502176096,0.4486434336,0.5158631378,-0.9645063187
12.3503176096,0.4153784660,0.5469806869,-0.9623589009
