All calculations,VPHa,VPHb,VPHc
"Time in s","Voltage in p.u.","Voltage in p.u.","Voltage in p.u."
11.0132176096,-1.0280236444,0.7565647340,0.2714589104
11.0133176096,-1.0380488648,0.7272562585,0.3107926063
11.0134176096,-1.0465579311,0.6969179365,0.3496399946
11.0135176096,-1.0536000417,0.6655530766,0.3880469651
11.0136176096,-1.0591269973,0.6332087619,0.4259182354
11.0137176096,-1.0630190454,0.5999261088,0.4630929366
11.0138176096,-1.0652841678,0.5657099646,0.4995742032
11.0139176096,-1.0659810391,0.5306102242,0.5353708149
11.0140000000,-1.0653474059,0.5011001436,0.5642472623
11.0140505000,-1.0641914784,0.4827064081,0.5814850703
11.0141176096,-1.0621549173,0.4579992909,0.6041556263
11.0142176096,-1.0581263048,0.4207283131,0.6373979918
11.0143176096,-1.0525882117,0.3828833657,0.6697048460
11.0144176096,-1.0455267191,0.3445161984,0.7010105207
11.0145176096,-1.0369782461,0.3056093297,0.7313689164
11.0146176096,-1.0269288644,0.2662374280,0.7606914365
11.0147176096,-1.0153111792,0.2264992663,0.7888119129
11.0148176096,-1.0021329621,0.1863969374,0.8157360248
11.0149176096,-0.9874575078,0.1459621312,0.8414953766
11.0150000000,-0.9742518163,0.1124937107,0.8617581056
11.0150505000,-0.9654794613,0.0919616449,0.8735178164
11.0151176096,-0.9533519944,0.0645913925,0.8887606020
11.0152176096,-0.9343773608,0.0237164414,0.9106609194
11.0153176096,-0.9140811159,-0.0171623570,0.9312434729
11.0154176096,-0.8924757285,-0.0579798155,0.9504555440
11.0155176096,-0.8695795435,-0.0987716636,0.9683512071
11.0156176096,-0.8454149289,-0.1394465042,0.9848614330
11.0157176096,-0.8199766467,-0.1798622688,0.9998389155
11.0158176096,-0.7932711286,-0.2200199235,1.0132910522
11.0159176096,-0.7653570862,-0.2599105909,1.0252676772
11.0160000000,-0.7414993841,-0.2924710539,1.0339704380
11.0160505000,-0.7263860656,-0.3121560928,1.0385421584
11.0161176096,-0.7059309789,-0.3382098516,1.0441408305
11.0162176096,-0.6747691655,-0.3767455643,1.0515147298
11.0163176096,-0.6426657741,-0.4147144395,1.0573802136
11.0164176096,-0.6096578482,-0.4520473305,1.0617051787
11.0165176096,-0.5757429914,-0.4887930196,1.0645360110
11.0166176096,-0.5409766157,-0.5248566701,1.0658332858
11.0167176096,-0.5054164017,-0.5600735750,1.0654899767
11.0168176096,-0.4690665061,-0.5944476186,1.0635141246
11.0169176096,-0.4319725210,-0.6279940266,1.0599665476
11.0170000000,-0.4009316734,-0.6549122238,1.0558438973
11.0170505000,-0.3816748419,-0.6708880194,1.0525628613
11.0171176096,-0.3558662710,-0.6918370516,1.0477033226
11.0172176096,-0.3170481569,-0.7224304068,1.0394785637
11.0173176096,-0.2778054058,-0.7519686550,1.0297740608
11.0174176096,-0.2381942497,-0.7803887438,1.0185829936
11.0175176096,-0.1981918997,-0.8077454157,1.0059373154
11.0176176096,-0.1578787550,-0.8339541836,0.9918329386
11.0177176096,-0.1173670281,-0.8588516505,0.9762186785
11.0178176096,-0.0766579966,-0.8824440539,0.9591020505
11.0179176096,-0.0357775043,-0.9047685090,0.9405460133
11.0180000000,-0.0020668284,-0.9221304946,0.9241973230
11.0180505000,0.0185335852,-0.9320741403,0.9135405550
11.0181176096,0.0459430892,-0.9448724211,0.8989293318
11.0182176096,0.0867733707,-0.9630750905,0.8763017198
11.0183176096,0.1274496026,-0.9798877935,0.8524381910
11.0184176096,0.1679045407,-0.9952627404,0.8273581998
11.0185176096,0.2081780531,-1.0092526741,0.8010746210
11.0186176096,0.2481764432,-1.0217957414,0.7736192983
11.0187176096,0.2877492823,-1.0327536134,0.7450043311
11.0188176096,0.3268983574,-1.0421339743,0.7152356170
11.0189176096,0.3656213305,-1.0499904324,0.6843691019
11.0190000000,0.3971002979,-1.0552717165,0.6581714185
11.0190505000,0.4160489893,-1.0577373706,0.6416883813
11.0191176096,0.4410740778,-1.0605239824,0.6194499046
11.0192176096,0.4779797917,-1.0636892261,0.5857094344
11.0193176096,0.5141751654,-1.0653317440,0.5511565786
11.0194176096,0.5495917193,-1.0654259576,0.5158342383
11.0195176096,0.5842806035,-1.0640149416,0.4797343381
11.0196176096,0.6181484476,-1.0610684705,0.4429200228
11.0197176096,0.6510284795,-1.0564933961,0.4054649167
11.0198176096,0.6829252909,-1.0502977324,0.3673724415
11.0199176096,0.7138603899,-1.0425437861,0.3286833962
11.0200000000,0.7385305758,-1.0349764051,0.2964458293
11.0200505000,0.7530723846,-1.0296055217,0.2765331371
11.0201176096,0.7720743815,-1.0219752384,0.2499008569
11.0202176096,0.7996893929,-1.0096427519,0.2099533589
11.0203176096,0.8261410541,-0.9958761850,0.1697351309
11.0204176096,0.8513696078,-0.9806758897,0.1293062819
11.0205176096,0.8754300489,-0.9640690097,0.0886389608
11.0206176096,0.8982429091,-0.9460613419,0.0478184328
11.0207176096,0.9196493211,-0.9266184628,0.0069691417
11.0208176096,0.9396560143,-0.9057475507,-0.0339084636
11.0209176096,0.9583052152,-0.8835105518,-0.0747946634
11.0210000000,0.9725795232,-0.8641947445,-0.1083847786
11.0210505000,0.9806000381,-0.8517682149,-0.1288318232
11.0211176096,0.9908160093,-0.8348304333,-0.1559855760
11.0212176096,1.0051250292,-0.8087932916,-0.1963317376
11.0213176096,1.0179868383,-0.7816192315,-0.2363676068
11.0214176096,1.0293590901,-0.7533344841,-0.2760246059
11.0215176096,1.0392926283,-0.7239463159,-0.3153463124
11.0216176096,1.0477334417,-0.6934957034,-0.3542377382
11.0217176096,1.0545536672,-0.6620119533,-0.3925417138
11.0218176096,1.0597611931,-0.6295003651,-0.4302608280
11.0219176096,1.0634128255,-0.5960135176,-0.4673993079
11.0220000000,1.0652157075,-0.5677577584,-0.4974579491
11.0220505000,1.0655487062,-0.5500823740,-0.5154663322
11.0221176096,1.0654931972,-0.5262998143,-0.5391933829
11.0222176096,1.0644156156,-0.4903437703,-0.5740718453
11.0223176096,1.0618173867,-0.4537132807,-0.6081041060
11.0224176096,1.0576797320,-0.4164566419,-0.6412230901
11.0225176096,1.0520419517,-0.3785601865,-0.6734817652
11.0226176096,1.0448833449,-0.3400941128,-0.7047892321
11.0227176096,1.0361256443,-0.3011471961,-0.7349784482
11.0228176096,1.0257767502,-0.2617220866,-0.7640546636
11.0229176096,1.0138997880,-0.2218543510,-0.7920454370
11.0230000000,1.0029690404,-0.1887670075,-0.8142020329
11.0230505000,0.9955660656,-0.1684127584,-0.8271533072
11.0231176096,0.9852470954,-0.1412433915,-0.8440037039
11.0232176096,0.9689395163,-0.1005964365,-0.8683430798
11.0233176096,0.9512589564,-0.0598355759,-0.8914233806
11.0234176096,0.9322129362,-0.0190241491,-0.9131887870
11.0235176096,0.9118234976,0.0218704575,-0.9336939551
11.0236176096,0.8901062603,0.0627590303,-0.9528652906
11.0237176096,0.8670439328,0.1035062331,-0.9705501659
11.0238176096,0.8426432793,0.1441124502,-0.9867557295
11.0239176096,0.8169645667,0.1845642982,-1.0015288648
11.0240000000,0.7948894669,0.2176723181,-1.0125617850
11.0240505000,0.7808268795,0.2377459174,-1.0185727969
11.0241176096,0.7617447849,0.2643516557,-1.0260964406
11.0242176096,0.7325782700,0.3037794375,-1.0363577075
11.0243176096,0.7023860746,0.3427440196,-1.0451300942
11.0244176096,0.6712009243,0.3811762290,-1.0523771533
11.0245176096,0.6390243988,0.4191228835,-1.0581472824
11.0246176096,0.6059061668,0.4564887265,-1.0623948933
11.0247176096,0.5718924268,0.4931115388,-1.0650039656
11.0248176096,0.5369878236,0.5289946832,-1.0659825068
11.0249176096,0.5012410028,0.5641489061,-1.0653899090
11.0250000000,0.4712312380,0.5924636621,-1.0636949001
11.0250505000,0.4525537196,0.6093378879,-1.0618916075
11.0251176096,0.4274830138,0.6315114923,-1.0589945061
11.0252176096,0.3896983415,0.6639872531,-1.0536855946
11.0253176096,0.3513844258,0.6954900552,-1.0468744810
11.0254176096,0.3125944392,0.7259549502,-1.0385493894
11.0255176096,0.2733092694,0.7554361529,-1.0287454223
11.0256176096,0.2336054126,0.7838462137,-1.0174516263
11.0257176096,0.1935858405,0.8110196173,-1.0046054578
11.0258176096,0.1532524031,0.8369622158,-0.9902146190
11.0259176096,0.1126350523,0.8617073225,-0.9743423747
11.0260000000,0.0790540367,0.8811117917,-0.9601658284
11.0260505000,0.0584772967,0.8923330958,-0.9508103925
11.0261176096,0.0310632591,0.9068504760,-0.9379137351
11.0262176096,-0.0098456786,0.9276521676,-0.9178064890
11.0263176096,-0.0507104673,0.9471126082,-0.8964021410
11.0264176096,-0.0914652186,0.9651805177,-0.8737152991
11.0265176096,-0.1321469578,0.9819096245,-0.8497626667
11.0266176096,-0.1726634833,0.9972330012,-0.8245695179
11.0267176096,-0.2128700231,1.0110059026,-0.7981358796
11.0268176096,-0.2527677907,1.0232358199,-0.7704680291
11.0269176096,-0.2923498835,1.0339737893,-0.7416239058
11.0270000000,-0.3246194467,1.0416464936,-0.7170270469
11.0270505000,-0.3441035346,1.0455832560,-0.7014797214
11.0271176096,-0.3698748807,1.0503335284,-0.6804586477
11.0272176096,-0.4079598889,1.0564364998,-0.6484766109
11.0273176096,-0.4454337717,1.0610249455,-0.6155911738
11.0274176096,-0.4822275055,1.0640687096,-0.5818412040
11.0275176096,-0.5183906447,1.0656132228,-0.5472225781
11.0276176096,-0.5538286887,1.0656218112,-0.5117931226
11.0277176096,-0.5883761147,1.0639915458,-0.4756154312
11.0278176096,-0.6220370234,1.0607304672,-0.4386934438
11.0279176096,-0.6548285648,1.0558999145,-0.4010713497
11.0280000000,-0.6810946320,1.0507251736,-0.3696305417
11.0280505000,-0.6966530500,1.0468049472,-0.3501518972
11.0281176096,-0.7170345083,1.0410973670,-0.3240628587
11.0282176096,-0.7467579616,1.0316141650,-0.2848562033
11.0283176096,-0.7753921681,1.0206633753,-0.2452712072
11.0284176096,-0.8028750053,1.0082403516,-0.2053653463
11.0285176096,-0.8292613516,0.9943756208,-0.1651142692
11.0286176096,-0.8544681481,0.9790680952,-0.1245999471
11.0287176096,-0.8783331885,0.9622716279,-0.0839384393
11.0288176096,-0.9008628641,0.9439936404,-0.0431307763
11.0289176096,-0.9220958838,0.9242968563,-0.0022009725
11.0290000000,-0.9385393014,0.9070270203,0.0315122811
11.0290505000,-0.9479098138,0.8958197718,0.0520900419
11.0291176096,-0.9599378642,0.8804841765,0.0794536877
11.0292176096,-0.9769778884,0.8567935934,0.1201842949
11.0293176096,-0.9926089202,0.8318957506,0.1607131695
11.0294176096,-1.0067847705,0.8058121865,0.2009725840
11.0295176096,-1.0195576626,0.7785540866,0.2410035760
11.0296176096,-1.0308680558,0.7501561077,0.2807119482
11.0297176096,-1.0405806455,0.7206355945,0.3199450510
11.0298176096,-1.0487031847,0.6899982703,0.3587049143
11.0299176096,-1.0552903130,0.6582991226,0.3969911904
11.0300000000,-1.0595201351,0.6314451909,0.4280749442
11.0300505000,-1.0613402242,0.6145804342,0.4467597899
11.0301176096,-1.0632659283,0.5918465939,0.4714193343
11.0302176096,-1.0651448141,0.5573932051,0.5077516090
11.0303176096,-1.0654998294,0.5221684232,0.5433314062
11.0304176096,-1.0643074349,0.4862168401,0.5780905948
11.0305176096,-1.0616096055,0.4495286728,0.6120809327
11.0306176096,-1.0573789762,0.4121692834,0.6452096928
11.0307176096,-1.0515268175,0.3742169870,0.6773098305
11.0308176096,-1.0440611168,0.3356749771,0.7083861397
11.0309176096,-1.0350445006,0.2965825109,0.7384619898
11.0310000000,-1.0264456423,0.2640490396,0.7623966027
11.0310505000,-1.0204506263,0.2439789090,0.7764717172
11.0311176096,-1.0119939330,0.2171523238,0.7948416091
11.0312176096,-0.9984384122,0.1769456539,0.8214927582
11.0313176096,-0.9834657156,0.1365156217,0.8469500939
11.0314176096,-0.9670783762,0.0959233885,0.8711549877
11.0315176096,-0.9493020173,0.0551396260,0.8941623914
11.0316176096,-0.9301454289,0.0142508982,0.9158945306
11.0317176096,-0.9095793576,-0.0266148967,0.9361942542
11.0318176096,-0.8876108646,-0.0674575595,0.9550684241
11.0319176096,-0.8643014571,-0.1082592716,0.9725607288
11.0320000000,-0.8441241430,-0.1417418902,0.9858660332
11.0320505000,-0.8311856679,-0.1620991807,0.9932848486
11.0321176096,-0.8135761426,-0.1891179013,1.0026940439
11.0322176096,-0.7865571331,-0.2292317641,1.0157888973
11.0323176096,-0.7584337027,-0.2689884779,1.0274221806
11.0324176096,-0.7292340885,-0.3083192048,1.0375532933
11.0325176096,-0.6989638374,-0.3472685541,1.0462323915
11.0326176096,-0.6676666160,-0.3857413463,1.0534079623
11.0327176096,-0.6353769008,-0.4235786972,1.0589555981
11.0328176096,-0.6020997997,-0.4607834306,1.0628832304
11.0329176096,-0.5678867574,-0.4973617574,1.0652485147
11.0330000000,-0.5390647454,-0.5269250968,1.0659898422
11.0330505000,-0.5210640528,-0.5446095630,1.0656736157
11.0331176096,-0.4968621049,-0.5678918508,1.0647539556
11.0332176096,-0.4603081505,-0.6020802798,1.0623884304
11.0333176096,-0.4231231169,-0.6353829754,1.0585060924
11.0334176096,-0.3853568397,-0.6677334324,1.0530902721
11.0335176096,-0.3469939824,-0.6991850545,1.0461790369
11.0336176096,-0.3081067392,-0.7296478863,1.0377546255
11.0337176096,-0.2687883039,-0.7589551591,1.0277434629
11.0338176096,-0.2290410887,-0.7871123090,1.0161533977
11.0339176096,-0.1888989964,-0.8141486730,1.0030476694
11.0340000000,-0.1556230177,-0.8354941491,0.9911171668
11.0340505000,-0.1351774165,-0.8479344230,0.9831118396
11.0341176096,-0.1079020216,-0.8640949707,0.9719969924
11.0342176096,-0.0671280883,-0.8873868743,0.9545149626
11.0343176096,-0.0262881797,-0.9093932445,0.9356814242
11.0344176096,0.0145535162,-0.9300595790,0.9155060628
11.0345176096,0.0554309886,-0.9494403111,0.8940093225
11.0346176096,0.0962540125,-0.9674637887,0.8712097762
11.0347176096,0.1368842278,-0.9839796070,0.8470953793
11.0348176096,0.1773222682,-0.9989950246,0.8216727564
11.0349176096,0.2175567031,-1.0125582394,0.7950015362
11.0350000000,0.2504482800,-1.0225821383,0.7721338583
11.0350505000,0.2703659724,-1.0279693543,0.7576033819
11.0351176096,0.2967489348,-1.0346583520,0.7379094173
11.0352176096,0.3358142594,-1.0436669885,0.7078527291
11.0353176096,0.3743708589,-1.0511772082,0.6768063494
11.0354176096,0.4123495261,-1.0571544362,0.6448049102
11.0355176096,0.4497979612,-1.0616462211,0.6118482599
11.0356176096,0.4866210275,-1.0646096329,0.5779886054
11.0357176096,0.5226553160,-1.0659325000,0.5432771840
11.0358176096,0.5579044144,-1.0656228478,0.5077184334
11.0359176096,0.5923810252,-1.0637407269,0.4713597017
11.0360000000,0.6201056968,-1.0609854963,0.4408797995
11.0360505000,0.6365994052,-1.0585363064,0.4219369012
11.0361176096,0.6582537945,-1.0547811123,0.3965273178
11.0362176096,0.6899303245,-1.0481965355,0.3582662109
11.0363176096,0.7205973957,-1.0401185305,0.3195211349
11.0364176096,0.7501908443,-1.0305374773,0.2803466329
11.0365176096,0.7787651458,-1.0194871261,0.2407219803
11.0366176096,0.8062340844,-1.0069595108,0.2007254265
11.0367176096,0.8324329623,-0.9928970030,0.1604640407
11.0368176096,0.8573677997,-0.9773072282,0.1199394285
11.0369176096,0.8810735857,-0.9602533588,0.0791797731
11.0370000000,0.8996001003,-0.9451195512,0.0455194509
11.0370505000,0.9102715873,-0.9351900334,0.0249184462
11.0371176096,0.9240487857,-0.9215366086,-0.0025121771
11.0372176096,0.9437306492,-0.9003161521,-0.0434144971
11.0373176096,0.9620490947,-0.8778244036,-0.0842246910
11.0374176096,0.9789543319,-0.8540780966,-0.1248762353
11.0375176096,0.9944996904,-0.8290922759,-0.1654074145
11.0376176096,1.0086204117,-0.8028950979,-0.2057253138
11.0377176096,1.0211744566,-0.7754918566,-0.2456825999
11.0378176096,1.0321694023,-0.7468886695,-0.2852807328
11.0379176096,1.0416574376,-0.7171426455,-0.3245147921
11.0380000000,1.0482919542,-0.6918306876,-0.3564612666
11.0380505000,1.0515895334,-0.6758645781,-0.3757249554
11.0381176096,1.0554862671,-0.6542981106,-0.4011881565
11.0382176096,1.0603116183,-0.6215272021,-0.4387844162
11.0383176096,1.0636178343,-0.5878919875,-0.4757258467
11.0384176096,1.0653767377,-0.5534331211,-0.5119436165
11.0385176096,1.0656327586,-0.5181447553,-0.5474880032
11.0386176096,1.0643520114,-0.4820870748,-0.5822649366
11.0387176096,1.0614357683,-0.4453275263,-0.6161082420
11.0388176096,1.0568920619,-0.4078698295,-0.6490222325
11.0389176096,1.0507826923,-0.3697567262,-0.6810259661
11.0390000000,1.0445604767,-0.3379469832,-0.7066134935
11.0390505000,1.0400046350,-0.3182657600,-0.7217388750
11.0391176096,1.0334542600,-0.2919220239,-0.7415322361
11.0392176096,1.0227214073,-0.2523655710,-0.7703558362
11.0393176096,1.0105345870,-0.2124774721,-0.7980571149
11.0394176096,0.9968913320,-0.1723163912,-0.8245749409
11.0395176096,0.9818207127,-0.1318564383,-0.8499642743
11.0396176096,0.9653246438,-0.0911810762,-0.8741435676
11.0397176096,0.9473620643,-0.0504100974,-0.8969519669
11.0398176096,0.9279402945,-0.0095442833,-0.9183960112
11.0399176096,0.9071217599,0.0313942059,-0.9385159658
11.0400000000,0.8889474731,0.0650765550,-0.9540240282
11.0400505000,0.8772006014,0.0856112142,-0.9628118156
11.0401176096,0.8611555053,0.1129018013,-0.9740573066
11.0402176096,0.8364249527,0.1534922305,-0.9899171832
11.0403176096,0.8105170109,0.1938334201,-1.0043504310
11.0404176096,0.7834552818,0.2338572266,-1.0173125084
11.0405176096,0.7552492495,0.2736058177,-1.0288550672
11.0406176096,0.7259363507,0.3129845887,-1.0389209395
11.0407176096,0.6955391612,0.3518388193,-1.0473779806
11.0408176096,0.6640632251,0.3901707798,-1.0542340048
11.0409176096,0.6315625168,0.4279821135,-1.0595446302
11.0410000000,0.6040786845,0.4586395822,-1.0627182668
11.0410505000,0.5868487706,0.4770418919,-1.0638906625
11.0411176096,0.5636419025,0.5013112165,-1.0649531190
11.0412176096,0.5285094638,0.5370336789,-1.0655431427
11.0413176096,0.4926474112,0.5719622531,-1.0646096643
11.0414176096,0.4561019837,0.6060292242,-1.0621312079
11.0415176096,0.4188617004,0.6392869062,-1.0581486066
11.0416176096,0.3809940766,0.6716433080,-1.0526373846
11.0417176096,0.3425820424,0.7029312783,-1.0455133206
11.0418176096,0.3036285596,0.7331558089,-1.0367843685
11.0419176096,0.2641713038,0.7623421082,-1.0265134120
11.0420000000,0.2313740977,0.7855170081,-1.0168911059
11.0420505000,0.2111663867,0.7991112154,-1.0102776021
11.0421176096,0.1841720479,0.8168304411,-1.0010024890
11.0422176096,0.1437460168,0.8424907754,-0.9862367923
11.0423176096,0.1031442376,0.8669280032,-0.9700722407
11.0424176096,0.0624288629,0.8900846840,-0.9525135469
