All calculations,WEC
"Time in s","Power-Phasor, Active Power in MW"
11.0370505000,0.0079909812
11.0371176096,0.0079381804
11.0372176096,0.0078520319
11.0373176096,0.0077547233
11.0374176096,0.0076462415
11.0375176096,0.0075268064
11.0376176096,0.0073964412
11.0377176096,0.0072548438
11.0378176096,0.0071020702
11.0379176096,0.0069386004
11.0380000000,0.0067961024
11.0380505000,0.0079909812
11.0381176096,0.0079381803
11.0382176096,0.0078520318
11.0383176096,0.0077547231
11.0384176096,0.0076462413
11.0385176096,0.0075268061
11.0386176096,0.0073964408
11.0387176096,0.0072548433
11.0388176096,0.0071020696
11.0389176096,0.0069385998
11.0390000000,0.0067961017
11.0390505000,0.0079909811
11.0391176096,0.0079381802
11.0392176096,0.0078520316
11.0393176096,0.0077547229
11.0394176096,0.0076462410
11.0395176096,0.0075268058
11.0396176096,0.0073964404
11.0397176096,0.0072548428
11.0398176096,0.0071020691
11.0399176096,0.0069385992
11.0400000000,0.0067961010
11.0400505000,0.0079909810
11.0401176096,0.0079381801
11.0402176096,0.0078520315
11.0403176096,0.0077547227
11.0404176096,0.0076462407
11.0405176096,0.0075268055
11.0406176096,0.0073964400
11.0407176096,0.0072548424
11.0408176096,0.0071020685
11.0409176096,0.0069385985
11.0410000000,0.0067961002
11.0410505000,0.0079909809
11.0411176096,0.0079381800
11.0412176096,0.0078520313
11.0413176096,0.0077547225
11.0414176096,0.0076462405
11.0415176096,0.0075268051
11.0416176096,0.0073964396
11.0417176096,0.0072548419
11.0418176096,0.0071020680
11.0419176096,0.0069385979
11.0420000000,0.0067960995
11.0420505000,0.0079909809
11.0421176096,0.0079381799
11.0422176096,0.0078520312
11.0423176096,0.0077547223
11.0424176096,0.0076462402
11.0425176096,0.0075268048
11.0426176096,0.0073964392
11.0427176096,0.0072548414
11.0428176096,0.0071020674
11.0429176096,0.0069385972
11.0430000000,0.0067960988
11.0430505000,0.0079909808
11.0431176096,0.0079381798
11.0432176096,0.0078520311
11.0433176096,0.0077547221
11.0434176096,0.0076462400
11.0435176096,0.0075268045
11.0436176096,0.0073964389
11.0437176096,0.0072548410
11.0438176096,0.0071020669
11.0439176096,0.0069385966
11.0440000000,0.0067960981
11.0440505000,0.0079909807
11.0441176096,0.0079381797
11.0442176096,0.0078520309
11.0443176096,0.0077547219
11.0444176096,0.0076462397
11.0445176096,0.0075268042
11.0446176096,0.0073964385
11.0447176096,0.0072548405
11.0448176096,0.0071020663
11.0449176096,0.0069385960
11.0450000000,0.0067960974
11.0450505000,0.0079909807
11.0451176096,0.0079381796
11.0452176096,0.0078520308
11.0453176096,0.0077547217
11.0454176096,0.0076462395
11.0455176096,0.0075268039
11.0456176096,0.0073964381
11.0457176096,0.0072548400
11.0458176096,0.0071020658
11.0459176096,0.0069385953
11.0460000000,0.0067960967
11.0460505000,0.0079909806
11.0461176096,0.0079381795
11.0462176096,0.0078520306
11.0463176096,0.0077547215
11.0464176096,0.0076462392
11.0465176096,0.0075268035
11.0466176096,0.0073964377
11.0467176096,0.0072548395
11.0468176096,0.0071020652
11.0469176096,0.0069385947
11.0470000000,0.0067960959
11.0470505000,0.0079909805
11.0471176096,0.0079381794
11.0472176096,0.0078520305
11.0473176096,0.0077547213
11.0474176096,0.0076462389
11.0475176096,0.0075268032
11.0476176096,0.0073964373
11.0477176096,0.0072548391
11.0478176096,0.0071020647
11.0479176096,0.0069385940
11.0480000000,0.0067960952
11.0480505000,0.0079909805
11.0481176096,0.0079381793
11.0482176096,0.0078520303
11.0483176096,0.0077547211
11.0484176096,0.0076462387
11.0485176096,0.0075268029
11.0486176096,0.0073964369
11.0487176096,0.0072548386
11.0488176096,0.0071020641
11.0489176096,0.0069385934
11.0490000000,0.0067960945
11.0490505000,0.0079909804
11.0491176096,0.0079381792
11.0492176096,0.0078520302
11.0493176096,0.0077547209
11.0494176096,0.0076462385
11.0495176096,0.0075268026
11.0496176096,0.0073964365
11.0497176096,0.0072548382
11.0498176096,0.0071020636
11.0499176096,0.0069385928
11.0500000000,0.0067960938
11.0500505000,0.0079909803
11.0501176096,0.0079381791
11.0502176096,0.0078520301
11.0503176096,0.0077547207
11.0504176096,0.0076462382
11.0505176096,0.0075268023
11.0506176096,0.0073964361
11.0507176096,0.0072548377
11.0508176096,0.0071020630
11.0509176096,0.0069385921
11.0510000000,0.0067960931
11.0510505000,0.0079909802
11.0511176096,0.0079381790
11.0512176096,0.0078520299
11.0513176096,0.0077547205
11.0514176096,0.0076462379
11.0515176096,0.0075268019
11.0516176096,0.0073964357
11.0517176096,0.0072548372
11.0518176096,0.0071020625
11.0519176096,0.0069385915
11.0520000000,0.0067960924
11.0520505000,0.0079909802
11.0521176096,0.0079381789
11.0522176096,0.0078520298
11.0523176096,0.0077547203
11.0524176096,0.0076462377
11.0525176096,0.0075268016
11.0526176096,0.0073964353
11.0527176096,0.0072548367
11.0528176096,0.0071020619
11.0529176096,0.0069385908
11.0530000000,0.0067960916
11.0530505000,0.0079909801
11.0531176096,0.0079381788
11.0532176096,0.0078520296
11.0533176096,0.0077547201
11.0534176096,0.0076462374
11.0535176096,0.0075268013
11.0536176096,0.0073964350
11.0537176096,0.0072548363
11.0538176096,0.0071020614
11.0539176096,0.0069385902
11.0540000000,0.0067960909
11.0540505000,0.0079909800
11.0541176096,0.0079381787
11.0542176096,0.0078520295
11.0543176096,0.0077547200
11.0544176096,0.0076462372
11.0545176096,0.0075268010
11.0546176096,0.0073964346
11.0547176096,0.0072548358
11.0548176096,0.0071020609
11.0549176096,0.0069385896
11.0550000000,0.0067960902
11.0550505000,0.0079909800
11.0551176096,0.0079381787
11.0552176096,0.0078520294
11.0553176096,0.0077547198
11.0554176096,0.0076462369
11.0555176096,0.0075268007
11.0556176096,0.0073964342
11.0557176096,0.0072548354
11.0558176096,0.0071020603
11.0559176096,0.0069385890
11.0560000000,0.0067960895
11.0560505000,0.0079909799
11.0561176096,0.0079381785
11.0562176096,0.0078520292
11.0563176096,0.0077547195
11.0564176096,0.0076462367
11.0565176096,0.0075268004
11.0566176096,0.0073964338
11.0567176096,0.0072548349
11.0568176096,0.0071020597
11.0569176096,0.0069385883
11.0570000000,0.0067960888
11.0570505000,0.0079909798
11.0571176096,0.0079381784
11.0572176096,0.0078520291
11.0573176096,0.0077547193
11.0574176096,0.0076462364
11.0575176096,0.0075268000
11.0576176096,0.0073964334
11.0577176096,0.0072548344
11.0578176096,0.0071020592
11.0579176096,0.0069385877
11.0580000000,0.0067960881
11.0580505000,0.0079909798
11.0581176096,0.0079381784
11.0582176096,0.0078520289
11.0583176096,0.0077547192
11.0584176096,0.0076462362
11.0585176096,0.0075267997
11.0586176096,0.0073964330
11.0587176096,0.0072548340
11.0588176096,0.0071020586
11.0589176096,0.0069385870
11.0590000000,0.0067960874
11.0590505000,0.0079909797
11.0591176096,0.0079381783
11.0592176096,0.0078520288
11.0593176096,0.0077547190
11.0594176096,0.0076462359
11.0595176096,0.0075267994
11.0596176096,0.0073964327
11.0597176096,0.0072548335
11.0598176096,0.0071020581
11.0599176096,0.0069385864
11.0600000000,0.0067960867
11.0600505000,0.0079909796
11.0601176096,0.0079381782
11.0602176096,0.0078520286
11.0603176096,0.0077547188
11.0604176096,0.0076462357
11.0605176096,0.0075267991
11.0606176096,0.0073964323
11.0607176096,0.0072548330
11.0608176096,0.0071020576
11.0609176096,0.0069385858
11.0610000000,0.0067960860
11.0610505000,0.0079909796
11.0611176096,0.0079381781
11.0612176096,0.0078520285
11.0613176096,0.0077547186
11.0614176096,0.0076462354
11.0615176096,0.0075267988
11.0616176096,0.0073964319
11.0617176096,0.0072548326
11.0618176096,0.0071020570
11.0619176096,0.0069385851
11.0620000000,0.0067960852
11.0620505000,0.0079909795
11.0621176096,0.0079381780
11.0622176096,0.0078520283
11.0623176096,0.0077547184
11.0624176096,0.0076462351
11.0625176096,0.0075267985
11.0626176096,0.0073964315
11.0627176096,0.0072548321
11.0628176096,0.0071020565
11.0629176096,0.0069385845
11.0630000000,0.0067960845
11.0630505000,0.0079909794
11.0631176096,0.0079381779
11.0632176096,0.0078520282
11.0633176096,0.0077547182
11.0634176096,0.0076462349
11.0635176096,0.0075267982
11.0636176096,0.0073964311
11.0637176096,0.0072548316
11.0638176096,0.0071020559
11.0639176096,0.0069385839
11.0640000000,0.0067960838
11.0640505000,0.0079909793
11.0641176096,0.0079381778
11.0642176096,0.0078520281
11.0643176096,0.0077547180
11.0644176096,0.0076462347
11.0645176096,0.0075267979
11.0646176096,0.0073964307
11.0647176096,0.0072548312
11.0648176096,0.0071020554
11.0649176096,0.0069385833
11.0650000000,0.0067960831
11.0650505000,0.0079909793
11.0651176096,0.0079381777
11.0652176096,0.0078520279
11.0653176096,0.0077547178
11.0654176096,0.0076462344
11.0655176096,0.0075267975
11.0656176096,0.0073964303
11.0657176096,0.0072548307
11.0658176096,0.0071020549
11.0659176096,0.0069385826
11.0660000000,0.0067960824
11.0660505000,0.0079909792
11.0661176096,0.0079381776
11.0662176096,0.0078520278
11.0663176096,0.0077547176
11.0664176096,0.0076462342
11.0665176096,0.0075267972
11.0666176096,0.0073964299
11.0667176096,0.0072548303
11.0668176096,0.0071020543
11.0669176096,0.0069385820
11.0670000000,0.0067960817
11.0670505000,0.0079909791
11.0671176096,0.0079381775
11.0672176096,0.0078520276
11.0673176096,0.0077547174
11.0674176096,0.0076462339
11.0675176096,0.0075267969
11.0676176096,0.0073964295
11.0677176096,0.0072548298
11.0678176096,0.0071020537
11.0679176096,0.0069385814
11.0680000000,0.0067960810
11.0680505000,0.0079909791
11.0681176096,0.0079381774
11.0682176096,0.0078520275
11.0683176096,0.0077547172
11.0684176096,0.0076462336
11.0685176096,0.0075267966
11.0686176096,0.0073964292
11.0687176096,0.0072548293
11.0688176096,0.0071020532
11.0689176096,0.0069385807
11.0690000000,0.0067960803
11.0690505000,0.0079909790
11.0691176096,0.0079381773
11.0692176096,0.0078520274
11.0693176096,0.0077547170
11.0694176096,0.0076462334
11.0695176096,0.0075267963
11.0696176096,0.0073964288
11.0697176096,0.0072548289
11.0698176096,0.0071020527
11.0699176096,0.0069385801
11.0700000000,0.0067960796
11.0700505000,0.0079909789
11.0701176096,0.0079381772
11.0702176096,0.0078520272
11.0703176096,0.0077547168
11.0704176096,0.0076462332
11.0705176096,0.0075267960
11.0706176096,0.0073964284
11.0707176096,0.0072548284
11.0708176096,0.0071020521
11.0709176096,0.0069385795
11.0710000000,0.0067960789
11.0710505000,0.0079909789
11.0711176096,0.0079381771
11.0712176096,0.0078520271
11.0713176096,0.0077547166
11.0714176096,0.0076462329
11.0715176096,0.0075267956
11.0716176096,0.0073964280
11.0717176096,0.0072548280
11.0718176096,0.0071020516
11.0719176096,0.0069385789
11.0720000000,0.0067960782
11.0720505000,0.0079909788
11.0721176096,0.0079381770
11.0722176096,0.0078520269
11.0723176096,0.0077547165
11.0724176096,0.0076462326
11.0725176096,0.0075267953
11.0726176096,0.0073964276
11.0727176096,0.0072548275
11.0728176096,0.0071020510
11.0729176096,0.0069385782
11.0730000000,0.0067960775
11.0730505000,0.0079909787
11.0731176096,0.0079381769
11.0732176096,0.0078520268
11.0733176096,0.0077547162
11.0734176096,0.0076462324
11.0735176096,0.0075267950
11.0736176096,0.0073964272
11.0737176096,0.0072548270
11.0738176096,0.0071020505
11.0739176096,0.0069385776
11.0740000000,0.0067960768
11.0740505000,0.0079909787
11.0741176096,0.0079381768
11.0742176096,0.0078520267
11.0743176096,0.0077547161
11.0744176096,0.0076462321
11.0745176096,0.0075267947
11.0746176096,0.0073964269
11.0747176096,0.0072548266
11.0748176096,0.0071020500
11.0749176096,0.0069385770
11.0750000000,0.0067960761
11.0750505000,0.0079909786
11.0751176096,0.0079381767
11.0752176096,0.0078520265
11.0753176096,0.0077547159
11.0754176096,0.0076462319
11.0755176096,0.0075267944
11.0756176096,0.0073964265
11.0757176096,0.0072548261
11.0758176096,0.0071020494
11.0759176096,0.0069385763
11.0760000000,0.0067960754
11.0760505000,0.0079909785
11.0761176096,0.0079381766
11.0762176096,0.0078520264
11.0763176096,0.0077547157
11.0764176096,0.0076462317
11.0765176096,0.0075267941
11.0766176096,0.0073964261
11.0767176096,0.0072548257
11.0768176096,0.0071020489
11.0769176096,0.0069385757
11.0770000000,0.0067960746
11.0770505000,0.0079909785
11.0771176096,0.0079381765
11.0772176096,0.0078520262
11.0773176096,0.0077547155
11.0774176096,0.0076462314
11.0775176096,0.0075267938
11.0776176096,0.0073964257
11.0777176096,0.0072548252
11.0778176096,0.0071020483
11.0779176096,0.0069385751
11.0780000000,0.0067960739
11.0780505000,0.0079909784
11.0781176096,0.0079381764
11.0782176096,0.0078520261
11.0783176096,0.0077547153
11.0784176096,0.0076462311
11.0785176096,0.0075267934
11.0786176096,0.0073964253
11.0787176096,0.0072548247
11.0788176096,0.0071020478
11.0789176096,0.0069385744
11.0790000000,0.0067960732
11.0790505000,0.0079909783
11.0791176096,0.0079381763
11.0792176096,0.0078520260
11.0793176096,0.0077547151
11.0794176096,0.0076462309
11.0795176096,0.0075267931
11.0796176096,0.0073964249
11.0797176096,0.0072548243
11.0798176096,0.0071020473
11.0799176096,0.0069385738
11.0800000000,0.0067960725
11.0800505000,0.0079909783
11.0801176096,0.0079381763
11.0802176096,0.0078520258
11.0803176096,0.0077547149
11.0804176096,0.0076462306
11.0805176096,0.0075267928
11.0806176096,0.0073964246
11.0807176096,0.0072548238
11.0808176096,0.0071020467
11.0809176096,0.0069385732
11.0810000000,0.0067960718
11.0810505000,0.0079909782
11.0811176096,0.0079381762
11.0812176096,0.0078520257
11.0813176096,0.0077547147
11.0814176096,0.0076462304
11.0815176096,0.0075267925
11.0816176096,0.0073964242
11.0817176096,0.0072548234
11.0818176096,0.0071020462
11.0819176096,0.0069385726
11.0820000000,0.0067960711
11.0820505000,0.0079909781
11.0821176096,0.0079381761
11.0822176096,0.0078520255
11.0823176096,0.0077547145
11.0824176096,0.0076462302
11.0825176096,0.0075267922
11.0826176096,0.0073964238
11.0827176096,0.0072548229
11.0828176096,0.0071020457
11.0829176096,0.0069385719
11.0830000000,0.0067960704
11.0830505000,0.0079909781
11.0831176096,0.0079381760
11.0832176096,0.0078520254
11.0833176096,0.0077547143
11.0834176096,0.0076462299
11.0835176096,0.0075267919
11.0836176096,0.0073964234
11.0837176096,0.0072548225
11.0838176096,0.0071020451
11.0839176096,0.0069385713
11.0840000000,0.0067960697
11.0840505000,0.0079909780
11.0841176096,0.0079381759
11.0842176096,0.0078520253
11.0843176096,0.0077547141
11.0844176096,0.0076462296
11.0845176096,0.0075267916
11.0846176096,0.0073964230
11.0847176096,0.0072548220
11.0848176096,0.0071020446
11.0849176096,0.0069385707
11.0850000000,0.0067960690
11.0850505000,0.0079909779
11.0851176096,0.0079381758
11.0852176096,0.0078520251
11.0853176096,0.0077547140
11.0854176096,0.0076462294
11.0855176096,0.0075267913
11.0856176096,0.0073964226
11.0857176096,0.0072548215
11.0858176096,0.0071020440
11.0859176096,0.0069385701
11.0860000000,0.0067960683
11.0860505000,0.0079909779
11.0861176096,0.0079381757
11.0862176096,0.0078520250
11.0863176096,0.0077547138
11.0864176096,0.0076462292
11.0865176096,0.0075267909
11.0866176096,0.0073964223
11.0867176096,0.0072548211
11.0868176096,0.0071020435
11.0869176096,0.0069385694
11.0870000000,0.0067960676
11.0870505000,0.0079909778
11.0871176096,0.0079381756
11.0872176096,0.0078520248
11.0873176096,0.0077547136
11.0874176096,0.0076462289
11.0875176096,0.0075267906
11.0876176096,0.0073964219
11.0877176096,0.0072548206
11.0878176096,0.0071020430
11.0879176096,0.0069385688
11.0880000000,0.0067960669
11.0880505000,0.0079909777
11.0881176096,0.0079381755
11.0882176096,0.0078520247
11.0883176096,0.0077547134
11.0884176096,0.0076462287
11.0885176096,0.0075267903
11.0886176096,0.0073964215
11.0887176096,0.0072548202
11.0888176096,0.0071020424
11.0889176096,0.0069385682
11.0890000000,0.0067960662
11.0890505000,0.0079909777
11.0891176096,0.0079381754
11.0892176096,0.0078520246
11.0893176096,0.0077547132
11.0894176096,0.0076462284
11.0895176096,0.0075267900
11.0896176096,0.0073964211
11.0897176096,0.0072548197
11.0898176096,0.0071020419
11.0899176096,0.0069385676
11.0900000000,0.0067960655
11.0900505000,0.0079909776
11.0901176096,0.0079381753
