time,p,q,v_a,v_b,v_c,i_a,i_b,i_c,p_kw,q_kw
12.925,0.0068,0.0047,-0.8951,0.2361,0.659,-0.054692955627,0.024946108826,0.0297468468,6.8,4.7
12.926,0.0068,0.0047,-0.7366,-0.1205,0.8571,-0.049578638968,0.004668693204,0.044909945764,6.8,4.7
12.927,0.0068,0.0047,-0.4687,-0.4595,0.9281,-0.037112361477,-0.016293399101,0.053405760578,6.8,4.7
12.928,0.0068,0.0047,-0.1312,-0.7303,0.8615,-0.019146005674,-0.034830564325,0.053976569999,6.8,4.7
12.929,0.0068,0.0047,0.226,-0.8929,0.667,0.001653339893,-0.04819400111,0.046540661217,6.8,4.7
12.93,0.0068,0.0047,0.5497,-0.9231,0.3734,0.022199285267,-0.054403352096,0.032204066829,6.8,4.7
12.931,0.0068,0.0047,0.792,-0.8163,0.0243,0.039444133341,-0.052540232023,0.013096098682,6.8,4.7
12.932,0.0068,0.0047,0.9169,-0.5883,-0.3286,0.050831000782,-0.04288411776,-0.007946883022,6.8,4.7
12.933,0.0068,0.0047,0.9058,-0.2729,-0.6328,0.054672980981,-0.026870474325,-0.027802506656,6.8,4.7
12.934,0.0068,0.0047,0.7602,0.0831,-0.8433,0.050403104112,-0.006877377626,-0.043525726486,6.8,4.7
12.935,0.0068,0.0047,0.5017,0.4269,-0.9287,0.038658039784,0.014127649033,-0.052785688817,6.8,4.7
12.936,0.0068,0.0047,0.1687,0.7076,-0.8763,0.021183178703,0.03302812706,-0.054211305762,6.8,4.7
12.937,0.0068,0.0047,-0.1895,0.8833,-0.6938,0.000573248712,0.047021042409,-0.047594291122,6.8,4.7
12.938,0.0068,0.0047,-0.5197,0.9281,-0.4083,-0.020112976022,0.054032568116,-0.033919592094,6.8,4.7
12.939,0.0068,0.0047,-0.773,0.8351,-0.0621,-0.037806648828,0.053025429055,-0.015218780227,6.8,4.7
12.94,0.0068,0.0047,-0.9116,0.6181,0.2935,-0.049884126201,0.044152361674,0.005731764527,6.8,4.7
12.941,0.0068,0.0047,-0.915,0.3093,0.6057,-0.054556009538,0.028732974414,0.025823035124,6.8,4.7
12.942,0.0068,0.0047,-0.7826,-0.0455,0.8281,-0.051132273509,0.009057517488,0.042074756021,6.8,4.7
12.943,0.0068,0.0047,-0.534,-0.3937,0.9278,-0.04012420514,-0.011953261539,0.052077466679,6.8,4.7
12.944,0.0068,0.0047,-0.206,-0.6837,0.8897,-0.023168092164,-0.031181669796,0.05434976196,6.8,4.7
12.945,0.0068,0.0047,0.1527,-0.8723,0.7196,-0.00278204086,-0.045775685609,0.048557726468,6.8,4.7
12.946,0.0068,0.0047,0.4889,-0.9315,0.4426,0.01800795284,-0.053572004312,0.035564051472,6.8,4.7
12.947,0.0068,0.0047,0.7527,-0.8525,0.0998,0.036117165789,-0.053416756949,0.01729959116,6.8,4.7
12.948,0.0068,0.0047,0.9049,-0.6469,-0.258,0.048859872942,-0.04533633913,-0.003523533812,6.8,4.7
12.949,0.0068,0.0047,0.9228,-0.3452,-0.5776,0.054347707199,-0.030533041935,-0.023814665264,6.8,4.7
12.95,0.0068,0.0047,0.8038,0.0079,-0.8117,0.051769551398,-0.01120618718,-0.040563364217,6.8,4.7
12.951,0.0068,0.0047,0.5654,0.36,-0.9254,0.041511461166,0.009774628302,-0.051286089467,6.8,4.7
12.952,0.0068,0.0047,0.243,0.6588,-0.9018,0.025098877684,0.029295626099,-0.054394503783,6.8,4.7
12.953,0.0068,0.0047,-0.1157,0.86,-0.7443,0.0049697833,0.044460993119,-0.049430776419,6.8,4.7
12.954,0.0068,0.0047,-0.4573,0.9336,-0.4762,-0.015887455979,0.053022479441,-0.037135023462,6.8,4.7
12.955,0.0068,0.0047,-0.7312,0.8686,-0.1374,-0.034377754068,0.053712712372,-0.019334958303,6.8,4.7
12.956,0.0068,0.0047,-0.8968,0.6747,0.2221,-0.047758601321,0.04643281491,0.001325786412,6.8,4.7
12.957,0.0068,0.0047,-0.9292,0.3805,0.5487,-0.054046839545,0.03226656302,0.021780276525,6.8,4.7
12.958,0.0068,0.0047,-0.8238,0.0297,0.794,-0.052312590804,0.013319063488,0.038993527317,6.8,4.7
12.959,0.0068,0.0047,-0.596,-0.3256,0.9216,-0.042816784103,-0.007596036617,0.050412820721,6.8,4.7
12.96,0.0068,0.0047,-0.2796,-0.6328,0.9124,-0.026971940206,-0.027374342589,0.054346282795,6.8,4.7
12.961,0.0068,0.0047,0.0785,-0.8462,0.7678,-0.007132099503,-0.043081482111,0.050213581614,6.8,4.7
12.962,0.0068,0.0047,0.425,-0.9341,0.5091,0.01375688054,-0.052388473545,0.038631593006,6.8,4.7
12.963,0.0068,0.0047,0.7087,-0.8833,0.1747,0.032594723037,-0.05391709542,0.021322372384,6.8,4.7
12.964,0.0068,0.0047,0.8872,-0.7014,-0.1858,0.046586883122,-0.047444029664,0.000857146542,6.8,4.7
12.965,0.0068,0.0047,0.9341,-0.4152,-0.5189,0.053659151448,-0.033933525951,-0.019725625497,6.8,4.7
12.966,0.0068,0.0047,0.8424,-0.0673,-0.7751,0.052765184739,-0.015393795011,-0.037371389728,6.8,4.7
12.967,0.0068,0.0047,0.6255,0.2908,-0.9163,0.044041350762,0.005421488427,-0.049462839189,6.8,4.7
12.968,0.0068,0.0047,0.3157,0.6059,-0.9216,0.028785963288,0.025422199714,-0.054208163002,6.8,4.7
12.969,0.0068,0.0047,-0.0412,0.8312,-0.7901,0.009266066652,0.041640531351,-0.050906598003,6.8,4.7
12.97,0.0068,0.0047,-0.3921,0.9332,-0.5411,-0.011619467011,0.051671391952,-0.040051924941,6.8,4.7
12.971,0.0068,0.0047,-0.685,0.8967,-0.2117,-0.030770452592,0.05402908162,-0.023258629027,6.8,4.7
12.972,0.0068,0.0047,-0.8763,0.727,0.1493,-0.045345577019,0.048367350255,-0.003021773235,6.8,4.7
12.973,0.0068,0.0047,-0.9376,0.4493,0.4883,-0.05318394694,0.035530252566,0.017653694374,6.8,4.7
12.974,0.0068,0.0047,-0.8597,0.1048,0.755,-0.053125464648,0.017426337526,0.035699127122,6.8,4.7
12.975,0.0068,0.0047,-0.6541,-0.2555,0.9097,-0.045182541498,-0.003255074782,0.04843761628,6.8,4.7
12.976,0.0068,0.0047,-0.3513,-0.5781,0.9294,-0.030537735753,-0.023443360137,0.05398109589,6.8,4.7
12.977,0.0068,0.0047,0.0038,-0.8149,0.8111,-0.01136773363,-0.040142478495,0.051510212126,6.8,4.7
12.978,0.0068,0.0047,0.3585,-0.9309,0.5723,0.009480139292,-0.050875607249,0.041395467956,6.8,4.7
12.979,0.0068,0.0047,0.6602,-0.9087,0.2484,0.028910814128,-0.054052534997,0.025141720869,6.8,4.7
12.98,0.0068,0.0047,0.864,-0.7515,-0.1125,0.044040979927,-0.049205311726,0.005164331799,6.8,4.7
12.981,0.0068,0.0047,0.9396,-0.4827,-0.4569,0.052626969998,-0.037057220727,-0.015569749271,6.8,4.7
12.982,0.0068,0.0047,0.8757,-0.142,-0.7337,0.053397522901,-0.019414889269,-0.033982633632,6.8,4.7
12.983,0.0068,0.0047,0.6817,0.2199,-0.9016,0.046242041258,0.001100378496,-0.047342419755,6.8,4.7
12.984,0.0068,0.0047,0.3864,0.5493,-0.9357,0.03222647505,0.021442075937,-0.053668550987,6.8,4.7
12.985,0.0068,0.0047,0.0336,0.7974,-0.8309,0.013434544454,0.038590918773,-0.052025463227,6.8,4.7
12.986,0.0068,0.0047,-0.3245,0.9271,-0.6027,-0.007342059042,0.050003018075,-0.042660959034,6.8,4.7
12.987,0.0068,0.0047,-0.6345,0.9193,-0.2848,-0.027018406959,0.053987251426,-0.026968844467,6.8,4.7
12.988,0.0068,0.0047,-0.8504,0.7749,0.0756,-0.042674377997,0.049955866263,-0.007281488266,6.8,4.7
12.989,0.0068,0.0047,-0.9402,0.5153,0.4249,-0.051988024204,0.038511198805,0.013476825399,6.8,4.7
12.99,0.0068,0.0047,-0.8904,0.1791,0.7112,-0.053579950797,0.02135570341,0.032224247387,6.8,4.7
12.991,0.0068,0.0047,-0.7083,-0.1839,0.8921,-0.047217621986,0.001038724782,0.046178897204,6.8,4.7
12.992,0.0068,0.0047,-0.4209,-0.5197,0.9406,-0.033849340407,-0.019422309807,0.053271650214,6.8,4.7
12.993,0.0068,0.0047,-0.0709,-0.7786,0.8494,-0.015462950145,-0.036990000257,0.052452950402,6.8,4.7
12.994,0.0068,0.0047,0.2899,-0.9219,0.632,0.005209705946,-0.049057869332,0.043848163387,6.8,4.7
12.995,0.0068,0.0047,0.6077,-0.9284,0.3207,0.02509866392,-0.053837110747,0.028738446827,6.8,4.7
12.996,0.0068,0.0047,0.8355,-0.797,-0.0385,0.041251744662,-0.050621779976,0.009370035314,6.8,4.7
12.997,0.0068,0.0047,0.9393,-0.5472,-0.3921,0.051272771677,-0.03989310606,-0.011379665617,6.8,4.7
12.998,0.0068,0.0047,0.9036,-0.2159,-0.6877,0.053677057585,-0.023247512831,-0.030429544754,6.8,4.7
12.999,0.0068,0.0047,0.7337,0.1476,-0.8813,0.048111415776,-0.003159097295,-0.04495231848,6.8,4.7
13.0,0.0068,0.0047,0.4547,0.4893,-0.9441,0.035406068347,0.017388109044,-0.052794177391,6.8,4.7
13.001,0.0068,0.0047,0.1081,0.7586,-0.8667,0.017450813419,0.035343419433,-0.052794232853,6.8,4.7
13.002,0.0068,0.0047,-0.2548,0.9153,-0.6605,-0.003086060838,0.048042443188,-0.044956382351,6.8,4.7
13.003,0.0068,0.0047,-0.5801,0.9361,-0.3561,-0.023154297746,0.053602461612,-0.030448163866,6.8,4.7
13.004,0.0068,0.0047,-0.8193,0.8179,0.0014,-0.039774711605,0.051201565828,-0.011426854222,6.8,4.7
13.005,0.0068,0.0047,-0.937,0.5782,0.3588,-0.05048145694,0.041200164815,0.009281292126,6.8,4.7
13.006,0.0068,0.0047,-0.9155,0.2524,0.6631,-0.053687865113,0.0250869028,0.028600962313,6.8,4.7
13.007,0.0068,0.0047,-0.7581,-0.111,0.8691,-0.048921583055,0.005257112627,0.043664470428,6.8,4.7
13.008,0.0068,0.0047,-0.4879,-0.4582,0.9461,-0.036894181139,-0.01534322711,0.052237408249,6.8,4.7
13.009,0.0068,0.0047,-0.1451,-0.7374,0.8825,-0.019394967051,-0.033655128961,0.053050096013,6.8,4.7
13.01,0.0068,0.0047,0.2194,-0.9072,0.6879,0.000975167401,-0.046960827168,0.045985659767,6.8,4.7
13.011,0.0068,0.0047,0.5515,-0.9424,0.3909,0.021190286683,-0.053287150001,0.032096863318,6.8,4.7
13.012,0.0068,0.0047,0.8018,-0.8376,0.0357,0.03824889607,-0.051698162911,0.013449266841,6.8,4.7
13.013,0.0068,0.0047,0.9332,-0.6083,-0.325,0.049619609508,-0.042433676271,-0.007185933237,6.8,4.7
13.014,0.0068,0.0047,0.926,-0.2885,-0.6375,0.053616824305,-0.026873104431,-0.026743719874,6.8,4.7
13.015,0.0068,0.0047,0.7812,0.0744,-0.8556,0.049650634051,-0.007330106665,-0.042320527386,6.8,4.7
13.016,0.0068,0.0047,0.5203,0.4263,-0.9466,0.038313912287,0.013291418864,-0.051605331151,6.8,4.7
13.017,0.0068,0.0047,0.1819,0.7151,-0.8971,0.02129371018,0.031928830404,-0.053222540585,6.8,4.7
13.018,0.0068,0.0047,-0.1836,0.8978,-0.7142,0.001120212576,0.045815604889,-0.046935817465,6.8,4.7
13.019,0.0068,0.0047,-0.5221,0.9472,-0.4251,-0.019209388117,0.052892007851,-0.033682619733,6.8,4.7
13.02,0.0068,0.0047,-0.7832,0.8559,-0.0728,-0.036676182883,0.052110607986,-0.015434425103,6.8,4.7
13.021,0.0068,0.0047,-0.928,0.6374,0.2906,-0.048687842178,0.043591321733,0.005096520445,6.8,4.7
13.022,0.0068,0.0047,-0.9351,0.3241,0.611,-0.053463349965,0.028603045687,0.024860304278,6.8,4.7
13.023,0.0068,0.0047,-0.8032,-0.0376,0.8407,-0.050297087786,0.009374692848,0.040922394938,6.8,4.7
13.024,0.0068,0.0047,-0.5519,-0.3938,0.9457,-0.03966311686,-0.011236234058,0.050899350917,6.8,4.7
13.025,0.0068,0.0047,-0.2185,-0.6917,0.9102,-0.02314424253,-0.030168262532,0.053312505062,6.8,4.7
13.026,0.0068,0.0047,0.1476,-0.887,0.7395,-0.003196465976,-0.044610675076,0.047807141052,6.8,4.7
13.027,0.0068,0.0047,0.4919,-0.9506,0.4587,0.017216134251,-0.052420804489,0.035204670238,6.8,4.7
13.028,0.0068,0.0047,0.7633,-0.873,0.1097,0.035061822945,-0.05244194657,0.017380123625,6.8,4.7
13.029,0.0068,0.0047,0.9214,-0.6656,-0.2558,0.047691496548,-0.044674712023,-0.003016784525,6.8,4.7
13.03,0.0068,0.0047,0.9427,-0.3592,-0.5835,0.053231955326,-0.030276419952,-0.022955535373,6.8,4.7
13.031,0.0068,0.0047,0.8239,0.0007,-0.8246,0.050863764916,-0.011388688301,-0.039475076615,6.8,4.7
13.032,0.0068,0.0047,0.5826,0.3607,-0.9433,0.040942479856,0.009181098222,-0.050123578078,6.8,4.7
13.033,0.0068,0.0047,0.2547,0.6673,-0.922,0.024945290239,0.028377063314,-0.053322353553,6.8,4.7
13.034,0.0068,0.0047,-0.1113,0.8749,-0.7636,0.005251096509,0.043348829878,-0.048599926387,6.8,4.7
13.035,0.0068,0.0047,-0.4609,0.9526,-0.4916,-0.015213241718,0.051874774604,-0.036661532886,6.8,4.7
13.036,0.0068,0.0047,-0.7422,0.8887,-0.1465,-0.033407873479,0.052691694308,-0.019283820829,6.8,4.7
13.037,0.0068,0.0047,-0.9134,0.6928,0.2206,-0.046631497455,0.045681968709,0.000949528747,6.8,4.7
13.038,0.0068,0.0047,-0.9489,0.3938,0.5551,-0.052922408617,0.031890494943,0.021031913674,6.8,4.7
13.039,0.0068,0.0047,-0.8434,0.0361,0.8072,-0.051349517557,0.013368961202,0.037980556355,6.8,4.7
13.04,0.0068,0.0047,-0.6125,-0.3271,0.9396,-0.042150174767,-0.007129336304,0.049279511071,6.8,4.7
13.041,0.0068,0.0047,-0.2905,-0.6419,0.9323,-0.02669439827,-0.026558746666,0.053253144936,6.8,4.7
13.042,0.0068,0.0047,0.0749,-0.8614,0.7865,-0.00728088763,-0.042033767334,0.049314654964,6.8,4.7
13.043,0.0068,0.0047,0.4293,-0.953,0.5238,0.013204815728,-0.051257575455,0.038052759727,6.8,4.7
13.044,0.0068,0.0047,0.7201,-0.9031,0.183,0.031719199208,-0.052862947228,0.02114374802,6.8,4.7
13.045,0.0068,0.0047,0.904,-0.7189,-0.1851,0.045512945294,-0.046614955184,0.001102009889,6.8,4.7
13.046,0.0068,0.0047,0.9536,-0.4278,-0.5259,0.052539213886,-0.033445380573,-0.019093833313,6.8,4.7
13.047,0.0068,0.0047,0.8616,-0.0729,-0.7886,0.05175740082,-0.015313789918,-0.036443610901,6.8,4.7
13.048,0.0068,0.0047,0.6414,0.293,-0.9343,0.04328728371,0.005084017466,-0.048371301176,6.8,4.7
13.049,0.0068,0.0047,0.3258,0.6155,-0.9413,0.028390714343,0.024716812675,-0.053107527018,6.8,4.7
13.05,0.0068,0.0047,-0.0384,0.8466,-0.8083,0.009283650854,0.040668396032,-0.049952046887,6.8,4.7
13.051,0.0068,0.0047,-0.397,0.9521,-0.5551,-0.011193466592,0.05057076458,-0.039377297988,6.8,4.7
13.052,0.0068,0.0047,-0.6968,0.9161,-0.2193,-0.029997961129,0.052955644486,-0.022957683357,6.8,4.7
13.053,0.0068,0.0047,-0.8932,0.7439,0.1493,-0.044337015223,0.047472206024,-0.003135190801,6.8,4.7
13.054,0.0068,0.0047,-0.9569,0.4611,0.4959,-0.052082446642,0.034938683361,0.017143763281,6.8,4.7
13.055,0.0068,0.0047,-0.8784,0.1096,0.7689,-0.052086570404,0.017220307978,0.034866262427,6.8,4.7
13.056,0.0068,0.0047,-0.6693,-0.2584,0.9277,-0.044352272864,-0.003048236927,0.047400509791,6.8,4.7
13.057,0.0068,0.0047,-0.3606,-0.5881,0.9488,-0.030032095846,-0.022854550229,0.052886646075,6.8,4.7
13.058,0.0068,0.0047,0.0018,-0.8306,0.8288,-0.011256533587,-0.039256202086,0.050512735673,6.8,4.7
13.059,0.0068,0.0047,0.3642,-0.9497,0.5855,0.009182889576,-0.049817854676,0.0406349651,6.8,4.7
13.06,0.0068,0.0047,0.6725,-0.9277,0.2551,0.028248629532,-0.052972879924,0.024724250392,6.8,4.7
13.061,0.0068,0.0047,0.8811,-0.7678,-0.1133,0.043108529083,-0.048255772629,0.005147243546,6.8,4.7
13.062,0.0068,0.0047,0.9588,-0.4936,-0.4651,0.051556537903,-0.036370870395,-0.015185667508,6.8,4.7
13.063,0.0068,0.0047,0.894,-0.146,-0.748,0.052340241703,-0.019087224874,-0.033253016829,6.8,4.7
13.064,0.0068,0.0047,0.6962,0.2235,-0.9197,0.045346562622,0.001024692824,-0.046371255447,6.8,4.7
13.065,0.0068,0.0047,0.3949,0.5599,-0.9548,0.031618088133,0.020975266604,-0.052593354737,6.8,4.7
13.066,0.0068,0.0047,0.0347,0.8133,-0.848,0.013197669599,0.037800134778,-0.050997804377,6.8,4.7
13.067,0.0068,0.0047,-0.3308,0.9459,-0.6151,-0.007175544524,0.049000650693,-0.041825106169,6.8,4.7
13.068,0.0068,0.0047,-0.6473,0.9379,-0.2906,-0.026473409233,0.052914957271,-0.026441548038,6.8,4.7
13.069,0.0068,0.0047,-0.8677,0.7905,0.0772,-0.04182885261,0.048964568401,-0.007135715791,6.8,4.7
13.07,0.0068,0.0047,-0.9592,0.5255,0.4337,-0.050961822876,0.037739873985,0.013221948891,6.8,4.7
13.071,0.0068,0.0047,-0.9081,0.1822,0.7259,-0.052517838645,0.020911934957,0.031605903688,6.8,4.7
13.072,0.0068,0.0047,-0.7221,-0.1883,0.9103,-0.04626888008,0.000983744262,0.045285135817,6.8,4.7
13.073,0.0068,0.0047,-0.4285,-0.5309,0.9595,-0.033146827087,-0.019082029298,0.052228856385,6.8,4.7
13.074,0.0068,0.0047,-0.0712,-0.7948,0.866,-0.015104536502,-0.0363034614,0.051407997903,6.8,4.7
13.075,0.0068,0.0047,0.2969,-0.9406,0.6437,0.005174741252,-0.048122494894,0.042947753642,6.8,4.7
13.076,0.0068,0.0047,0.6211,-0.9467,0.3256,0.024676380252,-0.052784920674,0.028108540422,6.8,4.7
13.077,0.0068,0.0047,0.853,-0.812,-0.041,0.040502503973,-0.049600770119,0.009098266147,6.8,4.7
13.078,0.0068,0.0047,0.9582,-0.5565,-0.4017,0.050302605303,-0.039046457733,-0.01125614757,6.8,4.7
13.079,0.0068,0.0047,0.9209,-0.2181,-0.7028,0.052622667469,-0.022693542094,-0.029929125375,6.8,4.7
13.08,0.0068,0.0047,0.7468,0.1528,-0.8996,0.047120922035,-0.002974748519,-0.044146173515,6.8,4.7
13.081,0.0068,0.0047,0.4615,0.5012,-0.9627,0.034618220271,0.017177914079,-0.05179613435,6.8,4.7
13.082,0.0068,0.0047,0.1075,0.7752,-0.8826,0.016975590223,0.034769108149,-0.051744698372,6.8,4.7
13.083,0.0068,0.0047,-0.2627,0.934,-0.6713,-0.003182756591,0.047185368917,-0.044002612326,6.8,4.7
13.084,0.0068,0.0047,-0.5939,0.954,-0.3601,-0.022859738783,0.052583378718,-0.029723639935,6.8,4.7
13.085,0.0068,0.0047,-0.837,0.8322,0.0048,-0.039130984449,0.050163631091,-0.011032646642,6.8,4.7
13.086,0.0068,0.0047,-0.9557,0.5866,0.3691,-0.049579434038,0.040288859332,0.009290574707,6.8,4.7
13.087,0.0068,0.0047,-0.9324,0.2536,0.6787,-0.052654384158,0.024429690473,0.028224693685,6.8,4.7
13.088,0.0068,0.0047,-0.7704,-0.1172,0.8875,-0.047901644244,0.004945665641,0.042955978602,6.8,4.7
13.089,0.0068,0.0047,-0.4937,-0.4707,0.9644,-0.036030648305,-0.015265773185,0.05129642149,6.8,4.7
13.09,0.0068,0.0047,-0.1436,-0.7544,0.8979,-0.018808602667,-0.033200122116,0.052008724783,6.8,4.7
13.091,0.0068,0.0047,0.2281,-0.926,0.6979,0.001202546574,-0.046192427052,0.044989880478,6.8,4.7
13.092,0.0068,0.0047,0.566,-0.96,0.394,0.021027188909,-0.052313285977,0.031286097068,6.8,4.7
13.093,0.0068,0.0047,0.8198,-0.8512,0.0314,0.037718493828,-0.050655395527,0.012936901699,6.8,4.7
13.094,0.0068,0.0047,0.9519,-0.6158,-0.3361,0.048796440911,-0.041468078264,-0.007328362646,6.8,4.7
13.095,0.0068,0.0047,0.9424,-0.2887,-0.6537,0.052616322589,-0.026119833745,-0.026496488844,6.8,4.7
13.096,0.0068,0.0047,0.7928,0.0814,-0.8742,0.0486129564,-0.006894528097,-0.041718428304,6.8,4.7
13.097,0.0068,0.0047,0.5252,0.4396,-0.9648,0.037384336634,0.013348429008,-0.050732765642,6.8,4.7
13.098,0.0068,0.0047,0.1794,0.7325,-0.9119,0.020602339363,0.03159935562,-0.052201694983,6.8,4.7
13.099,0.0068,0.0047,-0.1932,0.9166,-0.7234,0.000763814378,0.045145764712,-0.04590957909,6.8,4.7
13.1,0.0068,0.0047,-0.5372,0.9645,-0.4272,-0.019180878404,0.051975498389,-0.032794619985,6.8,4.7
13.101,0.0068,0.0047,-0.8015,0.8689,-0.0674,-0.036266623166,0.05107561422,-0.014808991053,6.8,4.7
13.102,0.0068,0.0047,-0.9466,0.6441,0.3026,-0.047954346496,0.042582630566,0.00537171593,6.8,4.7
13.103,0.0068,0.0047,-0.951,0.3233,0.6277,-0.052508335533,0.027761848885,0.024746486648,6.8,4.7
13.104,0.0068,0.0047,-0.814,-0.0456,0.8596,-0.049254010824,0.008818883775,0.040435127049,6.8,4.7
13.105,0.0068,0.0047,-0.5558,-0.4079,0.9637,-0.038677875154,-0.011428532059,0.050106407212,6.8,4.7
13.106,0.0068,0.0047,-0.2149,-0.7096,0.9245,-0.022354826412,-0.029969642662,0.052324469073,6.8,4.7
13.107,0.0068,0.0047,0.1581,-0.9059,0.7478,-0.002713686249,-0.044048339348,0.046762025596,6.8,4.7
13.108,0.0068,0.0047,0.5078,-0.9676,0.4598,0.017324158779,-0.051572849857,0.034248691079,6.8,4.7
13.109,0.0068,0.0047,0.782,-0.8853,0.1033,0.03477925177,-0.051426547543,0.016647295772,6.8,4.7
13.11,0.0068,0.0047,0.94,-0.6713,-0.2687,0.047057079151,-0.043633691697,-0.003423387453,6.8,4.7
13.111,0.0068,0.0047,0.9582,-0.3574,-0.6008,0.052333729983,-0.029355488429,-0.022978241554,6.8,4.7
13.112,0.0068,0.0047,0.8339,0.0098,-0.8437,0.049826869085,-0.010717098278,-0.039109770807,6.8,4.7
13.113,0.0068,0.0047,0.5856,0.3756,-0.9612,0.039911758717,0.009508643711,-0.049420402429,6.8,4.7
13.114,0.0068,0.0047,0.25,0.6858,-0.9357,0.024065115679,0.028313726013,-0.052378841692,6.8,4.7
13.115,0.0068,0.0047,-0.1229,0.894,-0.7711,0.004645202054,0.042902308713,-0.047547510768,6.8,4.7
13.116,0.0068,0.0047,-0.4776,0.9693,-0.4916,-0.015459102272,0.051106391525,-0.035647289254,6.8,4.7
13.117,0.0068,0.0047,-0.7614,0.9004,-0.139,-0.033258023729,0.051708002065,-0.018449978336,6.8,4.7
13.118,0.0068,0.0047,-0.932,0.6976,0.2345,-0.04610549555,0.044620027008,0.001485468542,6.8,4.7
13.119,0.0068,0.0047,-0.964,0.3909,0.5731,-0.052092524365,0.030898840824,0.021193683541,6.8,4.7
13.12,0.0068,0.0047,-0.8527,0.026,0.8267,-0.050330849946,0.012586902392,0.037743947554,6.8,4.7
13.121,0.0068,0.0047,-0.6144,-0.3429,0.9573,-0.041084752509,-0.007591231297,0.048675983806,6.8,4.7
13.122,0.0068,0.0047,-0.2847,-0.6609,0.9456,-0.025731447773,-0.026634240167,0.05236568794,6.8,4.7
13.123,0.0068,0.0047,0.0875,-0.8807,0.7932,-0.006555996871,-0.04171043378,0.048266430651,6.8,4.7
13.124,0.0068,0.0047,0.4468,-0.9695,0.5227,0.013588739102,-0.050578815937,0.036990076835,6.8,4.7
13.125,0.0068,0.0047,0.7397,-0.9141,0.1744,0.031706506883,-0.051922211712,0.020215704829,6.8,4.7
13.126,0.0068,0.0047,0.9227,-0.7227,-0.2,0.045103301163,-0.045542932868,0.000439631704,6.8,4.7
13.127,0.0068,0.0047,0.9684,-0.4237,-0.5447,0.051787955505,-0.032391905775,-0.019396049731,6.8,4.7
13.128,0.0068,0.0047,0.8701,-0.0616,-0.8085,0.050768112377,-0.014426961671,-0.036341150706,6.8,4.7
13.129,0.0068,0.0047,0.6423,0.3098,-0.9521,0.042197571699,0.005678600001,-0.0478761717,6.8,4.7
13.13,0.0068,0.0047,0.3188,0.6352,-0.954,0.027353131736,0.024933795247,-0.052286926983,6.8,4.7
13.131,0.0068,0.0047,-0.0522,0.8662,-0.8141,0.008444406829,0.040474894258,-0.048919301087,6.8,4.7
13.132,0.0068,0.0047,-0.4155,0.9684,-0.5529,-0.011715050288,0.049991325216,-0.038276274928,6.8,4.7
13.133,0.0068,0.0047,-0.7171,0.9265,-0.2094,-0.030126372162,0.052069200814,-0.021942828652,6.8,4.7
13.134,0.0068,0.0047,-0.9121,0.7468,0.1653,-0.044051460808,0.04640139532,-0.002349934512,6.8,4.7
13.135,0.0068,0.0047,-0.9714,0.4559,0.5156,-0.051420181613,0.033832961066,0.017587220547,6.8,4.7
13.136,0.0068,0.0047,-0.8863,0.097,0.7892,-0.051138116022,0.016235168698,0.034902947325,6.8,4.7
13.137,0.0068,0.0047,-0.6692,-0.2763,0.9455,-0.043249126223,-0.003773057076,0.0470221833,6.8,4.7
13.138,0.0068,0.0047,-0.3524,-0.6087,0.9611,-0.028928583955,-0.023214847353,0.052143431308,6.8,4.7
13.139,0.0068,0.0047,0.0168,-0.8505,0.8337,-0.010308299608,-0.039198264136,0.049506563744,6.8,4.7
13.14,0.0068,0.0047,0.3837,-0.9659,0.5823,0.009840780825,-0.04934646037,0.039505679545,6.8,4.7
13.141,0.0068,0.0047,0.6935,-0.9376,0.2441,0.028520894652,-0.052151144912,0.02363025026,6.8,4.7
13.142,0.0068,0.0047,0.9002,-0.7697,-0.1305,0.042953450877,-0.047196783631,0.004243332753,6.8,4.7
13.143,0.0068,0.0047,0.9731,-0.4873,-0.4858,0.050992338224,-0.035222202591,-0.015770135633,6.8,4.7
13.144,0.0068,0.0047,0.9011,-0.1322,-0.7689,0.051443071123,-0.018010451097,-0.033432620026,6.8,4.7
13.145,0.0068,0.0047,0.695,0.2426,-0.9376,0.04424030579,0.001876665754,-0.046116971544,6.8,4.7
13.146,0.0068,0.0047,0.3855,0.5814,-0.9668,0.030457338257,0.021479863449,-0.051937201706,6.8,4.7
13.147,0.0068,0.0047,0.0185,0.8337,-0.8522,0.012146201907,0.037882716926,-0.050028918832,6.8,4.7
13.148,0.0068,0.0047,-0.3514,0.9621,-0.6107,-0.007967814903,0.048645539693,-0.04067772479,6.8,4.7
13.149,0.0068,0.0047,-0.669,0.9473,-0.2783,-0.026891755326,0.052168253767,-0.025276498441,6.8,4.7
13.15,0.0068,0.0047,-0.8872,0.7915,0.0957,-0.041810324527,0.047928278982,-0.006117954455,6.8,4.7
13.151,0.0068,0.0047,-0.9733,0.5179,0.4554,-0.050504705119,0.036558076395,0.013946628724,6.8,4.7
13.152,0.0068,0.0047,-0.9146,0.1671,0.7475,-0.051682559289,0.019750841075,0.031931718214,6.8,4.7
13.153,0.0068,0.0047,-0.7198,-0.2086,0.9284,-0.045170140061,8.401494e-06,0.045161738567,6.8,4.7
13.154,0.0068,0.0047,-0.4178,-0.5533,0.9712,-0.031937952901,-0.019731146227,0.051669099128,6.8,4.7
