time,p,q,v_a,v_b,v_c,i_a,i_b,i_c,p_kw,q_kw
11.916,0.0005,-0.0003,-0.0278,0.0147,0.0131,-0.078145113782,-0.051111025343,0.129256139125,0.5,-0.3
11.917,0.0005,-0.0003,-0.0261,0.0048,0.0213,-0.033450684042,-0.092241905661,0.125692589703,0.5,-0.3
11.918,0.0005,-0.0003,-0.0206,-0.0058,0.0264,0.016115299543,-0.119942839588,0.103827540044,0.5,-0.3
11.919,0.0005,-0.0003,-0.0121,-0.0155,0.0276,0.063335839474,-0.1301793619,0.066843522426,0.5,-0.3
11.92,0.0005,-0.0003,-0.0019,-0.0229,0.0248,0.101334559848,-0.121459659123,0.020125099275,0.5,-0.3
11.921,0.0005,-0.0003,0.0086,-0.027,0.0184,0.124577267618,-0.095052408663,-0.029524858955,0.5,-0.3
11.922,0.0005,-0.0003,0.0178,-0.0271,0.0094,0.129678359969,-0.054802524679,-0.07487583529,0.5,-0.3
11.923,0.0005,-0.0003,0.0243,-0.0233,-0.001,0.115894359944,-0.006571402523,-0.109322957421,0.5,-0.3
11.924,0.0005,-0.0003,0.0274,-0.0161,-0.0113,0.085232443354,0.042616843754,-0.127849287108,0.5,-0.3
11.925,0.0005,-0.0003,0.0264,-0.0065,-0.0199,0.042158080917,0.085598642848,-0.127756723765,0.5,-0.3
11.926,0.0005,-0.0003,0.0216,0.004,-0.0256,-0.00705553535,0.116114496647,-0.109058961297,0.5,-0.3
11.927,0.0005,-0.0003,0.0136,0.0139,-0.0275,-0.055241356834,0.129720632665,-0.074479275831,0.5,-0.3
11.928,0.0005,-0.0003,0.0037,0.0218,-0.0255,-0.095382328983,0.124435961113,-0.02905363213,0.5,-0.3
11.929,0.0005,-0.0003,-0.0068,0.0265,-0.0197,-0.121633120793,0.101030270552,0.020602850241,0.5,-0.3
11.93,0.0005,-0.0003,-0.0163,0.0274,-0.0111,-0.13017106057,0.062911934111,0.067259126459,0.5,-0.3
11.931,0.0005,-0.0003,-0.0234,0.0243,-0.0009,-0.119752581486,0.01563162549,0.104120955996,0.5,-0.3
11.932,0.0005,-0.0003,-0.0271,0.0177,0.0095,-0.091894315792,-0.033925704188,0.12582001998,0.5,-0.3
11.933,0.0005,-0.0003,-0.0269,0.0085,0.0184,-0.050652511673,-0.078543073609,0.129195585281,0.5,-0.3
11.934,0.0005,-0.0003,-0.0228,-0.0019,0.0247,-0.002032790603,-0.111722213056,0.113755003659,0.5,-0.3
11.935,0.0005,-0.0003,-0.0153,-0.012,0.0274,0.046884033965,-0.128629973688,0.081745939723,0.5,-0.3
11.936,0.0005,-0.0003,-0.0057,-0.0204,0.0261,0.08897301769,-0.126802605173,0.037829587483,0.5,-0.3
11.937,0.0005,-0.0003,0.0048,-0.0257,0.0209,0.118102974253,-0.106505159363,-0.01159781489,0.5,-0.3
11.938,0.0005,-0.0003,0.0145,-0.0273,0.0128,0.130029937148,-0.070693400679,-0.059336536469,0.5,-0.3
11.939,0.0005,-0.0003,0.0221,-0.0249,0.0028,0.123015834211,-0.024583542192,-0.098432292019,0.5,-0.3
11.94,0.0005,-0.0003,0.0265,-0.0189,-0.0076,0.09808201757,0.025107610128,-0.123189627698,0.5,-0.3
11.941,0.0005,-0.0003,0.027,-0.0101,-0.0169,0.058860567383,0.071141346182,-0.130001913565,0.5,-0.3
11.942,0.0005,-0.0003,0.0236,0.0001,-0.0237,0.0110650378,0.106811815612,-0.117876853412,0.5,-0.3
11.943,0.0005,-0.0003,0.0167,0.0104,-0.0271,-0.038342101247,0.126923019491,-0.088580918244,0.5,-0.3
11.944,0.0005,-0.0003,0.0074,0.0191,-0.0265,-0.082163846581,0.128545629886,-0.046381783305,0.5,-0.3
11.945,0.0005,-0.0003,-0.003,0.025,-0.022,-0.114016990967,0.111443471748,0.002573519219,0.5,-0.3
11.946,0.0005,-0.0003,-0.0129,0.0273,-0.0144,-0.129261728115,0.07810772033,0.051154007785,0.5,-0.3
11.947,0.0005,-0.0003,-0.021,0.0256,-0.0046,-0.125677277981,0.033393996984,0.092283280997,0.5,-0.3
11.948,0.0005,-0.0003,-0.026,0.0202,0.0058,-0.103785301044,-0.016184720314,0.119970021358,0.5,-0.3
11.949,0.0005,-0.0003,-0.0272,0.0119,0.0153,-0.066774093415,-0.063406469965,0.13018056338,0.5,-0.3
11.95,0.0005,-0.0003,-0.0245,0.0018,0.0226,-0.020034552203,-0.101392022287,0.12142657449,0.5,-0.3
11.951,0.0005,-0.0003,-0.0182,-0.0085,0.0266,0.029624688495,-0.124606935728,0.094982247233,0.5,-0.3
11.952,0.0005,-0.0003,-0.0093,-0.0175,0.0268,0.074968853945,-0.12966805836,0.054699204415,0.5,-0.3
11.953,0.0005,-0.0003,0.001,-0.024,0.023,0.109391055901,-0.115836890437,0.006445834536,0.5,-0.3
11.954,0.0005,-0.0003,0.0111,-0.027,0.0159,0.12787518611,-0.085127710705,-0.042747475405,0.5,-0.3
11.955,0.0005,-0.0003,0.0196,-0.026,0.0065,0.127727227416,-0.042014470622,-0.085712756794,0.5,-0.3
11.956,0.0005,-0.0003,0.0251,-0.0213,-0.0039,0.108968196423,0.007220987984,-0.116189184408,0.5,-0.3
11.957,0.0005,-0.0003,0.0271,-0.0134,-0.0137,0.074331275318,0.055404415193,-0.129735690511,0.5,-0.3
11.958,0.0005,-0.0003,0.025,-0.0036,-0.0214,0.028863499269,0.095514793822,-0.12437829309,0.5,-0.3
11.959,0.0005,-0.0003,0.0194,0.0067,-0.0261,-0.020809864461,0.121707586621,-0.10089772216,0.5,-0.3
11.96,0.0005,-0.0003,0.0108,0.0161,-0.0269,-0.067450883175,0.130166369685,-0.06271548651,0.5,-0.3
11.961,0.0005,-0.0003,0.0008,0.0231,-0.0238,-0.104263636533,0.119658772318,-0.015395135785,0.5,-0.3
11.962,0.0005,-0.0003,-0.0094,0.0267,-0.0173,-0.125884303804,0.091715847988,0.034168455816,0.5,-0.3
11.963,0.0005,-0.0003,-0.0182,0.0265,-0.0082,-0.129162501154,0.050408905328,0.078753595826,0.5,-0.3
11.964,0.0005,-0.0003,-0.0244,0.0224,0.002,-0.113620192264,0.001756411414,0.111863780851,0.5,-0.3
11.965,0.0005,-0.0003,-0.027,0.015,0.012,-0.08152143538,-0.047152654893,0.128674090273,0.5,-0.3
11.966,0.0005,-0.0003,-0.0257,0.0055,0.0202,-0.037542806232,-0.089191430052,0.126734236284,0.5,-0.3
11.967,0.0005,-0.0003,-0.0206,-0.0048,0.0254,0.011907624951,-0.118233503009,0.106325878058,0.5,-0.3
11.968,0.0005,-0.0003,-0.0126,-0.0144,0.027,0.059623730888,-0.130045769009,0.070422038121,0.5,-0.3
11.969,0.0005,-0.0003,-0.0027,-0.0219,0.0246,0.098651335498,-0.122905685643,0.024254350145,0.5,-0.3
11.97,0.0005,-0.0003,0.0075,-0.0261,0.0186,0.123301863197,-0.097852830277,-0.02544903292,0.5,-0.3
11.971,0.0005,-0.0003,0.0167,-0.0266,0.0099,0.129981809784,-0.058537841127,-0.071443968657,0.5,-0.3
11.972,0.0005,-0.0003,0.0233,-0.0232,-0.0002,0.117716914893,-0.010690555471,-0.107026359422,0.5,-0.3
11.973,0.0005,-0.0003,0.0266,-0.0164,-0.0102,0.088294437066,0.038715169828,-0.127009606894,0.5,-0.3
11.974,0.0005,-0.0003,0.026,-0.0072,-0.0188,0.046002713221,0.082478132205,-0.128480845425,0.5,-0.3
11.975,0.0005,-0.0003,0.0216,0.003,-0.0246,-0.002994014024,0.114219621899,-0.111225607875,0.5,-0.3
11.976,0.0005,-0.0003,0.014,0.0128,-0.0268,-0.051554259725,0.129313254818,-0.077758995093,0.5,-0.3
11.977,0.0005,-0.0003,0.0044,0.0207,-0.0252,-0.092600297501,0.125559205679,-0.032958908178,0.5,-0.3
11.978,0.0005,-0.0003,-0.0058,0.0256,-0.0198,-0.120149680631,0.103504658574,0.016645022057,0.5,-0.3
11.979,0.0005,-0.0003,-0.0152,0.0268,-0.0116,-0.130187008574,0.06636394135,0.063823067224,0.5,-0.3
11.98,0.0005,-0.0003,-0.0224,0.024,-0.0017,-0.121249034527,0.019550095515,0.101698939012,0.5,-0.3
11.981,0.0005,-0.0003,-0.0263,0.0178,0.0085,-0.094637959625,-0.030113853746,0.124751813371,0.5,-0.3
11.982,0.0005,-0.0003,-0.0264,0.009,0.0174,-0.054231864618,-0.075389076762,0.12962094138,0.5,-0.3
11.983,0.0005,-0.0003,-0.0226,-0.0011,0.0237,-0.005919837776,-0.109675831358,0.115595669134,0.5,-0.3
11.984,0.0005,-0.0003,-0.0156,-0.011,0.0266,0.043256046636,-0.127975467166,0.084719420531,0.5,-0.3
11.985,0.0005,-0.0003,-0.0063,-0.0194,0.0256,0.086127039482,-0.127619358863,0.041492319381,0.5,-0.3
11.986,0.0005,-0.0003,0.0039,-0.0248,0.0209,0.116442822665,-0.108658391408,-0.007784431257,0.5,-0.3
11.987,0.0005,-0.0003,0.0135,-0.0267,0.0132,0.129783010011,-0.073856004954,-0.055927005057,0.5,-0.3
11.988,0.0005,-0.0003,0.0211,-0.0246,0.0035,0.124201998346,-0.028285617729,-0.095916380617,0.5,-0.3
11.989,0.0005,-0.0003,0.0257,-0.019,-0.0067,0.100512963016,0.02140898109,-0.121921944106,0.5,-0.3
11.99,0.0005,-0.0003,0.0265,-0.0106,-0.0159,0.062169451793,0.067982411961,-0.130151863755,0.5,-0.3
11.991,0.0005,-0.0003,0.0234,-0.0006,-0.0227,0.014761814307,0.104644282384,-0.119406096691,0.5,-0.3
11.992,0.0005,-0.0003,0.0169,0.0094,-0.0263,-0.034798017159,0.126049357679,-0.091251340521,0.5,-0.3
11.993,0.0005,-0.0003,0.0079,0.0181,-0.026,-0.079284391377,0.129076878922,-0.049792487546,0.5,-0.3
11.994,0.0005,-0.0003,-0.0022,0.0241,-0.0219,-0.112211406962,0.113285443437,-0.001074036475,0.5,-0.3
11.995,0.0005,-0.0003,-0.012,0.0266,-0.0146,-0.128778405895,0.080977246707,0.047801159188,0.5,-0.3
11.996,0.0005,-0.0003,-0.02,0.0252,-0.0052,-0.126569746803,0.036862438595,0.089707308208,0.5,-0.3
11.997,0.0005,-0.0003,-0.0251,0.0202,0.0049,-0.10590696712,-0.012627425995,0.118534393115,0.5,-0.3
11.998,0.0005,-0.0003,-0.0266,0.0122,0.0143,-0.069802070045,-0.060276812932,0.130078882977,0.5,-0.3
11.999,0.0005,-0.0003,-0.0242,0.0025,0.0217,-0.023518711393,-0.099137992267,0.12265670366,0.5,-0.3
12.0,0.0005,-0.0003,-0.0183,-0.0076,0.0258,0.026194884286,-0.123543989572,0.097349105286,0.5,-0.3
12.001,0.0005,-0.0003,-0.0097,-0.0166,0.0262,0.072089625511,-0.129935083621,0.05784545811,0.5,-0.3
12.002,0.0077,-0.0008,0.0057,-0.533,0.0282,0.107472574838,-0.117378275298,0.009905700459,7.7,-0.8
12.003,0.0074,-0.0036,0.015,-0.5675,0.0208,0.130147294036,-0.06812811683,-0.062019177206,7.4,-3.6
12.004,0.0121,-0.0052,0.63205,-0.44820000000000004,0.008150000000000001,0.123433128318,-0.02585193724,-0.097581191078,12.1,-5.2
12.005,0.0098,-0.0088,0.645,-0.4333,-0.0022,0.087240200248,0.01846184287,-0.105702043118,9.799999999999999,-8.8
12.006,0.0055,-0.0066,0.6012,-0.1707,-0.0145,0.05677570767,0.030969345129,-0.087745052799,5.5,-6.6
12.007,0.0097,0.00065,0.3519,0.2321,-0.7152499999999999,0.026061777064,0.078229856173,-0.104291633237,9.700000000000001,0.65
12.008,0.0137,-0.0014,0.2906,0.5278,-0.7487,-0.045755572897,0.136263860972,-0.090508288076,13.700000000000001,-1.4
12.009,0.0183,-0.0053,-0.0782,0.7245,-0.7448,-0.058159922974,0.099066948054,-0.04090702508,18.3,-5.3
12.01,0.0123,-0.001,-0.3874,0.7736,-0.3671,-0.006308485503,0.046809209687,-0.040500724184,12.3,-1.0
12.011,0.0049,0.004,-0.563,0.7327,-0.1842,-0.02478663461,0.050599882735,-0.025813248125,4.8999999999999995,4.0
12.012,0.0049,0.0044,-0.7692,0.6085,0.1592,-0.084914544554,0.023549583221,0.061364961333,4.8999999999999995,4.4
12.013,0.011,-0.0021,-0.7817,0.3581,0.4458,-0.077851392523,-0.034192162999,0.112043555522,11.0,-2.1
12.014,0.0132,-0.0056,-0.7053,0.0772,0.6239,-0.04222655465,-0.038954141641,0.081180696291,13.2,-5.6
12.015,0.0104,-0.0023,-0.5552,-0.2148,0.7912,-0.032913849573,-0.021273240662,0.054187090235,10.4,-2.3
12.016,0.0066,0.002,-0.2779,-0.4984,0.7735,-0.010481506624,-0.042269507427,0.05275101405,6.6,2.0
12.017,0.007,0.0014,0.008,-0.6818,0.6785,0.047035730259,-0.077600833039,0.030565102781,7.0,1.4
12.018,0.0097,-0.0026,0.2945,-0.784,0.4885,0.087581296014,-0.074310739816,-0.013270556198,9.700000000000001,-2.6
12.019,0.0112,-0.0047,0.5632,-0.7659,0.1991,0.078708064688,-0.04704968828,-0.031658376408,11.2,-4.7
12.02,0.0096,-0.0029,0.7188,-0.629,-0.0887,0.060665104523,-0.030567529523,-0.030097575,9.6,-2.9
12.021,0.0077,-0.0001,0.7882,-0.41,-0.3792,0.056178224009,-0.006967504634,-0.049210719375,7.7,-0.1
12.022,0.0079,-0.0003,0.7434,-0.1224,-0.6178,0.037311516386,0.039444121141,-0.076755637527,7.9,-0.3
12.023,0.0093,-0.003,0.5734,0.1808,-0.7515,0.001192137861,0.072980636611,-0.074172774472,9.299999999999999,-3.0
12.024,0.0099,-0.0045,0.3369,0.4564,-0.7898,-0.021885508016,0.074008597567,-0.052123089551,9.9,-4.5
12.025,0.0092,-0.0033,0.0405,0.6695,-0.7073,-0.032392047543,0.065587079479,-0.033195031936,9.2,-3.3
12.026,0.0083,-0.0015,-0.2643,0.7827,-0.5166,-0.050588110402,0.060912321148,-0.010324210746,8.3,-1.5
12.027,0.0083,-0.0014,-0.5224,0.7826,-0.2587,-0.071681432889,0.047462566729,0.02421886616,8.3,-1.4
12.028,0.0091,-0.0026,-0.714,0.6697,0.0448,-0.075371163465,0.021122168238,0.054248995226,9.1,-2.6
12.029,0.0095,-0.0033,-0.7976,0.4573,0.3411,-0.061521731213,-0.003443254693,0.064964985906,9.5,-3.3
12.03,0.0091,-0.0025,-0.7635,0.1792,0.585,-0.044014723183,-0.021307499295,0.065322222478,9.1,-2.5
12.031,0.0085,-0.0014,-0.6228,-0.1252,0.7492,-0.022553424342,-0.04296514875,0.065518573092,8.5,-1.4
12.032,0.0085,-0.0014,-0.3869,-0.4126,0.801,0.007734666035,-0.065357505423,0.057622839389,8.5,-1.4
12.033,0.009,-0.0021,-0.096,-0.6388,0.7364,0.037139858878,-0.07421777299,0.037077914112,9.0,-2.1
12.034,0.0093,-0.0025,0.2077,-0.7724,0.5663,0.054979165159,-0.067523723026,0.012544557867,9.299999999999999,-2.5
12.035,0.0091,-0.0021,0.4838,-0.7933,0.3109,0.06374142419,-0.053281162608,-0.010460261582,9.1,-2.1
12.036,0.0087,-0.0015,0.6873,-0.6976,0.0114,0.068248679458,-0.033577915962,-0.034670763496,8.7,-1.5
12.037,0.0087,-0.0014,0.7909,-0.5,-0.2898,0.064455166,-0.006478608087,-0.057976557913,8.7,-1.4
12.038,0.009,-0.0018,0.7797,-0.2287,-0.5501,0.048581063215,0.022510371806,-0.071091435021,9.0,-1.8
12.039,0.0092,-0.002,0.6529,0.0768,-0.7288,0.025644083252,0.044657268737,-0.070301351989,9.2,-2.0
12.04,0.0091,-0.0018,0.4312,0.3715,-0.8017,0.001148485899,0.059048290122,-0.060196776021,9.1,-1.8
12.041,0.0088,-0.0015,0.1458,0.6127,-0.7575,-0.024560958119,0.067724962698,-0.043164004579,8.8,-1.5
12.042,0.0088,-0.0015,-0.1622,0.7649,-0.6017,-0.048938913786,0.067737936439,-0.018799022653,8.8,-1.5
12.043,0.009,-0.0017,-0.4465,0.8056,-0.3581,-0.065181445215,0.05627130942,0.008910135794,9.0,-1.7
12.044,0.009,-0.0019,-0.6666,0.729,-0.0614,-0.069717611588,0.036298747923,0.033418863666,9.0,-1.9
12.045,0.009,-0.0017,-0.7899,0.5457,0.2451,-0.064421421917,0.01232518273,0.052096239188,9.0,-1.7
12.046,0.0088,-0.0016,-0.7979,0.2827,0.5161,-0.051000313181,-0.013697237844,0.064697551025,8.8,-1.6
12.047,0.0088,-0.0016,-0.6898,-0.0218,0.7125,-0.029730388598,-0.039096080091,0.068826468689,8.8,-1.6
12.048,0.0089,-0.0017,-0.4809,-0.3235,0.8052,-0.003513125645,-0.058457472683,0.061970598328,8.9,-1.7
12.049,0.0089,-0.0018,-0.2015,-0.5781,0.7804,0.0223456384,-0.067905594029,0.045559955628,8.9,-1.8
12.05,0.0089,-0.0018,0.1073,-0.7484,0.6419,0.044327346948,-0.067449415507,0.02312206856,8.9,-1.8
12.051,0.0088,-0.0017,0.4008,-0.8094,0.4094,0.060663174063,-0.057931316705,-0.002731857359,8.8,-1.7
12.052,0.0088,-0.0016,0.6358,-0.752,0.1169,0.068770075548,-0.039844899429,-0.028925176119,8.8,-1.6
12.053,0.0089,-0.0017,0.778,-0.5845,-0.1928,0.066339971867,-0.015591555437,-0.05074841643,8.9,-1.7
12.054,0.0089,-0.0018,0.8065,-0.3312,-0.4746,0.053911901622,0.010447469151,-0.064359370773,8.9,-1.8
12.055,0.0089,-0.0017,0.7169,-0.0289,-0.6873,0.034109755038,0.034449781728,-0.068559536766,8.9,-1.7
12.056,0.0089,-0.0016,0.5222,0.2781,-0.7997,0.009631991167,0.053794026479,-0.063426017646,8.9,-1.6
12.057,0.0089,-0.0015,0.2507,0.5451,-0.7952,-0.016474757715,0.065795835042,-0.049321077327,8.9,-1.5
12.058,0.0089,-0.0015,-0.0581,0.7329,-0.6742,-0.040097485369,0.068119442977,-0.028021957609,8.9,-1.5
12.059,0.0089,-0.0015,-0.3589,0.8139,-0.4544,-0.057451379198,0.060462611622,-0.003011232424,8.9,-1.5
12.06,0.0089,-0.0015,-0.608,0.7763,-0.1677,-0.066482138462,0.044420566779,0.022061571682,8.9,-1.5
12.061,0.0088,-0.0014,-0.7686,0.6252,0.144,-0.066342547414,0.022228921854,0.04411362556,8.8,-1.4
12.062,0.0088,-0.0013,-0.8174,0.3826,0.4353,-0.056811296443,-0.003288516767,0.06009981321,8.8,-1.3
12.063,0.0088,-0.0013,-0.7469,0.0839,0.6634,-0.038974823904,-0.028357436321,0.067332260225,8.8,-1.3
12.064,0.0088,-0.0013,-0.5672,-0.2273,0.7951,-0.015551900289,-0.049101856586,0.064653756875,8.8,-1.3
12.065,0.0088,-0.0013,-0.3046,-0.5056,0.8108,0.009995637434,-0.062669894143,0.052674256709,8.8,-1.3
12.066,0.0088,-0.0013,0.0027,-0.7103,0.7081,0.03420200232,-0.067317249461,0.033115247141,8.8,-1.3
12.067,0.0088,-0.0013,0.3098,-0.8112,0.5019,0.053603594296,-0.062218361087,0.008614766792,8.8,-1.3
12.068,0.0088,-0.0013,0.5719,-0.7936,0.2221,0.065115569916,-0.047923746692,-0.017191823224,8.8,-1.3
12.069,0.0088,-0.0013,0.7506,-0.6598,-0.0903,0.066962081883,-0.026629997187,-0.040332084697,8.8,-1.3
12.07,0.0088,-0.0013,0.8196,-0.4293,-0.3899,0.059055710982,-0.001579805394,-0.057475905588,8.8,-1.3
12.071,0.0088,-0.0013,0.7687,-0.1355,-0.6327,0.042651465554,0.023647652753,-0.066299118307,8.8,-1.3
12.072,0.0088,-0.0013,0.6051,0.1785,-0.7833,0.020094920659,0.045431375249,-0.065526295908,8.8,-1.3
12.073,0.0088,-0.0012,0.3527,0.467,-0.8193,-0.005285660135,0.060517964303,-0.055232304168,8.8,-1.2
12.074,0.0088,-0.0012,0.0482,0.6877,-0.7356,-0.02970229906,0.066721953551,-0.037019654491,8.8,-1.2
12.075,0.0088,-0.0012,-0.2639,0.8082,-0.544,-0.049678820492,0.063311939177,-0.013633118685,8.8,-1.2
12.076,0.0088,-0.0012,-0.538,0.8108,-0.2725,-0.062487473349,0.050885778793,0.011601694556,8.8,-1.2
12.077,0.0088,-0.0011,-0.7339,0.695,0.0393,-0.066325080028,0.031200374507,0.035124705521,8.8,-1.1
12.078,0.0088,-0.0011,-0.8229,0.4774,0.3459,-0.060597706218,0.007071263547,0.05352644267,8.8,-1.1
12.079,0.0088,-0.0011,-0.7919,0.1899,0.6024,-0.046143415756,-0.017994156847,0.064137572603,8.8,-1.1
12.08,0.0088,-0.0011,-0.6452,-0.1258,0.7713,-0.025073975644,-0.040405530536,0.065479506181,8.8,-1.1
12.081,0.0088,-0.0011,-0.404,-0.4233,0.8277,-0.000391668997,-0.056986676339,0.057378345336,8.8,-1.1
12.082,0.0088,-0.0011,-0.1036,-0.6593,0.7632,0.024370531505,-0.065325789358,0.040955257853,8.8,-1.1
12.083,0.0088,-0.001,0.2122,-0.799,0.5871,0.045584242436,-0.064152098499,0.018567856063,8.8,-1.0
12.084,0.0088,-0.001,0.4973,-0.822,0.3251,0.060122454531,-0.053629186651,-0.00649326788,8.8,-1.0
12.085,0.0088,-0.001,0.7099,-0.7248,0.0152,0.065889739445,-0.035329869435,-0.03055987001,8.8,-1.0
12.086,0.0088,-0.001,0.8188,-0.5213,-0.2972,0.062089167961,-0.011940191266,-0.050148976695,8.8,-1.0
12.087,0.0088,-0.001,0.808,-0.2412,-0.5665,0.049297456205,0.013127615263,-0.062425071468,8.8,-1.0
12.088,0.0088,-0.001,0.6788,0.0746,-0.7532,0.02940989466,0.036205666022,-0.065615560682,8.8,-1.0
12.089,0.0088,-0.001,0.4501,0.3801,-0.8299,0.005367526978,0.053943165439,-0.059310692417,8.8,-1.0
12.09,0.0088,-0.0009,0.1551,0.6304,-0.7852,-0.019327096143,0.06382730428,-0.044500208137,8.8,-0.9
12.091,0.0088,-0.0009,-0.1631,0.7889,-0.6255,-0.041137178023,0.064503627481,-0.023366449458,8.8,-0.9
12.092,0.0088,-0.0009,-0.458,0.8323,-0.3741,-0.056958152187,0.055918038305,0.001040113882,8.8,-0.9
12.093,0.0088,-0.0009,-0.6865,0.7541,-0.0674,-0.064536793628,0.039327109243,0.025209684386,8.8,-0.9
12.094,0.0087,-0.0008,-0.8149,0.5656,0.2495,-0.062805751589,0.017132255069,0.045673496519,8.7,-0.8
12.095,0.0087,-0.0008,-0.8244,0.2941,0.5305,-0.052033441217,-0.007474993796,0.059508435013,8.7,-0.8
12.096,0.0087,-0.0008,-0.7135,-0.0207,0.7343,-0.033768177785,-0.030967568375,0.064735746159,8.7,-0.8
12.097,0.0087,-0.0008,-0.4981,-0.3328,0.8311,-0.010629513994,-0.049959770576,0.06058928457,8.7,-0.8
12.098,0.0087,-0.0008,-0.2097,-0.5965,0.8065,0.014036894781,-0.061686716887,0.047649822106,8.7,-0.8
12.099,0.0087,-0.0008,0.1097,-0.7733,0.6639,0.036639956686,-0.064431679455,0.02779172277,8.7,-0.8
12.1,0.0087,-0.0008,0.4133,-0.8372,0.4241,0.053885368155,-0.05779737223,0.003912004075,8.7,-0.8
12.101,0.0087,-0.0007,0.6568,-0.7785,0.1219,0.063265694048,-0.042763169556,-0.020502524491,8.7,-0.7
12.102,0.0087,-0.0007,0.8044,-0.6059,-0.1983,0.06342751622,-0.021540181624,-0.041887334596,8.7,-0.7
12.103,0.0087,-0.0007,0.8344,-0.3442,-0.49,0.054376558481,0.002752637694,-0.057129196176,8.7,-0.7
12.104,0.0087,-0.0007,0.7423,-0.0318,-0.7103,0.037476357948,0.026560337957,-0.064036695905,8.7,-0.7
12.105,0.0087,-0.0007,0.5413,0.2857,-0.8269,0.015226890144,0.046431907549,-0.061658797692,8.7,-0.7
12.106,0.0087,-0.0007,0.2608,0.562,-0.8226,-0.009124260982,0.059522800168,-0.050398539185,8.7,-0.7
12.107,0.0087,-0.0006,-0.0584,0.7564,-0.6979,-0.032058646477,0.063988213992,-0.031929567514,8.7,-0.6
12.108,0.0087,-0.0006,-0.3696,0.8405,-0.4708,-0.050287671028,0.059230864804,-0.008943193776,8.7,-0.6
12.109,0.0087,-0.0006,-0.6272,0.8018,-0.1745,-0.061216611961,0.045973832927,0.015242779033,8.7,-0.6
12.11,0.0087,-0.0006,-0.7935,0.6458,0.1479,-0.063304164369,0.026145668959,0.03715849541,8.7,-0.6
12.111,0.0087,-0.0005,-0.844,0.3951,0.4491,-0.056269066764,0.002601864548,0.053667202217,8.7,-0.5
12.112,0.0087,-0.0005,-0.7711,0.0863,0.685,-0.041127870697,-0.021272680853,0.06240055155,8.7,-0.5
12.113,0.0087,-0.0005,-0.5854,-0.2355,0.8211,-0.020061147975,-0.042036059011,0.062097206986,8.7,-0.5
12.114,0.0087,-0.0005,-0.3139,-0.5232,0.8373,0.003886926072,-0.056682886551,0.052795960479,8.7,-0.5
12.115,0.0086,-0.0005,0.0039,-0.7347,0.731,0.027243470832,-0.063086254873,0.03584278404,8.6,-0.5
12.116,0.0086,-0.0005,0.3214,-0.8389,0.5176,0.04661258858,-0.060315987875,0.013703399295,8.6,-0.5
12.117,0.0086,-0.0005,0.5923,-0.8204,0.2283,0.059176109989,-0.048783250222,-0.010392859767,8.6,-0.5
12.118,0.0086,-0.0005,0.7767,-0.6818,-0.0949,0.063114945059,-0.030185998279,-0.03292894678,8.6,-0.5
12.119,0.0086,-0.0004,0.8477,-0.4431,-0.4045,0.057881895776,-0.007256431968,-0.050625463808,8.6,-0.4
12.12,0.0086,-0.0004,0.7946,-0.1392,-0.6553,0.044277117051,0.016651676562,-0.060928793613,8.6,-0.4
12.121,0.0086,-0.0004,0.625,0.1856,-0.8105,0.024316517717,0.038064774707,-0.062381292424,8.6,-0.4
12.122,0.0086,-0.0004,0.3636,0.4837,-0.8472,0.000922247062,0.053898291855,-0.054820538917,8.6,-0.4
12.123,0.0086,-0.0004,0.0486,0.7114,-0.7599,-0.022511593451,0.061897646453,-0.039386053003,8.6,-0.4
12.124,0.0086,-0.0003,-0.2741,0.8354,-0.5613,-0.042611699467,0.060950952462,-0.018339252995,8.6,-0.3
12.125,0.0086,-0.0003,-0.5572,0.8373,-0.2801,-0.056504711117,0.051233272406,0.005271438711,8.6,-0.3
12.126,0.0086,-0.0003,-0.7592,0.7168,0.0425,-0.06221716564,0.03416938895,0.028047776689,8.6,-0.3
12.127,0.0086,-0.0003,-0.8504,0.4911,0.3594,-0.058947346949,0.012226938573,0.046720408376,8.6,-0.3
12.128,0.0086,-0.0003,-0.8173,0.1933,0.6241,-0.047177276317,-0.011431403724,0.05860868004,8.6,-0.3
12.129,0.0086,-0.0002,-0.6647,-0.1332,0.7979,-0.028608657651,-0.033393959303,0.062002616954,8.6,-0.2
12.13,0.0086,-0.0002,-0.4146,-0.4405,0.8552,-0.005926391247,-0.050486810216,0.056413201463,8.6,-0.2
12.131,0.0086,-0.0002,-0.1035,-0.6838,0.7874,0.017582378714,-0.060233841141,0.042651462427,8.6,-0.2
12.132,0.0086,-0.0002,0.2231,-0.8273,0.6043,0.038503125923,-0.061222655745,0.022719529823,8.6,-0.2
12.133,0.0086,-0.0002,0.5174,-0.8498,0.3325,0.053795317003,-0.053318775142,-0.000476541861,8.6,-0.2
12.134,0.0086,-0.0002,0.7363,-0.7479,0.0116,0.061243845131,-0.037690088684,-0.023553756447,8.6,-0.2
12.135,0.0086,-0.0002,0.8477,-0.5363,-0.3113,0.059787647805,-0.016633407095,-0.04315424071,8.6,-0.2
12.136,0.0086,-0.0002,0.835,-0.2458,-0.5891,0.0496722542,0.006770187334,-0.056442441534,8.6,-0.2
12.137,0.0086,-0.0001,0.7,0.0811,-0.781,0.032404067403,0.029115019958,-0.061519087362,8.6,-0.1
