All calculations,VPHa,VPHb,VPHc
"Time in s","Voltage in p.u.","Voltage in p.u.","Voltage in p.u."
12.2692,0.2726,0.6388,-0.9115
12.2693,0.2379,0.6648,-0.9027
12.2694,0.2030,0.6897,-0.8927
12.2695,0.1676,0.7137,-0.8813
12.2696,0.1320,0.7367,-0.8687
12.2697,0.0962,0.7585,-0.8547
12.2698,0.0603,0.7791,-0.8394
12.2699,0.0242,0.7986,-0.8228
12.2700,-0.0055,0.8138,-0.8082
12.2701,-0.0237,0.8224,-0.7987
12.2701,-0.0479,0.8336,-0.7857
12.2702,-0.0839,0.8495,-0.7655
12.2703,-0.1198,0.8641,-0.7443
12.2704,-0.1555,0.8774,-0.7219
12.2705,-0.1910,0.8895,-0.6985
12.2706,-0.2262,0.9003,-0.6741
12.2707,-0.2611,0.9097,-0.6487
12.2708,-0.2956,0.9177,-0.6222
12.2709,-0.3297,0.9244,-0.5947
12.2710,-0.3574,0.9288,-0.5715
12.2711,-0.3740,0.9309,-0.5568
12.2711,-0.3960,0.9331,-0.5371
12.2712,-0.4285,0.9356,-0.5071
12.2713,-0.4603,0.9368,-0.4764
12.2714,-0.4914,0.9365,-0.4451
12.2715,-0.5219,0.9349,-0.4131
12.2716,-0.5516,0.9320,-0.3804
12.2717,-0.5805,0.9276,-0.3472
12.2718,-0.6084,0.9218,-0.3134
12.2719,-0.6355,0.9146,-0.2791
12.2720,-0.6571,0.9077,-0.2506
12.2721,-0.6698,0.9028,-0.2329
12.2721,-0.6864,0.8958,-0.2094
12.2722,-0.7106,0.8845,-0.1740
12.2723,-0.7337,0.8720,-0.1384
12.2724,-0.7556,0.8582,-0.1026
12.2725,-0.7766,0.8432,-0.0666
12.2726,-0.7964,0.8270,-0.0305
12.2727,-0.8150,0.8094,0.0056
12.2728,-0.8323,0.7906,0.0417
12.2729,-0.8484,0.7706,0.0778
12.2730,-0.8607,0.7533,0.1075
12.2731,-0.8676,0.7421,0.1255
12.2731,-0.8764,0.7269,0.1494
12.2732,-0.8886,0.7036,0.1850
12.2733,-0.8996,0.6792,0.2203
12.2734,-0.9092,0.6539,0.2553
12.2735,-0.9176,0.6276,0.2899
12.2736,-0.9246,0.6004,0.3242
12.2737,-0.9301,0.5723,0.3579
12.2738,-0.9343,0.5433,0.3910
12.2739,-0.9370,0.5134,0.4237
12.2740,-0.9382,0.4882,0.4501
12.2741,-0.9383,0.4724,0.4659
12.2741,-0.9379,0.4512,0.4867
12.2742,-0.9365,0.4192,0.5173
12.2743,-0.9337,0.3866,0.5471
12.2744,-0.9295,0.3534,0.5761
12.2745,-0.9240,0.3197,0.6043
12.2746,-0.9172,0.2855,0.6317
12.2747,-0.9089,0.2509,0.6580
12.2748,-0.8992,0.2159,0.6833
12.2749,-0.8882,0.1805,0.7077
12.2750,-0.8781,0.1511,0.7270
12.2751,-0.8713,0.1331,0.7382
12.2751,-0.8618,0.1090,0.7528
12.2752,-0.8469,0.0730,0.7739
12.2753,-0.8307,0.0369,0.7939
12.2754,-0.8134,0.0008,0.8126
12.2755,-0.7948,-0.0354,0.8303
12.2756,-0.7751,-0.0716,0.8467
12.2757,-0.7542,-0.1076,0.8618
12.2758,-0.7322,-0.1435,0.8756
12.2759,-0.7090,-0.1792,0.8882
12.2760,-0.6891,-0.2084,0.8974
12.2761,-0.6764,-0.2261,0.9025
12.2761,-0.6592,-0.2495,0.9087
12.2762,-0.6329,-0.2843,0.9172
12.2763,-0.6058,-0.3186,0.9244
12.2764,-0.5778,-0.3524,0.9301
12.2765,-0.5489,-0.3857,0.9346
12.2766,-0.5192,-0.4185,0.9377
12.2767,-0.4887,-0.4507,0.9394
12.2768,-0.4575,-0.4821,0.9396
12.2769,-0.4255,-0.5129,0.9384
12.2770,-0.3987,-0.5377,0.9364
12.2771,-0.3820,-0.5524,0.9344
12.2771,-0.3596,-0.5718,0.9314
12.2772,-0.3259,-0.6001,0.9260
12.2773,-0.2917,-0.6276,0.9193
12.2774,-0.2572,-0.6541,0.9112
12.2775,-0.2222,-0.6797,0.9019
12.2776,-0.1868,-0.7044,0.8912
12.2777,-0.1512,-0.7279,0.8791
12.2778,-0.1154,-0.7503,0.8657
12.2779,-0.0793,-0.7716,0.8510
12.2780,-0.0495,-0.7883,0.8379
12.2781,-0.0313,-0.7980,0.8292
12.2781,-0.0070,-0.8104,0.8174
12.2782,0.0293,-0.8282,0.7989
12.2783,0.0655,-0.8448,0.7793
12.2784,0.1015,-0.8601,0.7586
12.2785,0.1375,-0.8742,0.7367
12.2786,0.1733,-0.8871,0.7138
12.2787,0.2088,-0.8985,0.6898
12.2788,0.2439,-0.9086,0.6647
12.2789,0.2788,-0.9174,0.6385
12.2790,0.3072,-0.9235,0.6163
12.2791,0.3244,-0.9266,0.6022
12.2791,0.3470,-0.9303,0.5833
12.2792,0.3805,-0.9349,0.5544
12.2793,0.4134,-0.9381,0.5248
12.2794,0.4456,-0.9400,0.4944
12.2795,0.4773,-0.9405,0.4632
12.2796,0.5083,-0.9397,0.4314
12.2797,0.5385,-0.9374,0.3990
12.2798,0.5678,-0.9337,0.3659
12.2799,0.5964,-0.9285,0.3322
12.2800,0.6192,-0.9232,0.3040
12.2801,0.6327,-0.9193,0.2866
12.2801,0.6504,-0.9137,0.2633
12.2802,0.6761,-0.9044,0.2283
12.2803,0.7009,-0.8939,0.1930
12.2804,0.7246,-0.8820,0.1574
12.2805,0.7473,-0.8688,0.1215
12.2806,0.7690,-0.8544,0.0855
12.2807,0.7894,-0.8387,0.0493
12.2808,0.8086,-0.8217,0.0131
12.2809,0.8267,-0.8034,-0.0233
12.2810,0.8406,-0.7874,-0.0532
12.2811,0.8485,-0.7771,-0.0714
12.2811,0.8586,-0.7629,-0.0956
12.2812,0.8728,-0.7412,-0.1317
12.2813,0.8858,-0.7183,-0.1675
12.2814,0.8975,-0.6944,-0.2030
12.2815,0.9079,-0.6695,-0.2384
12.2816,0.9170,-0.6436,-0.2734
12.2817,0.9247,-0.6168,-0.3079
12.2818,0.9309,-0.5889,-0.3420
12.2819,0.9358,-0.5602,-0.3756
12.2820,0.9387,-0.5359,-0.4029
12.2821,0.9398,-0.5206,-0.4192
12.2821,0.9409,-0.5000,-0.4408
12.2822,0.9415,-0.4689,-0.4726
12.2823,0.9408,-0.4371,-0.5037
12.2824,0.9387,-0.4048,-0.5340
12.2825,0.9353,-0.3717,-0.5636
12.2826,0.9305,-0.3381,-0.5924
12.2827,0.9243,-0.3041,-0.6202
12.2828,0.9166,-0.2695,-0.6471
12.2829,0.9076,-0.2345,-0.6731
12.2830,0.8991,-0.2054,-0.6938
12.2831,0.8933,-0.1874,-0.7059
12.2831,0.8851,-0.1635,-0.7216
12.2832,0.8721,-0.1276,-0.7445
12.2833,0.8578,-0.0915,-0.7662
12.2834,0.8422,-0.0554,-0.7868
12.2835,0.8254,-0.0191,-0.8064
12.2836,0.8075,0.0173,-0.8247
12.2837,0.7882,0.0536,-0.8418
12.2838,0.7678,0.0898,-0.8576
12.2839,0.7462,0.1259,-0.8721
12.2840,0.7275,0.1556,-0.8831
12.2841,0.7156,0.1736,-0.8891
12.2841,0.6993,0.1974,-0.8968
12.2842,0.6745,0.2328,-0.9073
12.2843,0.6487,0.2679,-0.9165
12.2844,0.6219,0.3025,-0.9244
12.2845,0.5942,0.3368,-0.9310
12.2846,0.5657,0.3705,-0.9362
12.2847,0.5363,0.4037,-0.9400
12.2848,0.5060,0.4363,-0.9423
12.2849,0.4750,0.4682,-0.9432
12.2850,0.4489,0.4940,-0.9429
12.2851,0.4326,0.5094,-0.9420
12.2851,0.4107,0.5297,-0.9404
12.2852,0.3777,0.5594,-0.9371
12.2853,0.3441,0.5883,-0.9324
12.2854,0.3101,0.6163,-0.9264
12.2855,0.2756,0.6435,-0.9191
12.2856,0.2406,0.6697,-0.9104
12.2857,0.2054,0.6949,-0.9003
12.2858,0.1697,0.7190,-0.8888
12.2859,0.1338,0.7421,-0.8759
12.2860,0.1041,0.7603,-0.8644
12.2861,0.0858,0.7708,-0.8567
12.2861,0.0615,0.7845,-0.8460
12.2862,0.0251,0.8042,-0.8293
12.2863,-0.0112,0.8227,-0.8114
12.2864,-0.0476,0.8399,-0.7924
12.2865,-0.0839,0.8560,-0.7722
12.2866,-0.1201,0.8709,-0.7508
12.2867,-0.1561,0.8844,-0.7283
12.2868,-0.1918,0.8965,-0.7047
12.2869,-0.2274,0.9073,-0.6800
12.2870,-0.2564,0.9152,-0.6588
12.2871,-0.2739,0.9193,-0.6454
12.2871,-0.2971,0.9244,-0.6273
12.2872,-0.3315,0.9311,-0.5997
12.2873,-0.3653,0.9365,-0.5712
12.2874,-0.3986,0.9404,-0.5419
12.2875,-0.4313,0.9431,-0.5118
12.2876,-0.4635,0.9444,-0.4809
12.2877,-0.4949,0.9442,-0.4493
12.2878,-0.5256,0.9425,-0.4170
12.2879,-0.5555,0.9395,-0.3840
12.2880,-0.5795,0.9359,-0.3564
12.2881,-0.5937,0.9330,-0.3393
12.2881,-0.6124,0.9287,-0.3163
12.2882,-0.6397,0.9215,-0.2818
12.2883,-0.6661,0.9129,-0.2468
12.2884,-0.6914,0.9030,-0.2116
12.2885,-0.7158,0.8918,-0.1760
12.2886,-0.7392,0.8793,-0.1401
12.2887,-0.7614,0.8654,-0.1040
12.2888,-0.7825,0.8502,-0.0678
12.2889,-0.8024,0.8337,-0.0313
12.2890,-0.8179,0.8192,-0.0013
12.2891,-0.8267,0.8097,0.0170
12.2891,-0.8381,0.7967,0.0414
12.2892,-0.8544,0.7765,0.0778
12.2893,-0.8693,0.7553,0.1141
12.2894,-0.8830,0.7330,0.1501
12.2895,-0.8955,0.7095,0.1860
12.2896,-0.9067,0.6851,0.2216
12.2897,-0.9164,0.6596,0.2568
12.2898,-0.9247,0.6330,0.2917
12.2899,-0.9317,0.6055,0.3262
12.2900,-0.9364,0.5821,0.3543
12.2901,-0.9386,0.5674,0.3711
12.2901,-0.9410,0.5476,0.3934
12.2902,-0.9438,0.5175,0.4263
12.2903,-0.9452,0.4867,0.4585
12.2904,-0.9452,0.4551,0.4900
12.2905,-0.9439,0.4229,0.5209
12.2906,-0.9412,0.3901,0.5511
12.2907,-0.9370,0.3567,0.5803
12.2908,-0.9314,0.3227,0.6087
12.2909,-0.9244,0.2882,0.6362
12.2910,-0.9175,0.2594,0.6582
12.2911,-0.9127,0.2416,0.6711
12.2911,-0.9058,0.2179,0.6880
12.2912,-0.8947,0.1822,0.7125
12.2913,-0.8823,0.1463,0.7360
12.2914,-0.8686,0.1103,0.7584
12.2915,-0.8537,0.0740,0.7797
12.2916,-0.8375,0.0376,0.7999
12.2917,-0.8201,0.0012,0.8189
12.2918,-0.8013,-0.0353,0.8366
12.2919,-0.7813,-0.0718,0.8531
12.2920,-0.7640,-0.1017,0.8657
12.2921,-0.7528,-0.1199,0.8728
12.2921,-0.7376,-0.1441,0.8818
12.2922,-0.7143,-0.1801,0.8943
12.2923,-0.6899,-0.2158,0.9056
12.2924,-0.6645,-0.2511,0.9156
12.2925,-0.6382,-0.2861,0.9243
12.2926,-0.6108,-0.3207,0.9316
12.2927,-0.5826,-0.3548,0.9374
12.2928,-0.5535,-0.3884,0.9419
12.2929,-0.5235,-0.4214,0.9449
12.2930,-0.4981,-0.4482,0.9463
12.2931,-0.4823,-0.4642,0.9465
12.2931,-0.4610,-0.4853,0.9463
12.2932,-0.4288,-0.5163,0.9451
12.2933,-0.3960,-0.5465,0.9425
12.2934,-0.3626,-0.5759,0.9385
12.2935,-0.3287,-0.6045,0.9332
12.2936,-0.2943,-0.6323,0.9266
12.2937,-0.2594,-0.6590,0.9185
12.2938,-0.2242,-0.6848,0.9089
12.2939,-0.1885,-0.7095,0.8981
12.2940,-0.1589,-0.7291,0.8881
12.2941,-0.1408,-0.7406,0.8813
12.2941,-0.1165,-0.7554,0.8719
12.2942,-0.0801,-0.7769,0.8571
12.2943,-0.0437,-0.7973,0.8410
12.2944,-0.0073,-0.8164,0.8237
12.2945,0.0292,-0.8344,0.8052
12.2946,0.0657,-0.8512,0.7855
12.2947,0.1021,-0.8667,0.7646
12.2948,0.1383,-0.8808,0.7425
12.2949,0.1744,-0.8937,0.7193
12.2950,0.2039,-0.9033,0.6994
12.2951,0.2218,-0.9084,0.6867
12.2951,0.2455,-0.9149,0.6695
12.2952,0.2806,-0.9237,0.6431
12.2953,0.3153,-0.9312,0.6159
12.2954,0.3494,-0.9372,0.5878
12.2955,0.3832,-0.9420,0.5588
12.2956,0.4164,-0.9454,0.5290
12.2957,0.4489,-0.9473,0.4984
12.2958,0.4808,-0.9477,0.4670
12.2959,0.5120,-0.9468,0.4348
12.2960,0.5371,-0.9449,0.4078
12.2961,0.5520,-0.9431,0.3911
12.2961,0.5716,-0.9402,0.3685
12.2962,0.6004,-0.9350,0.3346
12.2963,0.6282,-0.9285,0.3002
12.2964,0.6551,-0.9206,0.2654
12.2965,0.6812,-0.9113,0.2302
12.2966,0.7062,-0.9008,0.1946
12.2967,0.7301,-0.8888,0.1587
12.2968,0.7529,-0.8755,0.1226
12.2969,0.7747,-0.8609,0.0862
12.2970,0.7917,-0.8478,0.0562
12.2971,0.8015,-0.8392,0.0378
12.2971,0.8141,-0.8274,0.0133
12.2972,0.8323,-0.8090,-0.0233
12.2973,0.8492,-0.7894,-0.0598
12.2974,0.8649,-0.7687,-0.0962
12.2975,0.8794,-0.7468,-0.1325
12.2976,0.8926,-0.7239,-0.1687
12.2977,0.9043,-0.6998,-0.2045
12.2978,0.9147,-0.6747,-0.2401
12.2979,0.9238,-0.6485,-0.2753
12.2980,0.9302,-0.6262,-0.3040
12.2981,0.9334,-0.6121,-0.3214
12.2981,0.9373,-0.5930,-0.3443
12.2982,0.9422,-0.5641,-0.3781
12.2983,0.9457,-0.5343,-0.4114
12.2984,0.9478,-0.5038,-0.4440
12.2985,0.9486,-0.4725,-0.4761
12.2986,0.9480,-0.4405,-0.5075
12.2987,0.9459,-0.4079,-0.5380
12.2988,0.9424,-0.3746,-0.5678
12.2989,0.9374,-0.3407,-0.5967
12.2990,0.9323,-0.3124,-0.6199
12.2991,0.9284,-0.2948,-0.6336
12.2991,0.9229,-0.2714,-0.6515
12.2992,0.9138,-0.2361,-0.6777
12.2993,0.9033,-0.2005,-0.7028
12.2994,0.8916,-0.1647,-0.7269
12.2995,0.8786,-0.1285,-0.7500
12.2996,0.8642,-0.0922,-0.7720
12.2997,0.8486,-0.0558,-0.7928
12.2998,0.8316,-0.0192,-0.8124
12.2999,0.8134,0.0174,-0.8308
12.3000,0.7974,0.0476,-0.8450
12.3001,0.7871,0.0660,-0.8531
12.3001,0.7729,0.0904,-0.8634
12.3002,0.7512,0.1268,-0.8780
12.3003,0.7283,0.1630,-0.8913
12.3004,0.7044,0.1989,-0.9033
12.3005,0.6794,0.2346,-0.9140
12.3006,0.6535,0.2699,-0.9234
12.3007,0.6265,0.3048,-0.9314
12.3008,0.5986,0.3393,-0.9379
12.3009,0.5697,0.3733,-0.9430
12.3010,0.5453,0.4009,-0.9462
12.3011,0.5300,0.4174,-0.9474
12.3011,0.5094,0.4393,-0.9486
12.3012,0.4781,0.4714,-0.9495
12.3013,0.4461,0.5029,-0.9490
12.3014,0.4136,0.5336,-0.9472
12.3015,0.3804,0.5636,-0.9439
12.3016,0.3466,0.5928,-0.9393
12.3017,0.3123,0.6210,-0.9333
12.3018,0.2775,0.6483,-0.9258
12.3019,0.2422,0.6746,-0.9169
12.3020,0.2129,0.6956,-0.9085
12.3021,0.1949,0.7079,-0.9027
12.3021,0.1707,0.7239,-0.8946
12.3022,0.1346,0.7471,-0.8817
12.3023,0.0982,0.7692,-0.8675
12.3024,0.0618,0.7902,-0.8520
12.3025,0.0252,0.8101,-0.8353
12.3026,-0.0115,0.8288,-0.8173
12.3027,-0.0481,0.8462,-0.7981
12.3028,-0.0846,0.8623,-0.7777
12.3029,-0.1211,0.8772,-0.7561
12.3030,-0.1510,0.8884,-0.7374
12.3031,-0.1692,0.8946,-0.7254
12.3031,-0.1933,0.9025,-0.7092
12.3032,-0.2290,0.9133,-0.6843
12.3033,-0.2644,0.9229,-0.6584
12.3034,-0.2994,0.9310,-0.6316
12.3035,-0.3340,0.9379,-0.6038
12.3036,-0.3682,0.9434,-0.5752
12.3037,-0.4017,0.9474,-0.5457
12.3038,-0.4346,0.9499,-0.5153
12.3039,-0.4670,0.9511,-0.4841
12.3040,-0.4931,0.9509,-0.4578
12.3041,-0.5087,0.9501,-0.4415
12.3041,-0.5292,0.9487,-0.4195
12.3042,-0.5593,0.9455,-0.3862
12.3043,-0.5886,0.9411,-0.3525
12.3044,-0.6169,0.9352,-0.3183
12.3045,-0.6445,0.9280,-0.2835
12.3046,-0.6711,0.9195,-0.2484
12.3047,-0.6967,0.9095,-0.2128
12.3048,-0.7211,0.8981,-0.1770
12.3049,-0.7446,0.8854,-0.1408
12.3050,-0.7631,0.8739,-0.1108
12.3051,-0.7738,0.8662,-0.0924
12.3051,-0.7877,0.8556,-0.0679
12.3052,-0.8077,0.8390,-0.0312
12.3053,-0.8265,0.8211,0.0054
12.3054,-0.8441,0.8021,0.0420
12.3055,-0.8606,0.7819,0.0787
12.3056,-0.8757,0.7605,0.1152
12.3057,-0.8895,0.7380,0.1515
12.3058,-0.9020,0.7144,0.1876
12.3059,-0.9131,0.6896,0.2235
12.3060,-0.9212,0.6684,0.2528
12.3061,-0.9255,0.6550,0.2705
12.3061,-0.9307,0.6368,0.2939
12.3062,-0.9377,0.6091,0.3287
12.3063,-0.9433,0.5805,0.3629
12.3064,-0.9476,0.5511,0.3965
12.3065,-0.9504,0.5208,0.4296
12.3066,-0.9520,0.4898,0.4621
12.3067,-0.9520,0.4581,0.4939
12.3068,-0.9505,0.4256,0.5249
12.3069,-0.9477,0.3924,0.5552
12.3070,-0.9442,0.3647,0.5795
12.3071,-0.9414,0.3474,0.5940
12.3071,-0.9372,0.3243,0.6129
12.3072,-0.9301,0.2896,0.6406
12.3073,-0.9217,0.2544,0.6673
12.3074,-0.9119,0.2189,0.6930
12.3075,-0.9008,0.1831,0.7178
12.3076,-0.8884,0.1469,0.7415
12.3077,-0.8747,0.1106,0.7641
12.3078,-0.8595,0.0741,0.7854
12.3079,-0.8431,0.0374,0.8057
12.3080,-0.8286,0.0071,0.8215
12.3081,-0.8191,-0.0114,0.8305
12.3081,-0.8061,-0.0360,0.8421
12.3082,-0.7860,-0.0727,0.8587
12.3083,-0.7647,-0.1092,0.8740
12.3084,-0.7424,-0.1456,0.8880
12.3085,-0.7189,-0.1818,0.9007
12.3086,-0.6944,-0.2178,0.9122
12.3087,-0.6688,-0.2534,0.9222
12.3088,-0.6422,-0.2886,0.9308
12.3089,-0.6146,-0.3234,0.9380
12.3090,-0.5912,-0.3518,0.9429
12.3091,-0.5764,-0.3688,0.9452
12.3091,-0.5565,-0.3913,0.9478
12.3092,-0.5263,-0.4246,0.9508
12.3093,-0.4953,-0.4571,0.9525
12.3094,-0.4637,-0.4890,0.9527
12.3095,-0.4313,-0.5203,0.9516
12.3096,-0.3983,-0.5508,0.9490
12.3097,-0.3647,-0.5804,0.9451
12.3098,-0.3305,-0.6091,0.9396
12.3099,-0.2957,-0.6370,0.9327
12.3100,-0.2668,-0.6592,0.9260
12.3101,-0.2489,-0.6723,0.9212
12.3101,-0.2250,-0.6894,0.9144
12.3102,-0.1891,-0.7143,0.9034
12.3103,-0.1530,-0.7382,0.8911
12.3104,-0.1167,-0.7609,0.8775
12.3105,-0.0801,-0.7826,0.8627
12.3106,-0.0434,-0.8031,0.8466
12.3107,-0.0067,-0.8224,0.8291
12.3108,0.0300,-0.8404,0.8104
12.3109,0.0668,-0.8572,0.7904
12.3110,0.0970,-0.8701,0.7731
12.3111,0.1154,-0.8773,0.7619
12.3111,0.1398,-0.8865,0.7467
12.3112,0.1761,-0.8994,0.7233
12.3113,0.2121,-0.9110,0.6989
12.3114,0.2477,-0.9212,0.6735
12.3115,0.2831,-0.9301,0.6470
12.3116,0.3181,-0.9377,0.6197
12.3117,0.3525,-0.9438,0.5913
12.3118,0.3864,-0.9485,0.5621
12.3119,0.4198,-0.9518,0.5320
12.3120,0.4468,-0.9534,0.5065
12.3121,0.4630,-0.9536,0.4906
12.3121,0.4843,-0.9535,0.4692
12.3122,0.5157,-0.9525,0.4369
12.3123,0.5463,-0.9501,0.4039
12.3124,0.5760,-0.9463,0.3703
12.3125,0.6050,-0.9412,0.3362
12.3126,0.6331,-0.9347,0.3016
12.3127,0.6602,-0.9267,0.2665
12.3128,0.6863,-0.9173,0.2310
12.3129,0.7114,-0.9065,0.1952
12.3130,0.7313,-0.8966,0.1654
12.3131,0.7429,-0.8899,0.1471
12.3131,0.7580,-0.8806,0.1226
12.3132,0.7798,-0.8658,0.0860
12.3133,0.8004,-0.8498,0.0493
12.3134,0.8199,-0.8325,0.0126
12.3135,0.8382,-0.8140,-0.0242
12.3136,0.8554,-0.7944,-0.0610
12.3137,0.8711,-0.7735,-0.0977
12.3138,0.8856,-0.7514,-0.1342
12.3139,0.8987,-0.7281,-0.1706
12.3140,0.9085,-0.7082,-0.2003
12.3141,0.9138,-0.6954,-0.2184
12.3141,0.9205,-0.6782,-0.2423
12.3142,0.9295,-0.6518,-0.2777
12.3143,0.9372,-0.6245,-0.3128
12.3144,0.9436,-0.5963,-0.3473
12.3145,0.9485,-0.5672,-0.3814
12.3146,0.9522,-0.5372,-0.4149
12.3147,0.9543,-0.5065,-0.4478
12.3148,0.9549,-0.4750,-0.4800
12.3149,0.9542,-0.4427,-0.5115
12.3150,0.9524,-0.4155,-0.5369
12.3151,0.9507,-0.3987,-0.5520
12.3151,0.9479,-0.3760,-0.5719
12.3152,0.9429,-0.3419,-0.6010
12.3153,0.9365,-0.3073,-0.6292
12.3154,0.9287,-0.2723,-0.6564
12.3155,0.9196,-0.2368,-0.6828
12.3156,0.9092,-0.2010,-0.7081
12.3157,0.8973,-0.1649,-0.7324
12.3158,0.8841,-0.1286,-0.7555
12.3159,0.8695,-0.0919,-0.7776
12.3160,0.8565,-0.0617,-0.7948
12.3161,0.8479,-0.0431,-0.8048
12.3161,0.8361,-0.0184,-0.8177
12.3162,0.8177,0.0184,-0.8361
12.3163,0.7981,0.0552,-0.8534
12.3164,0.7774,0.0919,-0.8693
12.3165,0.7555,0.1285,-0.8841
12.3166,0.7326,0.1650,-0.8976
12.3167,0.7085,0.2011,-0.9096
12.3168,0.6833,0.2370,-0.9203
12.3169,0.6570,0.2726,-0.9296
12.3170,0.6346,0.3016,-0.9362
12.3171,0.6205,0.3190,-0.9395
12.3171,0.6014,0.3422,-0.9436
12.3172,0.5723,0.3764,-0.9487
12.3173,0.5424,0.4100,-0.9524
12.3174,0.5118,0.4429,-0.9547
12.3175,0.4804,0.4753,-0.9557
12.3176,0.4482,0.5070,-0.9553
12.3177,0.4154,0.5379,-0.9534
12.3178,0.3820,0.5680,-0.9500
12.3179,0.3479,0.5973,-0.9452
12.3180,0.3194,0.6208,-0.9402
12.3181,0.3018,0.6346,-0.9364
12.3181,0.2782,0.6528,-0.9310
12.3182,0.2427,0.6793,-0.9219
12.3183,0.2069,0.7047,-0.9116
12.3184,0.1708,0.7291,-0.9000
12.3185,0.1344,0.7526,-0.8870
12.3186,0.0978,0.7749,-0.8727
12.3187,0.0611,0.7960,-0.8571
12.3188,0.0243,0.8159,-0.8402
12.3189,-0.0126,0.8346,-0.8220
12.3190,-0.0430,0.8490,-0.8060
12.3191,-0.0615,0.8572,-0.7957
12.3191,-0.0862,0.8677,-0.7816
12.3192,-0.1228,0.8826,-0.7598
12.3193,-0.1593,0.8962,-0.7369
12.3194,-0.1955,0.9085,-0.7129
12.3195,-0.2315,0.9195,-0.6879
12.3196,-0.2672,0.9291,-0.6619
12.3197,-0.3024,0.9373,-0.6349
12.3198,-0.3372,0.9441,-0.6069
12.3199,-0.3715,0.9494,-0.5779
12.3200,-0.3993,0.9527,-0.5534
12.3201,-0.4161,0.9541,-0.5380
12.3201,-0.4381,0.9554,-0.5173
12.3202,-0.4706,0.9565,-0.4859
12.3203,-0.5024,0.9562,-0.4538
12.3204,-0.5334,0.9545,-0.4211
12.3205,-0.5637,0.9514,-0.3877
12.3206,-0.5932,0.9470,-0.3537
12.3207,-0.6218,0.9411,-0.3193
12.3208,-0.6494,0.9337,-0.2843
12.3209,-0.6761,0.9249,-0.2488
12.3210,-0.6973,0.9166,-0.2193
12.3211,-0.7097,0.9109,-0.2011
12.3211,-0.7260,0.9028,-0.1768
12.3212,-0.7495,0.8899,-0.1404
12.3213,-0.7720,0.8758,-0.1038
12.3214,-0.7932,0.8604,-0.0671
12.3215,-0.8134,0.8437,-0.0303
12.3216,-0.8324,0.8258,0.0066
12.3217,-0.8501,0.8066,0.0435
12.3218,-0.8665,0.7862,0.0803
12.3219,-0.8816,0.7645,0.1171
12.3220,-0.8931,0.7458,0.1473
12.3221,-0.8994,0.7339,0.1656
12.3221,-0.9074,0.7176,0.1899
12.3222,-0.9185,0.6926,0.2259
12.3223,-0.9283,0.6667,0.2616
12.3224,-0.9367,0.6398,0.2969
12.3225,-0.9438,0.6119,0.3318
12.3226,-0.9495,0.5832,0.3663
12.3227,-0.9537,0.5536,0.4002
12.3228,-0.9565,0.5231,0.4334
12.3229,-0.9578,0.4917,0.4661
12.3230,-0.9578,0.4654,0.4924
12.3231,-0.9571,0.4489,0.5082
12.3231,-0.9557,0.4268,0.5289
12.3232,-0.9528,0.3934,0.5593
12.3233,-0.9484,0.3595,0.5889
12.3234,-0.9427,0.3251,0.6176
12.3235,-0.9356,0.2902,0.6455
12.3236,-0.9272,0.2548,0.6724
12.3237,-0.9173,0.2191,0.6983
12.3238,-0.9060,0.1830,0.7231
12.3239,-0.8934,0.1465,0.7468
12.3240,-0.8819,0.1164,0.7655
12.3241,-0.8743,0.0979,0.7764
12.3241,-0.8637,0.0732,0.7905
12.3242,-0.8471,0.0363,0.8108
12.3243,-0.8293,-0.0007,0.8299
12.3244,-0.8103,-0.0376,0.8478
12.3245,-0.7901,-0.0745,0.8645
12.3246,-0.7687,-0.1113,0.8800
12.3247,-0.7462,-0.1479,0.8940
12.3248,-0.7225,-0.1842,0.9067
12.3249,-0.6977,-0.2204,0.9181
12.3250,-0.6764,-0.2500,0.9264
12.3251,-0.6630,-0.2678,0.9308
12.3251,-0.6447,-0.2915,0.9362
12.3252,-0.6169,-0.3265,0.9434
12.3253,-0.5882,-0.3610,0.9492
12.3254,-0.5587,-0.3949,0.9536
12.3255,-0.5283,-0.4284,0.9567
12.3256,-0.4972,-0.4612,0.9584
12.3257,-0.4653,-0.4933,0.9586
12.3258,-0.4327,-0.5246,0.9573
12.3259,-0.3994,-0.5552,0.9546
12.3260,-0.3714,-0.5798,0.9513
12.3261,-0.3541,-0.5944,0.9485
12.3261,-0.3309,-0.6135,0.9444
12.3262,-0.2960,-0.6415,0.9375
12.3263,-0.2606,-0.6685,0.9291
12.3264,-0.2249,-0.6945,0.9195
12.3265,-0.1888,-0.7196,0.9084
12.3266,-0.1525,-0.7436,0.8961
12.3267,-0.1159,-0.7665,0.8824
12.3268,-0.0791,-0.7882,0.8673
12.3269,-0.0422,-0.8087,0.8509
12.3270,-0.0117,-0.8247,0.8364
12.3271,0.0069,-0.8339,0.8269
12.3271,0.0317,-0.8457,0.8140
12.3272,0.0687,-0.8625,0.7938
12.3273,0.1055,-0.8780,0.7726
12.3274,0.1421,-0.8923,0.7502
12.3275,0.1786,-0.9053,0.7267
12.3276,0.2149,-0.9170,0.7021
12.3277,0.2507,-0.9273,0.6765
12.3278,0.2862,-0.9361,0.6498
12.3279,0.3214,-0.9435,0.6221
12.3280,0.3500,-0.9486,0.5986
12.3281,0.3672,-0.9510,0.5838
