All calculations,VPHa,VPHb,VPHc
"Time in s","Voltage in p.u.","Voltage in p.u.","Voltage in p.u."
12.4620,0.9517,-0.2777,-0.6740
12.4621,0.9469,-0.2594,-0.6875
12.4621,0.9400,-0.2348,-0.7052
12.4622,0.9288,-0.1979,-0.7309
12.4623,0.9162,-0.1608,-0.7555
12.4624,0.9024,-0.1235,-0.7789
12.4625,0.8872,-0.0859,-0.8013
12.4626,0.8707,-0.0482,-0.8225
12.4627,0.8529,-0.0105,-0.8424
12.4628,0.8337,0.0273,-0.8610
12.4629,0.8133,0.0651,-0.8784
12.4630,0.7956,0.0961,-0.8917
12.4631,0.7841,0.1150,-0.8992
12.4631,0.7685,0.1401,-0.9087
12.4632,0.7446,0.1774,-0.9220
12.4633,0.7195,0.2145,-0.9340
12.4634,0.6935,0.2511,-0.9446
12.4635,0.6664,0.2875,-0.9539
12.4636,0.6383,0.3234,-0.9617
12.4637,0.6093,0.3588,-0.9681
12.4638,0.5793,0.3937,-0.9730
12.4639,0.5484,0.4281,-0.9764
12.4640,0.5223,0.4559,-0.9781
12.4641,0.5059,0.4725,-0.9784
12.4641,0.4840,0.4944,-0.9784
12.4642,0.4508,0.5267,-0.9774
12.4643,0.4169,0.5581,-0.9751
12.4644,0.3825,0.5887,-0.9712
12.4645,0.3475,0.6185,-0.9660
12.4646,0.3120,0.6475,-0.9594
12.4647,0.2760,0.6753,-0.9513
12.4648,0.2395,0.7022,-0.9417
12.4649,0.2027,0.7280,-0.9307
12.4650,0.1721,0.7485,-0.9206
12.4651,0.1533,0.7604,-0.9137
12.4651,0.1282,0.7760,-0.9041
12.4652,0.0906,0.7984,-0.8890
12.4653,0.0530,0.8197,-0.8726
12.4654,0.0152,0.8397,-0.8549
12.4655,-0.0225,0.8586,-0.8360
12.4656,-0.0603,0.8762,-0.8159
12.4657,-0.0979,0.8924,-0.7945
12.4658,-0.1354,0.9073,-0.7719
12.4659,-0.1728,0.9208,-0.7480
12.4660,-0.2034,0.9309,-0.7276
12.4661,-0.2219,0.9364,-0.7145
12.4661,-0.2465,0.9433,-0.6968
12.4662,-0.2829,0.9526,-0.6697
12.4663,-0.3188,0.9606,-0.6417
12.4664,-0.3543,0.9671,-0.6128
12.4665,-0.3892,0.9722,-0.5830
12.4666,-0.4237,0.9760,-0.5523
12.4667,-0.4574,0.9782,-0.5207
12.4668,-0.4905,0.9789,-0.4884
12.4669,-0.5229,0.9781,-0.4553
12.4670,-0.5489,0.9764,-0.4274
12.4671,-0.5644,0.9746,-0.4101
12.4671,-0.5848,0.9717,-0.3869
12.4672,-0.6147,0.9666,-0.3519
12.4673,-0.6437,0.9601,-0.3164
12.4674,-0.6716,0.9521,-0.2805
12.4675,-0.6987,0.9428,-0.2441
12.4676,-0.7247,0.9321,-0.2074
12.4677,-0.7496,0.9200,-0.1704
12.4678,-0.7733,0.9064,-0.1330
12.4679,-0.7960,0.8914,-0.0955
12.4680,-0.8137,0.8781,-0.0644
12.4681,-0.8239,0.8693,-0.0454
12.4681,-0.8371,0.8572,-0.0201
12.4682,-0.8561,0.8383,0.0177
12.4683,-0.8738,0.8183,0.0555
12.4684,-0.8901,0.7970,0.0931
12.4685,-0.9053,0.7746,0.1307
12.4686,-0.9191,0.7510,0.1680
12.4687,-0.9314,0.7263,0.2051
12.4688,-0.9424,0.7005,0.2419
12.4689,-0.9519,0.6736,0.2784
12.4690,-0.9587,0.6506,0.3081
12.4691,-0.9621,0.6361,0.3260
12.4691,-0.9662,0.6165,0.3497
12.4692,-0.9714,0.5867,0.3848
12.4693,-0.9752,0.5560,0.4192
12.4694,-0.9776,0.5246,0.4530
12.4695,-0.9786,0.4924,0.4862
12.4696,-0.9781,0.4594,0.5187
12.4697,-0.9762,0.4258,0.5504
12.4698,-0.9727,0.3915,0.5812
12.4699,-0.9677,0.3565,0.6112
12.4700,-0.9626,0.3273,0.6352
12.4701,-0.9587,0.3093,0.6494
12.4701,-0.9531,0.2851,0.6680
12.4702,-0.9438,0.2487,0.6951
12.4703,-0.9332,0.2120,0.7212
12.4704,-0.9212,0.1750,0.7462
12.4705,-0.9079,0.1377,0.7702
12.4706,-0.8932,0.1002,0.7930
12.4707,-0.8772,0.0626,0.8146
12.4708,-0.8598,0.0249,0.8349
12.4709,-0.8411,-0.0129,0.8541
12.4710,-0.8248,-0.0441,0.8688
12.4711,-0.8142,-0.0631,0.8772
12.4711,-0.7997,-0.0883,0.8880
12.4712,-0.7773,-0.1259,0.9032
12.4713,-0.7538,-0.1632,0.9170
12.4714,-0.7292,-0.2003,0.9295
12.4715,-0.7036,-0.2372,0.9407
12.4716,-0.6769,-0.2737,0.9506
12.4717,-0.6492,-0.3097,0.9589
12.4718,-0.6204,-0.3453,0.9658
12.4719,-0.5907,-0.3805,0.9712
12.4720,-0.5656,-0.4090,0.9746
12.4721,-0.5498,-0.4261,0.9759
12.4721,-0.5286,-0.4487,0.9772
12.4722,-0.4963,-0.4819,0.9783
12.4723,-0.4635,-0.5144,0.9779
12.4724,-0.4299,-0.5462,0.9761
12.4725,-0.3957,-0.5771,0.9729
12.4726,-0.3609,-0.6073,0.9682
12.4727,-0.3256,-0.6365,0.9621
12.4728,-0.2897,-0.6647,0.9545
12.4729,-0.2534,-0.6920,0.9454
12.4730,-0.2232,-0.7137,0.9368
12.4731,-0.2046,-0.7264,0.9309
12.4731,-0.1797,-0.7429,0.9226
12.4732,-0.1424,-0.7670,0.9094
12.4733,-0.1049,-0.7899,0.8948
12.4734,-0.0673,-0.8116,0.8789
12.4735,-0.0296,-0.8321,0.8618
12.4736,0.0082,-0.8515,0.8433
12.4737,0.0459,-0.8695,0.8236
12.4738,0.0836,-0.8862,0.8026
12.4739,0.1212,-0.9016,0.7804
12.4740,0.1521,-0.9133,0.7612
12.4741,0.1708,-0.9197,0.7489
12.4741,0.1956,-0.9278,0.7322
12.4742,0.2325,-0.9391,0.7066
12.4743,0.2690,-0.9490,0.6800
12.4744,0.3051,-0.9575,0.6524
12.4745,0.3408,-0.9646,0.6238
12.4746,0.3760,-0.9704,0.5943
12.4747,0.4106,-0.9746,0.5640
12.4748,0.4446,-0.9773,0.5327
12.4749,0.4779,-0.9785,0.5006
12.4750,0.5049,-0.9784,0.4736
12.4751,0.5210,-0.9777,0.4567
12.4751,0.5421,-0.9762,0.4340
12.4752,0.5732,-0.9730,0.3998
12.4753,0.6034,-0.9685,0.3651
12.4754,0.6326,-0.9625,0.3299
12.4755,0.6610,-0.9551,0.2941
12.4756,0.6885,-0.9464,0.2579
12.4757,0.7148,-0.9361,0.2213
12.4758,0.7401,-0.9244,0.1844
12.4759,0.7643,-0.9114,0.1471
12.4760,0.7833,-0.8996,0.1162
12.4761,0.7944,-0.8917,0.0973
12.4761,0.8088,-0.8808,0.0720
12.4762,0.8294,-0.8637,0.0343
12.4763,0.8488,-0.8453,-0.0035
12.4764,0.8670,-0.8258,-0.0412
12.4765,0.8839,-0.8050,-0.0789
12.4766,0.8996,-0.7830,-0.1165
12.4767,0.9138,-0.7599,-0.1539
12.4768,0.9266,-0.7355,-0.1911
12.4769,0.9381,-0.7101,-0.2280
12.4770,0.9465,-0.6883,-0.2582
12.4771,0.9509,-0.6744,-0.2765
12.4771,0.9563,-0.6557,-0.3006
12.4772,0.9635,-0.6272,-0.3363
12.4773,0.9693,-0.5978,-0.3716
12.4774,0.9737,-0.5675,-0.4062
12.4775,0.9767,-0.5364,-0.4403
12.4776,0.9782,-0.5045,-0.4738
12.4777,0.9782,-0.4718,-0.5065
12.4778,0.9768,-0.4384,-0.5384
12.4779,0.9738,-0.4042,-0.5696
12.4780,0.9703,-0.3757,-0.5946
12.4781,0.9674,-0.3579,-0.6095
12.4781,0.9631,-0.3342,-0.6289
12.4782,0.9558,-0.2984,-0.6574
12.4783,0.9471,-0.2622,-0.6849
12.4784,0.9370,-0.2257,-0.7113
12.4785,0.9256,-0.1888,-0.7368
12.4786,0.9128,-0.1516,-0.7612
12.4787,0.8987,-0.1143,-0.7844
12.4788,0.8831,-0.0767,-0.8064
12.4789,0.8661,-0.0389,-0.8272
12.4790,0.8512,-0.0078,-0.8434
12.4791,0.8415,0.0112,-0.8527
12.4791,0.8281,0.0366,-0.8647
12.4792,0.8074,0.0743,-0.8817
12.4793,0.7855,0.1119,-0.8974
12.4794,0.7625,0.1493,-0.9117
12.4795,0.7383,0.1865,-0.9248
12.4796,0.7131,0.2235,-0.9366
12.4797,0.6868,0.2601,-0.9469
12.4798,0.6594,0.2963,-0.9557
12.4799,0.6310,0.3321,-0.9631
12.4800,0.6068,0.3612,-0.9681
12.4801,0.5917,0.3787,-0.9704
12.4801,0.5712,0.4019,-0.9731
12.4802,0.5401,0.4360,-0.9761
12.4803,0.5082,0.4695,-0.9777
12.4804,0.4756,0.5023,-0.9779
12.4805,0.4423,0.5344,-0.9767
12.4806,0.4084,0.5657,-0.9741
12.4807,0.3738,0.5961,-0.9699
12.4808,0.3387,0.6256,-0.9642
12.4809,0.3029,0.6542,-0.9571
12.4810,0.2732,0.6770,-0.9502
12.4811,0.2548,0.6905,-0.9452
12.4811,0.2302,0.7080,-0.9382
12.4812,0.1933,0.7336,-0.9268
12.4813,0.1561,0.7580,-0.9141
12.4814,0.1188,0.7813,-0.9001
12.4815,0.0813,0.8035,-0.8848
12.4816,0.0436,0.8246,-0.8681
12.4817,0.0058,0.8443,-0.8502
12.4818,-0.0319,0.8628,-0.8309
12.4819,-0.0697,0.8800,-0.8103
12.4820,-0.1007,0.8931,-0.7924
12.4821,-0.1196,0.9005,-0.7809
12.4821,-0.1447,0.9099,-0.7652
12.4822,-0.1819,0.9231,-0.7411
12.4823,-0.2189,0.9349,-0.7160
12.4824,-0.2555,0.9453,-0.6898
12.4825,-0.2918,0.9544,-0.6626
12.4826,-0.3277,0.9621,-0.6344
12.4827,-0.3630,0.9682,-0.6053
12.4828,-0.3978,0.9729,-0.5752
12.4829,-0.4320,0.9762,-0.5442
12.4830,-0.4597,0.9777,-0.5180
12.4831,-0.4763,0.9780,-0.5016
12.4831,-0.4982,0.9778,-0.4796
12.4832,-0.5303,0.9767,-0.4463
12.4833,-0.5617,0.9741,-0.4124
12.4834,-0.5921,0.9701,-0.3780
12.4835,-0.6218,0.9647,-0.3429
12.4836,-0.6506,0.9579,-0.3073
12.4837,-0.6783,0.9496,-0.2713
12.4838,-0.7050,0.9398,-0.2348
12.4839,-0.7307,0.9287,-0.1979
12.4840,-0.7510,0.9184,-0.1673
12.4841,-0.7629,0.9114,-0.1485
12.4841,-0.7783,0.9018,-0.1234
12.4842,-0.8006,0.8865,-0.0858
12.4843,-0.8217,0.8699,-0.0482
12.4844,-0.8416,0.8521,-0.0105
12.4845,-0.8603,0.8330,0.0273
12.4846,-0.8777,0.8127,0.0650
12.4847,-0.8938,0.7912,0.1026
12.4848,-0.9085,0.7684,0.1401
12.4849,-0.9218,0.7444,0.1774
12.4850,-0.9318,0.7239,0.2079
12.4851,-0.9371,0.7107,0.2264
12.4851,-0.9439,0.6930,0.2509
12.4852,-0.9530,0.6658,0.2872
12.4853,-0.9608,0.6377,0.3231
12.4854,-0.9671,0.6086,0.3585
12.4855,-0.9721,0.5787,0.3934
12.4856,-0.9756,0.5479,0.4277
12.4857,-0.9776,0.5163,0.4614
12.4858,-0.9781,0.4839,0.4943
12.4859,-0.9772,0.4506,0.5265
12.4860,-0.9753,0.4228,0.5525
12.4861,-0.9734,0.4054,0.5680
12.4861,-0.9704,0.3822,0.5883
12.4862,-0.9651,0.3471,0.6180
12.4863,-0.9584,0.3116,0.6468
12.4864,-0.9503,0.2756,0.6746
12.4865,-0.9407,0.2392,0.7015
12.4866,-0.9299,0.2025,0.7274
12.4867,-0.9176,0.1654,0.7521
12.4868,-0.9038,0.1281,0.7757
12.4869,-0.8887,0.0905,0.7982
12.4870,-0.8752,0.0595,0.8157
12.4871,-0.8664,0.0405,0.8259
12.4871,-0.8541,0.0152,0.8390
12.4872,-0.8351,-0.0226,0.8577
12.4873,-0.8149,-0.0603,0.8752
12.4874,-0.7935,-0.0979,0.8914
12.4875,-0.7709,-0.1354,0.9064
12.4876,-0.7472,-0.1727,0.9200
12.4877,-0.7224,-0.2098,0.9322
12.4878,-0.6964,-0.2465,0.9429
12.4879,-0.6694,-0.2829,0.9522
12.4880,-0.6463,-0.3125,0.9588
12.4881,-0.6318,-0.3304,0.9622
12.4881,-0.6121,-0.3540,0.9661
12.4882,-0.5822,-0.3890,0.9712
12.4883,-0.5515,-0.4233,0.9748
12.4884,-0.5199,-0.4570,0.9770
12.4885,-0.4876,-0.4901,0.9777
12.4886,-0.4546,-0.5225,0.9771
12.4887,-0.4209,-0.5540,0.9749
12.4888,-0.3865,-0.5847,0.9712
12.4889,-0.3515,-0.6146,0.9661
12.4890,-0.3223,-0.6384,0.9608
12.4891,-0.3042,-0.6526,0.9568
12.4891,-0.2800,-0.6711,0.9510
12.4892,-0.2436,-0.6980,0.9416
12.4893,-0.2069,-0.7239,0.9308
12.4894,-0.1699,-0.7488,0.9186
12.4895,-0.1326,-0.7725,0.9051
12.4896,-0.0951,-0.7952,0.8903
12.4897,-0.0575,-0.8166,0.8741
12.4898,-0.0198,-0.8368,0.8566
12.4899,0.0180,-0.8557,0.8377
12.4900,0.0491,-0.8703,0.8212
12.4901,0.0681,-0.8786,0.8105
12.4901,0.0933,-0.8892,0.7959
12.4902,0.1308,-0.9042,0.7734
12.4903,0.1681,-0.9179,0.7498
12.4904,0.2052,-0.9302,0.7251
12.4905,0.2419,-0.9412,0.6993
12.4906,0.2784,-0.9509,0.6725
12.4907,0.3143,-0.9590,0.6447
12.4908,0.3498,-0.9656,0.6158
12.4909,0.3849,-0.9709,0.5860
12.4910,0.4133,-0.9741,0.5608
12.4911,0.4303,-0.9753,0.5450
12.4911,0.4528,-0.9765,0.5236
12.4912,0.4859,-0.9773,0.4914
12.4913,0.5183,-0.9767,0.4584
12.4914,0.5499,-0.9747,0.4248
12.4915,0.5808,-0.9713,0.3905
12.4916,0.6108,-0.9665,0.3557
12.4917,0.6398,-0.9601,0.3203
12.4918,0.6679,-0.9523,0.2844
12.4919,0.6950,-0.9430,0.2481
12.4920,0.7165,-0.9343,0.2178
12.4921,0.7291,-0.9283,0.1992
12.4921,0.7456,-0.9199,0.1743
12.4922,0.7694,-0.9064,0.1370
12.4923,0.7921,-0.8917,0.0996
12.4924,0.8137,-0.8757,0.0620
12.4925,0.8340,-0.8583,0.0243
12.4926,0.8532,-0.8398,-0.0135
12.4927,0.8711,-0.8199,-0.0512
12.4928,0.8875,-0.7987,-0.0888
12.4929,0.9027,-0.7764,-0.1264
12.4930,0.9142,-0.7570,-0.1572
12.4931,0.9205,-0.7447,-0.1759
12.4931,0.9285,-0.7279,-0.2007
12.4932,0.9396,-0.7021,-0.2375
12.4933,0.9493,-0.6754,-0.2739
12.4934,0.9576,-0.6477,-0.3099
12.4935,0.9645,-0.6190,-0.3455
12.4936,0.9700,-0.5894,-0.3806
12.4937,0.9740,-0.5589,-0.4150
12.4938,0.9765,-0.5276,-0.4489
12.4939,0.9775,-0.4954,-0.4821
12.4940,0.9773,-0.4683,-0.5090
12.4941,0.9764,-0.4514,-0.5250
12.4941,0.9747,-0.4287,-0.5460
12.4942,0.9714,-0.3945,-0.5769
12.4943,0.9666,-0.3597,-0.6070
12.4944,0.9604,-0.3244,-0.6361
12.4945,0.9529,-0.2886,-0.6643
12.4946,0.9439,-0.2523,-0.6916
12.4947,0.9335,-0.2157,-0.7178
12.4948,0.9216,-0.1788,-0.7428
12.4949,0.9084,-0.1415,-0.7669
12.4950,0.8964,-0.1106,-0.7857
12.4951,0.8884,-0.0917,-0.7967
12.4951,0.8774,-0.0665,-0.8109
12.4952,0.8601,-0.0287,-0.8314
12.4953,0.8416,0.0090,-0.8506
12.4954,0.8219,0.0467,-0.8685
12.4955,0.8010,0.0843,-0.8853
12.4956,0.7788,0.1219,-0.9007
12.4957,0.7555,0.1592,-0.9147
12.4958,0.7311,0.1963,-0.9274
12.4959,0.7055,0.2332,-0.9386
12.4960,0.6835,0.2633,-0.9468
12.4961,0.6697,0.2814,-0.9511
12.4961,0.6509,0.3055,-0.9564
12.4962,0.6222,0.3412,-0.9634
12.4963,0.5927,0.3763,-0.9689
12.4964,0.5623,0.4108,-0.9731
12.4965,0.5311,0.4447,-0.9758
12.4966,0.4991,0.4781,-0.9772
12.4967,0.4664,0.5106,-0.9770
12.4968,0.4329,0.5424,-0.9753
12.4969,0.3987,0.5734,-0.9721
12.4970,0.3701,0.5983,-0.9684
12.4971,0.3523,0.6131,-0.9654
12.4971,0.3285,0.6325,-0.9610
12.4972,0.2927,0.6608,-0.9535
12.4973,0.2565,0.6881,-0.9446
12.4974,0.2200,0.7143,-0.9343
12.4975,0.1831,0.7396,-0.9227
12.4976,0.1459,0.7638,-0.9097
12.4977,0.1085,0.7868,-0.8954
12.4978,0.0710,0.8086,-0.8796
12.4979,0.0333,0.8292,-0.8625
12.4980,0.0022,0.8453,-0.8474
12.4981,-0.0169,0.8544,-0.8376
12.4981,-0.0421,0.8662,-0.8241
12.4982,-0.0798,0.8830,-0.8032
12.4983,-0.1174,0.8985,-0.7812
12.4984,-0.1547,0.9127,-0.7580
12.4985,-0.1918,0.9255,-0.7337
12.4986,-0.2287,0.9371,-0.7084
12.4987,-0.2652,0.9471,-0.6819
12.4988,-0.3013,0.9557,-0.6544
12.4989,-0.3370,0.9629,-0.6259
12.4990,-0.3660,0.9677,-0.6017
12.4991,-0.3835,0.9699,-0.5864
12.4991,-0.4066,0.9724,-0.5659
12.4992,-0.4406,0.9752,-0.5347
12.4993,-0.4739,0.9766,-0.5027
12.4994,-0.5065,0.9766,-0.4701
12.4995,-0.5384,0.9752,-0.4367
12.4996,-0.5696,0.9723,-0.4027
12.4997,-0.5998,0.9679,-0.3681
12.4998,-0.6292,0.9620,-0.3329
12.4999,-0.6576,0.9547,-0.2971
12.5000,-0.6803,0.9476,-0.2673
12.5001,-0.6936,0.9426,-0.2489
12.5001,-0.7110,0.9354,-0.2243
12.5002,-0.7364,0.9238,-0.1874
12.5003,-0.7606,0.9109,-0.1503
12.5004,-0.7837,0.8967,-0.1130
12.5005,-0.8057,0.8812,-0.0754
12.5006,-0.8266,0.8643,-0.0378
12.5007,-0.8461,0.8462,-0.0001
12.5008,-0.8643,0.8267,0.0376
12.5009,-0.8813,0.8060,0.0753
12.5010,-0.8943,0.7880,0.1063
12.5011,-0.9015,0.7764,0.1251
12.5011,-0.9108,0.7606,0.1502
12.5012,-0.9237,0.7364,0.1873
12.5013,-0.9353,0.7111,0.2242
12.5014,-0.9455,0.6848,0.2607
12.5015,-0.9543,0.6574,0.2969
12.5016,-0.9618,0.6291,0.3327
12.5017,-0.9677,0.5999,0.3679
12.5018,-0.9722,0.5697,0.4025
12.5019,-0.9752,0.5386,0.4366
12.5020,-0.9766,0.5124,0.4642
12.5021,-0.9767,0.4960,0.4807
12.5021,-0.9764,0.4739,0.5025
12.5022,-0.9750,0.4405,0.5345
12.5023,-0.9722,0.4066,0.5656
12.5024,-0.9680,0.3720,0.5959
12.5025,-0.9624,0.3369,0.6254
12.5026,-0.9553,0.3013,0.6540
12.5027,-0.9468,0.2653,0.6816
12.5028,-0.9369,0.2288,0.7081
12.5029,-0.9255,0.1919,0.7336
12.5030,-0.9150,0.1613,0.7537
12.5031,-0.9080,0.1425,0.7655
12.5031,-0.8982,0.1174,0.7807
12.5032,-0.8827,0.0799,0.8028
12.5033,-0.8659,0.0422,0.8237
12.5034,-0.8479,0.0046,0.8433
12.5035,-0.8287,-0.0331,0.8618
12.5036,-0.8082,-0.0708,0.8790
12.5037,-0.7865,-0.1083,0.8949
12.5038,-0.7636,-0.1457,0.9093
12.5039,-0.7395,-0.1829,0.9224
12.5040,-0.7188,-0.2134,0.9322
12.5041,-0.7056,-0.2318,0.9374
12.5041,-0.6877,-0.2563,0.9440
12.5042,-0.6604,-0.2925,0.9529
12.5043,-0.6322,-0.3282,0.9604
12.5044,-0.6030,-0.3635,0.9665
12.5045,-0.5730,-0.3982,0.9712
12.5046,-0.5421,-0.4324,0.9745
12.5047,-0.5104,-0.4659,0.9763
12.5048,-0.4779,-0.4987,0.9766
12.5049,-0.4446,-0.5308,0.9754
12.5050,-0.4167,-0.5566,0.9733
12.5051,-0.3993,-0.5720,0.9713
12.5051,-0.3760,-0.5921,0.9682
12.5052,-0.3409,-0.6217,0.9626
12.5053,-0.3054,-0.6503,0.9557
12.5054,-0.2694,-0.6779,0.9473
12.5055,-0.2330,-0.7046,0.9376
12.5056,-0.1962,-0.7303,0.9265
12.5057,-0.1592,-0.7548,0.9140
12.5058,-0.1219,-0.7782,0.9000
12.5059,-0.0843,-0.8004,0.8847
12.5060,-0.0533,-0.8178,0.8711
12.5061,-0.0343,-0.8278,0.8621
12.5061,-0.0091,-0.8407,0.8498
12.5062,0.0287,-0.8593,0.8306
12.5063,0.0663,-0.8765,0.8102
12.5064,0.1038,-0.8925,0.7886
12.5065,0.1413,-0.9072,0.7659
12.5066,0.1785,-0.9206,0.7421
12.5067,0.2154,-0.9325,0.7171
12.5068,0.2520,-0.9430,0.6910
12.5069,0.2883,-0.9521,0.6638
12.5070,0.3178,-0.9585,0.6406
12.5071,0.3356,-0.9617,0.6260
12.5071,0.3592,-0.9655,0.6063
12.5072,0.3940,-0.9703,0.5763
12.5073,0.4282,-0.9736,0.5454
12.5074,0.4617,-0.9755,0.5138
12.5075,0.4946,-0.9761,0.4815
12.5076,0.5268,-0.9752,0.4484
12.5077,0.5582,-0.9728,0.4146
12.5078,0.5887,-0.9689,0.3802
12.5079,0.6184,-0.9635,0.3451
12.5080,0.6421,-0.9580,0.3159
12.5081,0.6561,-0.9539,0.2978
12.5081,0.6745,-0.9480,0.2735
12.5082,0.7012,-0.9383,0.2371
12.5083,0.7269,-0.9273,0.2004
12.5084,0.7515,-0.9149,0.1634
12.5085,0.7751,-0.9012,0.1262
12.5086,0.7975,-0.8862,0.0887
12.5087,0.8187,-0.8698,0.0511
12.5088,0.8386,-0.8521,0.0135
12.5089,0.8573,-0.8330,-0.0243
12.5090,0.8717,-0.8164,-0.0553
12.5091,0.8799,-0.8056,-0.0743
12.5091,0.8903,-0.7909,-0.0994
12.5092,0.9051,-0.7682,-0.1369
12.5093,0.9185,-0.7444,-0.1741
12.5094,0.9306,-0.7196,-0.2110
12.5095,0.9413,-0.6937,-0.2477
12.5096,0.9507,-0.6667,-0.2840
12.5097,0.9586,-0.6388,-0.3198
12.5098,0.9650,-0.6098,-0.3552
12.5099,0.9699,-0.5799,-0.3900
12.5100,0.9729,-0.5546,-0.4183
12.5101,0.9740,-0.5387,-0.4353
12.5101,0.9750,-0.5173,-0.4577
12.5102,0.9756,-0.4850,-0.4906
12.5103,0.9748,-0.4519,-0.5228
12.5104,0.9725,-0.4183,-0.5543
12.5105,0.9689,-0.3840,-0.5849
12.5106,0.9638,-0.3491,-0.6147
12.5107,0.9572,-0.3137,-0.6436
12.5108,0.9492,-0.2778,-0.6714
12.5109,0.9397,-0.2414,-0.6983
12.5110,0.9308,-0.2112,-0.7196
12.5111,0.9247,-0.1925,-0.7321
12.5111,0.9161,-0.1676,-0.7484
12.5112,0.9024,-0.1304,-0.7721
12.5113,0.8875,-0.0929,-0.7945
12.5114,0.8712,-0.0554,-0.8158
12.5115,0.8537,-0.0178,-0.8359
12.5116,0.8349,0.0199,-0.8549
12.5117,0.8149,0.0576,-0.8724
12.5118,0.7936,0.0951,-0.8887
12.5119,0.7710,0.1326,-0.9036
12.5120,0.7516,0.1633,-0.9149
12.5121,0.7391,0.1819,-0.9211
12.5121,0.7222,0.2067,-0.9289
12.5122,0.6963,0.2434,-0.9397
12.5123,0.6695,0.2797,-0.9491
12.5124,0.6416,0.3155,-0.9571
12.5125,0.6128,0.3510,-0.9638
12.5126,0.5831,0.3859,-0.9691
12.5127,0.5526,0.4202,-0.9728
12.5128,0.5211,0.4539,-0.9750
12.5129,0.4888,0.4870,-0.9758
12.5130,0.4617,0.5136,-0.9753
12.5131,0.4448,0.5295,-0.9743
12.5131,0.4220,0.5505,-0.9725
12.5132,0.3877,0.5812,-0.9689
12.5133,0.3529,0.6110,-0.9639
12.5134,0.3176,0.6399,-0.9575
12.5135,0.2818,0.6679,-0.9497
12.5136,0.2455,0.6950,-0.9405
12.5137,0.2089,0.7209,-0.9298
12.5138,0.1720,0.7458,-0.9177
12.5139,0.1347,0.7695,-0.9043
12.5140,0.1039,0.7882,-0.8921
12.5141,0.0850,0.7991,-0.8840
12.5141,0.0598,0.8131,-0.8729
12.5142,0.0221,0.8333,-0.8554
12.5143,-0.0156,0.8523,-0.8367
12.5144,-0.0532,0.8700,-0.8168
12.5145,-0.0908,0.8864,-0.7957
12.5146,-0.1282,0.9016,-0.7734
12.5147,-0.1654,0.9154,-0.7499
12.5148,-0.2024,0.9277,-0.7253
12.5149,-0.2392,0.9387,-0.6995
12.5150,-0.2692,0.9467,-0.6775
12.5151,-0.2873,0.9508,-0.6636
12.5151,-0.3113,0.9559,-0.6447
12.5152,-0.3467,0.9627,-0.6159
12.5153,-0.3817,0.9680,-0.5863
12.5154,-0.4160,0.9718,-0.5558
12.5155,-0.4498,0.9743,-0.5245
12.5156,-0.4830,0.9754,-0.4924
12.5157,-0.5154,0.9750,-0.4596
12.5158,-0.5469,0.9730,-0.4261
12.5159,-0.5778,0.9696,-0.3918
12.5160,-0.6025,0.9657,-0.3632
12.5161,-0.6171,0.9625,-0.3454
12.5161,-0.6364,0.9579,-0.3216
12.5162,-0.6644,0.9502,-0.2858
12.5163,-0.6915,0.9411,-0.2496
12.5164,-0.7175,0.9306,-0.2130
12.5165,-0.7426,0.9187,-0.1762
12.5166,-0.7665,0.9055,-0.1390
12.5167,-0.7893,0.8909,-0.1017
12.5168,-0.8108,0.8749,-0.0641
12.5169,-0.8312,0.8576,-0.0265
12.5170,-0.8470,0.8424,0.0046
12.5171,-0.8560,0.8325,0.0236
12.5171,-0.8676,0.8189,0.0488
12.5172,-0.8842,0.7978,0.0864
12.5173,-0.8994,0.7756,0.1238
12.5174,-0.9133,0.7522,0.1610
12.5175,-0.9259,0.7278,0.1981
12.5176,-0.9371,0.7023,0.2348
12.5177,-0.9469,0.6757,0.2712
12.5178,-0.9552,0.6481,0.3071
12.5179,-0.9621,0.6194,0.3427
12.5180,-0.9667,0.5951,0.3716
12.5181,-0.9688,0.5798,0.3890
12.5181,-0.9711,0.5592,0.4119
12.5182,-0.9736,0.5279,0.4457
12.5183,-0.9748,0.4959,0.4789
12.5184,-0.9745,0.4631,0.5113
12.5185,-0.9727,0.4297,0.5430
12.5186,-0.9696,0.3956,0.5740
12.5187,-0.9650,0.3610,0.6040
12.5188,-0.9589,0.3258,0.6331
12.5189,-0.9513,0.2900,0.6613
12.5190,-0.9440,0.2602,0.6838
12.5191,-0.9388,0.2418,0.6970
12.5191,-0.9315,0.2172,0.7143
12.5192,-0.9197,0.1803,0.7393
12.5193,-0.9065,0.1432,0.7633
12.5194,-0.8921,0.1059,0.7862
12.5195,-0.8763,0.0684,0.8079
12.5196,-0.8593,0.0308,0.8285
12.5197,-0.8410,-0.0068,0.8478
12.5198,-0.8213,-0.0444,0.8657
12.5199,-0.8004,-0.0821,0.8824
12.5200,-0.7822,-0.1129,0.8952
12.5201,-0.7706,-0.1317,0.9023
12.5201,-0.7547,-0.1567,0.9113
12.5202,-0.7303,-0.1937,0.9240
12.5203,-0.7048,-0.2305,0.9353
12.5204,-0.6783,-0.2668,0.9452
12.5205,-0.6509,-0.3029,0.9537
12.5206,-0.6225,-0.3385,0.9609
12.5207,-0.5931,-0.3735,0.9666
12.5208,-0.5628,-0.4080,0.9708
