Time,q
0.0,0.28788738428526006
0.01,0.2878873842881845
0.01,0.2878873842881845
0.02,0.2878873842910633
0.02,0.2878873842910633
0.03,0.2878873842938802
0.03,0.2878873842938802
0.04,0.2878873842966375
0.04,0.2878873842966375
0.05,0.2878873842993314
0.05,0.2878873842993314
0.060000000000000005,0.2878873843019606
0.060000000000000005,0.2878873843019606
0.07,0.28788738430451954
0.07,0.28788738430451954
0.08,0.2878873843070098
0.08,0.2878873843070098
0.09,0.28788738430942845
0.09,0.28788738430942845
0.09999999999999999,0.287887384311773
0.09999999999999999,0.287887384311773
0.10999999999999999,0.2878873843140456
0.10999999999999999,0.2878873843140456
0.11999999999999998,0.2878873843162463
0.11999999999999998,0.2878873843162463
0.12999999999999998,0.28788738431837074
0.12999999999999998,0.28788738431837074
0.13999999999999999,0.2878873843204239
0.13999999999999999,0.2878873843204239
0.15,0.28788738432240607
0.15,0.28788738432240607
0.16,0.2878873843243154
0.16,0.2878873843243154
0.17,0.28788738432615246
0.17,0.28788738432615246
0.18000000000000002,0.28788738432792055
0.18000000000000002,0.28788738432792055
0.19000000000000003,0.2878873843296201
0.19000000000000003,0.2878873843296201
0.20000000000000004,0.2878873843312519
0.20000000000000004,0.2878873843312519
0.21000000000000005,0.2878873843328148
0.21000000000000005,0.2878873843328148
0.22000000000000006,0.2878873843343141
0.22000000000000006,0.2878873843343141
0.23000000000000007,0.2878873843357505
0.23000000000000007,0.2878873843357505
0.24000000000000007,0.28788738433712524
0.24000000000000007,0.28788738433712524
0.25000000000000006,0.2878873843384414
0.25000000000000006,0.2878873843384414
0.26000000000000006,0.2878873843396977
0.26000000000000006,0.2878873843396977
0.2700000000000001,0.2878873843408996
0.2700000000000001,0.2878873843408996
0.2800000000000001,0.287887384342046
0.2800000000000001,0.287887384342046
0.2900000000000001,0.28788738434313993
0.2900000000000001,0.28788738434313993
0.3000000000000001,0.28788738434418487
0.3000000000000001,0.28788738434418487
0.3100000000000001,0.28788738434517913
0.3100000000000001,0.28788738434517913
0.3200000000000001,0.2878873843461262
0.3200000000000001,0.2878873843461262
0.3300000000000001,0.28788738434702926
0.3300000000000001,0.28788738434702926
0.34000000000000014,0.28788738434788913
0.34000000000000014,0.28788738434788913
0.35000000000000014,0.287887384348707
0.35000000000000014,0.287887384348707
0.36000000000000015,0.28788738434948796
0.36000000000000015,0.28788738434948796
0.37000000000000016,0.2878873843502286
0.37000000000000016,0.2878873843502286
0.38000000000000017,0.2878873843509342
0.38000000000000017,0.2878873843509342
0.3900000000000002,0.2878873843516057
0.3900000000000002,0.2878873843516057
0.4000000000000002,0.28788738435224587
0.4000000000000002,0.28788738435224587
0.4100000000000002,0.2878873843528537
0.4100000000000002,0.2878873843528537
0.4200000000000002,0.28788738435342964
0.4200000000000002,0.28788738435342964
0.4300000000000002,0.2878873843539813
0.4300000000000002,0.2878873843539813
0.4400000000000002,0.28788738435450495
0.4400000000000002,0.28788738435450495
0.45000000000000023,0.28788738435500577
0.45000000000000023,0.28788738435500577
0.46000000000000024,0.28788738435547984
0.46000000000000024,0.28788738435547984
0.47000000000000025,0.2878873843559324
0.47000000000000025,0.2878873843559324
0.48000000000000026,0.2878873843563639
0.48000000000000026,0.2878873843563639
0.49000000000000027,0.2878873843567775
0.49000000000000027,0.2878873843567775
0.5000000000000002,0.2878873843571714
0.5000000000000002,0.2878873843571714
0.5100000000000002,0.28788738435754846
0.5100000000000002,0.28788738435754846
0.5200000000000002,0.28788738435790906
0.5200000000000002,0.28788738435790906
0.5300000000000002,0.28788738435825373
0.5300000000000002,0.28788738435825373
0.5400000000000003,0.28788738435858313
0.5400000000000003,0.28788738435858313
0.5500000000000003,0.28788738435889977
0.5500000000000003,0.28788738435889977
0.5600000000000003,0.28788738435920413
0.5600000000000003,0.28788738435920413
0.5700000000000003,0.2878873843594989
0.5700000000000003,0.2878873843594989
0.5800000000000003,0.2878873843597823
0.5800000000000003,0.2878873843597823
0.5900000000000003,0.2878873843600546
0.5900000000000003,0.2878873843600546
0.6000000000000003,0.2878873843603185
0.6000000000000003,0.2878873843603185
0.6100000000000003,0.2878873843605744
0.6100000000000003,0.2878873843605744
0.6200000000000003,0.2878873843608248
0.6200000000000003,0.2878873843608248
0.6300000000000003,0.28788738436106787
0.6300000000000003,0.28788738436106787
0.6400000000000003,0.287887384361306
0.6400000000000003,0.287887384361306
0.6500000000000004,0.2878873843615373
0.6500000000000004,0.2878873843615373
0.6600000000000004,0.28788738436176214
0.6600000000000004,0.28788738436176214
