Time,v
0.0,0.9712112615714744
0.01,0.9712112615714736
0.01,0.9712112615714736
0.02,0.9712112615714716
0.02,0.9712112615714716
0.03,0.9712112615714679
0.03,0.9712112615714679
0.04,0.971211261571463
0.04,0.971211261571463
0.05,0.9712112615714567
0.05,0.9712112615714567
0.060000000000000005,0.9712112615714491
0.060000000000000005,0.9712112615714491
0.07,0.9712112615714402
0.07,0.9712112615714402
0.08,0.9712112615714302
0.08,0.9712112615714302
0.09,0.9712112615714191
0.09,0.9712112615714191
0.09999999999999999,0.9712112615714067
0.09999999999999999,0.9712112615714067
0.10999999999999999,0.9712112615713933
0.10999999999999999,0.9712112615713933
0.11999999999999998,0.9712112615713788
0.11999999999999998,0.9712112615713788
0.12999999999999998,0.9712112615713633
0.12999999999999998,0.9712112615713633
0.13999999999999999,0.9712112615713469
0.13999999999999999,0.9712112615713469
0.15,0.9712112615713294
0.15,0.9712112615713294
0.16,0.9712112615713112
0.16,0.9712112615713112
0.17,0.9712112615712921
0.17,0.9712112615712921
0.18000000000000002,0.9712112615712722
0.18000000000000002,0.9712112615712722
0.19000000000000003,0.9712112615712516
0.19000000000000003,0.9712112615712516
0.20000000000000004,0.9712112615712303
0.20000000000000004,0.9712112615712303
0.21000000000000005,0.9712112615712081
0.21000000000000005,0.9712112615712081
0.22000000000000006,0.9712112615711852
0.22000000000000006,0.9712112615711852
0.23000000000000007,0.9712112615711618
0.23000000000000007,0.9712112615711618
0.24000000000000007,0.9712112615711378
0.24000000000000007,0.9712112615711378
0.25000000000000006,0.9712112615711134
0.25000000000000006,0.9712112615711134
0.26000000000000006,0.9712112615710882
0.26000000000000006,0.9712112615710882
0.2700000000000001,0.9712112615710627
0.2700000000000001,0.9712112615710627
0.2800000000000001,0.9712112615710368
0.2800000000000001,0.9712112615710368
0.2900000000000001,0.9712112615710103
0.2900000000000001,0.9712112615710103
0.3000000000000001,0.9712112615709835
0.3000000000000001,0.9712112615709835
0.3100000000000001,0.9712112615709562
0.3100000000000001,0.9712112615709562
0.3200000000000001,0.9712112615709286
0.3200000000000001,0.9712112615709286
0.3300000000000001,0.9712112615709008
0.3300000000000001,0.9712112615709008
0.34000000000000014,0.9712112615708725
0.34000000000000014,0.9712112615708725
0.35000000000000014,0.971211261570844
0.35000000000000014,0.971211261570844
0.36000000000000015,0.9712112615708154
0.36000000000000015,0.9712112615708154
0.37000000000000016,0.9712112615707864
0.37000000000000016,0.9712112615707864
0.38000000000000017,0.9712112615707573
0.38000000000000017,0.9712112615707573
0.3900000000000002,0.971211261570728
0.3900000000000002,0.971211261570728
0.4000000000000002,0.9712112615706985
0.4000000000000002,0.9712112615706985
0.4100000000000002,0.9712112615706688
0.4100000000000002,0.9712112615706688
0.4200000000000002,0.9712112615706389
0.4200000000000002,0.9712112615706389
0.4300000000000002,0.971211261570609
0.4300000000000002,0.971211261570609
0.4400000000000002,0.9712112615705789
0.4400000000000002,0.9712112615705789
0.45000000000000023,0.9712112615705488
0.45000000000000023,0.9712112615705488
0.46000000000000024,0.9712112615705184
0.46000000000000024,0.9712112615705184
0.47000000000000025,0.9712112615704881
0.47000000000000025,0.9712112615704881
0.48000000000000026,0.9712112615704576
0.48000000000000026,0.9712112615704576
0.49000000000000027,0.9712112615704271
0.49000000000000027,0.9712112615704271
0.5000000000000002,0.9712112615703966
0.5000000000000002,0.9712112615703966
0.5100000000000002,0.9712112615703662
0.5100000000000002,0.9712112615703662
0.5200000000000002,0.9712112615703355
0.5200000000000002,0.9712112615703355
0.5300000000000002,0.9712112615703049
0.5300000000000002,0.9712112615703049
0.5400000000000003,0.9712112615702742
0.5400000000000003,0.9712112615702742
0.5500000000000003,0.9712112615702435
0.5500000000000003,0.9712112615702435
0.5600000000000003,0.9712112615702128
0.5600000000000003,0.9712112615702128
0.5700000000000003,0.971211261570182
0.5700000000000003,0.971211261570182
0.5800000000000003,0.9712112615701514
0.5800000000000003,0.9712112615701514
0.5900000000000003,0.9712112615701206
0.5900000000000003,0.9712112615701206
0.6000000000000003,0.97121126157009
0.6000000000000003,0.97121126157009
0.6100000000000003,0.9712112615700592
0.6100000000000003,0.9712112615700592
0.6200000000000003,0.9712112615700287
0.6200000000000003,0.9712112615700287
0.6300000000000003,0.9712112615699982
0.6300000000000003,0.9712112615699982
0.6400000000000003,0.9712112615699677
0.6400000000000003,0.9712112615699677
0.6500000000000004,0.9712112615699373
0.6500000000000004,0.9712112615699373
0.6600000000000004,0.971211261569907
0.6600000000000004,0.971211261569907
0.6700000000000004,0.9712112615698766
0.6700000000000004,0.9712112615698766
0.6800000000000004,0.9712112615698464
0.6800000000000004,0.9712112615698464
0.6900000000000004,0.9712112615698161
0.6900000000000004,0.9712112615698161
0.7000000000000004,0.9712112615697858
0.7000000000000004,0.9712112615697858
0.7100000000000004,0.9712112615697556
0.7100000000000004,0.9712112615697556
0.7200000000000004,0.9712112615697255
0.7200000000000004,0.9712112615697255
0.7300000000000004,0.9712112615696953
0.7300000000000004,0.9712112615696953
0.7400000000000004,0.9712112615696652
0.7400000000000004,0.9712112615696652
0.7500000000000004,0.9712112615696352
0.7500000000000004,0.9712112615696352
0.7600000000000005,0.9712112615696051
0.7600000000000005,0.9712112615696051
0.7700000000000005,0.9712112615695753
0.7700000000000005,0.9712112615695753
0.7800000000000005,0.9712112615695454
0.7800000000000005,0.9712112615695454
0.7900000000000005,0.9712112615695156
0.7900000000000005,0.9712112615695156
0.8000000000000005,0.9712112615694859
0.8000000000000005,0.9712112615694859
0.8100000000000005,0.9712112615694564
0.8100000000000005,0.9712112615694564
0.8200000000000005,0.9712112615694266
0.8200000000000005,0.9712112615694266
0.8300000000000005,0.971211261569397
0.8300000000000005,0.971211261569397
0.8400000000000005,0.9712112615693674
0.8400000000000005,0.9712112615693674
0.8500000000000005,0.9712112615693379
0.8500000000000005,0.9712112615693379
